name,address,LHIN,licensee,management,home_type,beds,short_stay,residents_council,family_council,accreditation,additional_info,city,postal_code,number_of_beds,last_rqi_date,first_inspection_date,last_inspection_date,total_inspections,5y_inspections,2y_inspections,total_complaints,5y_complaints,2y_complaints,total_critical,5y_critical,2y_critical,total_withOrders,5y_withOrders,2y_withOrders
SILVERTHORN CARE COMMUNITY,4350 Mississauga Road,Mississauga Halton,Specialty Care Mississauga Inc.,,For-Profit,Home with approximately 160 beds,No,Yes,Yes,Yes,,Mississauga, L5M7C8,160.0,2018-02-06,2010-10-13,2020-06-03,25.0,8.0,3.0,9.0,2.0,1.0,15.0,2.0,1.0,4.0,2.0,
SIMCOE MANOR HOME FOR THE AGED,5988 - 8TH LINE Main Street East,Central,Corporation Of The County Of Simcoe,Royal Victoria Regional Health Centre,Municipal,Home with approximately 126 beds,Yes,Yes,Yes,Yes,,Beeton, L0G1A0,126.0,2018-01-22,2010-07-13,2020-10-13,26.0,9.0,5.0,10.0,2.0,1.0,9.0,3.0,3.0,10.0,1.0,1.0
SMOOTH ROCK FALLS HOSPITAL,107 Kelly Road P.O. Box 219,North East,Smooth Rock Falls Hospital,,Non-Profit,Home with approximately 20 beds,No,Yes,No,Yes,,Smooth Rock Falls, P0L2B0,20.0,2018-10-12,2011-05-04,2020-05-22,16.0,9.0,4.0,1.0,,,6.0,2.0,2.0,4.0,2.0,1.0
SOUTH CENTENNIAL MANOR,240 Fyfe Street,North East,Anson General Hospital,,Non-Profit,Home with approximately 69 beds,Yes,Yes,Yes,Yes,,Iroquois Falls, P0K1E0,69.0,2018-05-22,2011-11-15,2020-09-01,22.0,16.0,10.0,3.0,2.0,2.0,10.0,4.0,2.0,10.0,6.0,3.0
SOUTHAMPTON CARE CENTRE,140 Grey Street P.O. Box 790,South West,Southampton Care Centre Inc.,,For-Profit,Home with approximately 88 beds,Yes,Yes,Yes,Yes,,Southampton, N0H2L0,88.0,2017-11-30,2010-10-26,2020-07-15,27.0,10.0,6.0,9.0,1.0,1.0,12.0,2.0,2.0,4.0,2.0,2.0
SOUTHBRIDGE LAKEHEAD,135 South Vickers Street,North West,"Cvh (No. 9) Lp By Its General Partners, Southbridge Health Care Gp Inc. And Southbridge Care Homes (A Limited Partnership, By Its General Partner, Southbridge Care Homes Inc.)",Extendicare (Canada) Inc.,For-Profit,Home with approximately 131 beds,No,Yes,Yes,Yes,,Thunder Bay, P7E1J2,131.0,2018-04-05,2011-01-05,2020-10-27,75.0,28.0,8.0,22.0,7.0,1.0,19.0,8.0,3.0,31.0,11.0,2.0
SOUTHBRIDGE PINEWOOD,2625 Walsh Street East,North West,"Cvh (No. 9) Lp By Its General Partners, Southbridge Health Care Gp Inc. And Southbridge Care Homes (A Limited Partnership, By Its General Partner, Southbridge Care Homes Inc.)",,For-Profit,Home with approximately 128 beds,No,Yes,Yes,Yes,,Thunder Bay, P7E2E5,128.0,2018-07-25,2011-09-06,2020-01-22,36.0,23.0,7.0,8.0,4.0,1.0,17.0,7.0,2.0,14.0,13.0,3.0
SOUTHBRIDGE ROSEVIEW,99 Shuniah Street,North West,"Cvh (No. 9) Lp By Its General Partners, Southbridge Health Care Gp Inc. And Southbridge Care Homes (A Limited Partnership, By Its General Partner, Southbridge Care Homes Inc.)",,For-Profit,Home with approximately 157 beds,No,Yes,Yes,Yes,,Thunder Bay, P7A2Z2,157.0,2017-05-30,2010-08-11,2020-10-09,38.0,15.0,7.0,15.0,5.0,3.0,18.0,4.0,2.0,11.0,4.0,1.0
SOUTHLAKE RESIDENTIAL CARE VILLAGE,640 Grace Street,Central,Southlake Residential Care Village,Extendicare (Canada) Inc.,Non-Profit,Home with approximately 224 beds,No,Yes,Yes,Yes,,Newmarket, L3Y2L1,224.0,2019-02-07,2009-12-01,2020-10-02,47.0,16.0,11.0,26.0,5.0,3.0,11.0,4.0,4.0,12.0,4.0,2.0
SPENCER HOUSE,835 West Ridge Blvd.,North Simcoe Muskoka,Spencer House Inc.,2063414 Investment Lp,Non-Profit,Home with approximately 160 beds,No,Yes,Yes,Yes,,Orillia, L3V8B3,160.0,2017-11-06,2010-08-13,2020-08-13,31.0,18.0,10.0,10.0,4.0,3.0,12.0,7.0,5.0,6.0,2.0,1.0
SPRINGDALE COUNTRY MANOR,2698 Clifford Line R. R. #5,Central East,0760444 B.C. Ltd. As General Partner On Behalf Of Omni Health Care Limited Partnership,,For-Profit,Home with approximately 68 beds,No,Yes,Yes,Yes,,Peterborough, K9J6X6,68.0,2017-10-06,2009-09-22,2020-09-09,30.0,19.0,6.0,12.0,7.0,3.0,9.0,6.0,3.0,6.0,3.0,
SPRUCE LODGE HOME FOR THE AGED,643 West Gore Street,South West,Spruce Lodge Home For The Aged,,Municipal,Home with approximately 128 beds,Yes,Yes,No,Yes,,Stratford, N5A1L4,128.0,2017-12-28,2010-09-21,2020-10-22,44.0,23.0,7.0,24.0,13.0,2.0,16.0,5.0,4.0,5.0,4.0,2.0
SPRUCEDALE CARE CENTRE,96 Kittridge Avenue East,South West,Sprucedale Care Centre Inc.,C.D. Micallef Consulting Services Inc.,For-Profit,Home with approximately 96 beds,No,Yes,Yes,Yes,,Strathroy, N7G2A8,96.0,2017-12-20,2010-09-15,2020-08-28,18.0,8.0,3.0,5.0,2.0,,9.0,3.0,3.0,,,
ST PATRICK'S HOME,2865 Riverside Drive,Champlain,St. Patrick's Home Of Ottawa Inc.,,Non-Profit,Home with approximately 202 beds,Yes,Yes,Yes,Yes,,Ottawa, K1V8N5,202.0,2018-06-25,2010-08-24,2020-10-19,80.0,41.0,18.0,44.0,16.0,8.0,27.0,17.0,7.0,10.0,6.0,3.0
ST. ANDREW'S TERRACE LONG TERM CARE COMMUNITY,255 St. Andrew's Street,Waterloo Wellington,Steeves & Rozema Enterprises Limited,,For-Profit,Home with approximately 128 beds,No,Yes,Yes,Yes,,Cambridge, N1S1P1,128.0,2018-02-01,2010-09-09,2020-10-02,51.0,21.0,8.0,16.0,8.0,3.0,25.0,6.0,2.0,8.0,7.0,2.0
ST. CLAIR O'CONNOR COMMUNITY NURSING HOME,2701 St Clair Avenue East,Toronto Central,St. Clair O'connor Community Inc.,,Non-Profit,Home with approximately 25 beds,No,Yes,Yes,Yes,,East York, M4B3M3,25.0,2017-11-30,2011-08-15,2019-02-04,9.0,6.0,1.0,1.0,,,2.0,2.0,1.0,,,
ST. GABRIEL'S VILLA OF SUDBURY,4690 Municipal Road 15,North East,St. Joseph's Health Centre Of Sudbury,,Non-Profit,Home with approximately 128 beds,No,Yes,Yes,Yes,,Chelmsford, P0M1L0,128.0,2018-05-28,2011-04-13,2020-10-27,73.0,50.0,28.0,24.0,14.0,8.0,25.0,16.0,12.0,35.0,21.0,8.0
ST. GEORGE CARE COMMUNITY,225 St. George Street,Toronto Central,2063414 Ontario Limited As General Partner Of 2063414 Investment Lp,,For-Profit,Home with approximately 238 beds,Yes,Yes,Yes,Yes,,Toronto, M5R2M2,238.0,2017-11-24,2010-11-08,2020-07-24,42.0,18.0,8.0,27.0,8.0,5.0,13.0,7.0,3.0,6.0,2.0,2.0
ST. JACQUES NURSING HOME,915 Notre Dame Street P. O. Box 870,Champlain,412506 Ontario Ltd.,,Non-Profit,Home with approximately 60 beds,No,Yes,Yes,Yes,,Embrun, K0A1W0,60.0,2017-03-15,2011-11-01,2019-12-19,50.0,34.0,8.0,18.0,10.0,4.0,10.0,8.0,4.0,10.0,6.0,
ST. JOSEPH'S AT FLEMING,659 Brealey Drive,Central East,St Joseph's At Fleming,,Non-Profit,Home with approximately 200 beds,No,Yes,Yes,Yes,,Peterborough, K9K2R8,200.0,2018-12-28,2011-03-09,2020-09-21,109.0,46.0,13.0,51.0,20.0,6.0,32.0,13.0,6.0,26.0,8.0,1.0
ST. JOSEPH'S CONTINUING CARE CENTRE,14 York Street,Champlain,"Religious Hospitalers Of St. Joseph Of Cornwall, Ontario",,Non-Profit,Home with approximately 150 beds,No,Yes,Yes,Yes,,Cornwall, K6J5T2,150.0,2018-10-18,2010-09-13,2020-02-27,33.0,18.0,9.0,12.0,8.0,3.0,12.0,5.0,4.0,5.0,2.0,2.0
"ST. JOSEPH'S HEALTH CENTRE, GUELPH",100 Westmount Road,Waterloo Wellington,St. Joseph's Health System,,Non-Profit,Home with approximately 240 beds,No,Yes,Yes,Yes,,Guelph, N1H5H8,240.0,2017-06-02,2010-11-16,2020-11-12,42.0,19.0,3.0,17.0,9.0,2.0,17.0,2.0,,8.0,6.0,1.0
ST. JOSEPH'S LIFECARE CENTRE,99 Wayne Gretzky Parkway,Hamilton Niagara Haldimand Brant (Hnhb),St. Joseph's Health System,,Non-Profit,Home with approximately 205 beds,No,Yes,Yes,No,,Brantford, N3S6T6,205.0,2018-05-29,2010-12-07,2020-11-18,27.0,15.0,12.0,11.0,4.0,4.0,13.0,4.0,3.0,7.0,4.0,2.0
ST. JOSEPH'S MANOR,70 Spine Road,North East,St. Joseph's General Hospital Elliot Lake,,Non-Profit,Home with approximately 64 beds,Yes,Yes,Yes,Yes,,Elliot Lake, P5A1X2,64.0,2018-03-01,2010-07-21,2020-03-13,37.0,20.0,8.0,13.0,5.0,2.0,9.0,6.0,3.0,15.0,8.0,2.0
"ST. JOSEPH'S VILLA, DUNDAS",56 Governor's Road,Hamilton Niagara Haldimand Brant (Hnhb),St. Joseph's Health System,,Non-Profit,Home with approximately 378 beds,Yes,Yes,Yes,Yes,,Dundas, L9H5G7,378.0,2018-08-10,2010-08-05,2020-07-24,97.0,34.0,12.0,52.0,16.0,5.0,25.0,7.0,4.0,35.0,15.0,6.0
"ST. JOSEPH'S VILLA, SUDBURY",1250 South Bay Road,North East,St. Joseph's Health Centre Of Sudbury,,Non-Profit,Home with approximately 128 beds,No,Yes,Yes,Yes,,Sudbury, P3E6L9,128.0,2018-04-16,2011-01-24,2020-01-24,38.0,20.0,9.0,14.0,6.0,2.0,11.0,8.0,5.0,10.0,5.0,1.0
ST. LAWRENCE LODGE,"1803 County Road, #2 East Postal Bag  #1130",South East,"The Corporations Of The United Counties Of Leeds And Grenville, The City Of Brockville, The Town Of Gananoque And The Town Of Prescott",,Municipal,Home with approximately 224 beds,No,Yes,Yes,No,,Brockville, K6V5T1,224.0,2018-07-06,2010-09-10,2020-10-18,52.0,30.0,10.0,28.0,15.0,3.0,19.0,9.0,5.0,6.0,3.0,2.0
ST. PETER'S RESIDENCE AT CHEDOKE,125 Redfern Avenue,Hamilton Niagara Haldimand Brant (Hnhb),St. Peter's Care Centres,,Non-Profit,Home with approximately 210 beds,No,Yes,Yes,Yes,,Hamilton, L9C7W9,210.0,2018-11-02,2010-12-02,2020-01-14,34.0,14.0,7.0,17.0,2.0,2.0,13.0,6.0,3.0,8.0,4.0,1.0
STAYNER CARE CENTRE,"244 Main Street East 7308 Highway #26, P.O. Box 350",North Simcoe Muskoka,Stayner Care Centre Inc.,,For-Profit,Home with approximately 49 beds,No,Yes,No,No,,Stayner, L0M1S0,49.0,2017-10-27,2011-11-08,2020-10-26,15.0,10.0,5.0,3.0,2.0,1.0,3.0,3.0,3.0,5.0,3.0,1.0
STIRLING HEIGHTS,200 Stirling Macgregor Drive,Waterloo Wellington,Axr Operating (National) Lp,,For-Profit,Home with approximately 110 beds,No,Yes,Yes,Yes,,Cambridge, N1S5B7,110.0,2017-10-18,2011-02-10,2020-09-24,23.0,13.0,8.0,7.0,5.0,4.0,11.0,4.0,4.0,2.0,,
STIRLING MANOR NURSING HOME,218 Edward Street P.O. Box 220,South East,Manorcare Partners,Eldercare Management & Consulting Corp.,For-Profit,Home with approximately 75 beds,No,Yes,No,Yes,,Stirling, K0K3E0,75.0,2018-10-11,2010-07-12,2020-08-06,34.0,18.0,5.0,11.0,4.0,2.0,13.0,8.0,2.0,5.0,1.0,
STONERIDGE MANOR,256 High Street,Champlain,Stoneridge Manor Operating Inc.,,For-Profit,Home with approximately 60 beds,No,Yes,Yes,Yes,,Carleton Place, K7C1X1,60.0,2018-11-16,2010-11-01,2020-06-15,24.0,9.0,3.0,8.0,2.0,1.0,16.0,3.0,1.0,1.0,,
STRATHCONA LONG TERM CARE,465 Dublin Street,Waterloo Wellington,Sharon Farms & Enterprises Limited,,For-Profit,Home with approximately 88 beds,Yes,Yes,Yes,Yes,,Mount Forest, N0G2L3,88.0,2017-07-06,2011-02-28,2020-10-26,29.0,12.0,6.0,9.0,3.0,1.0,10.0,4.0,4.0,14.0,6.0,2.0
STRATHMERE LODGE,599 Albert Street Box 5000,South West,The Corporation Of The County Of Middlesex,,Municipal,Home with approximately 160 beds,Yes,Yes,Yes,No,,Strathroy, N7G3J3,160.0,2018-02-01,2011-01-10,2020-10-19,39.0,16.0,4.0,12.0,5.0,,24.0,6.0,3.0,5.0,3.0,
STREAMWAY VILLA,19 James Street West,Central East,0760444 B.C. Ltd. As General Partner On Behalf Of Omni Health Care Limited Partnership,,For-Profit,Home with approximately 59 beds,No,Yes,No,Yes,,Cobourg, K9A2J8,59.0,2017-11-09,2011-02-01,2020-10-02,23.0,10.0,5.0,10.0,2.0,2.0,7.0,1.0,1.0,5.0,3.0,1.0
STREETSVILLE CARE COMMUNITY,1742 Bristol Road West,Mississauga Halton,Vigour Limited Partnership On Behalf Of Vigour General Partner Inc.,,For-Profit,Home with approximately 118 beds,No,Yes,Yes,Yes,,Mississauga, L5M1X9,118.0,2018-02-05,2010-07-21,2020-08-25,21.0,9.0,3.0,6.0,1.0,,9.0,3.0,2.0,3.0,2.0,
SUMAC LODGE,1464 Blackwell Road,Erie St. Clair,Revera Long Term Care Inc.,,For-Profit,Home with approximately 100 beds,No,Yes,Yes,Yes,,Sarnia, N7S5M4,100.0,2017-10-17,2010-09-08,2020-09-18,57.0,22.0,7.0,26.0,8.0,2.0,27.0,11.0,5.0,3.0,,
SUMMIT PLACE,850-4Th Street East,South West,Revera Long Term Care Inc.,,For-Profit,Home with approximately 119 beds,No,Yes,Yes,Yes,,Owen Sound, N4K6A3,119.0,2018-01-07,2010-07-26,2020-10-08,29.0,12.0,8.0,10.0,3.0,2.0,12.0,4.0,3.0,4.0,3.0,3.0
SUN PARLOR HOME FOR SENIOR CITIZENS,175 Talbot Street East,Erie St. Clair,The Corporation Of The County Of Essex,,Municipal,Home with approximately 206 beds,No,Yes,Yes,No,,Leamington, N8H1L9,206.0,2018-02-08,2010-10-05,2020-11-09,53.0,30.0,10.0,15.0,7.0,1.0,30.0,16.0,6.0,9.0,4.0,1.0
SUNNYCREST NURSING HOME,1635 Dundas Street East,Central East,Sunnycrest Nursing Homes Limited,,For-Profit,Home with approximately 136 beds,No,Yes,Yes,Yes,,Whitby, L1N2K9,136.0,2018-01-08,2010-09-30,2020-10-29,55.0,19.0,4.0,25.0,8.0,2.0,17.0,7.0,1.0,13.0,2.0,1.0
SUNNYSIDE HOME,247 Franklin Street North,Waterloo Wellington,Regional Municipality Of Waterloo,,Municipal,Home with approximately 263 beds,Yes,Yes,Yes,Yes,,Kitchener, N2G4J3,263.0,2017-11-30,2010-09-14,2020-11-16,82.0,39.0,12.0,30.0,16.0,3.0,49.0,18.0,7.0,5.0,5.0,2.0
SUNSET MANOR HOME FOR SENIOR CITIZENS,49 Raglan Street,North Simcoe Muskoka,Corporation Of The County Of Simcoe,,Municipal,Home with approximately 150 beds,Yes,Yes,Yes,Yes,,Collingwood, L9Y4X1,150.0,2018-01-04,2010-11-01,2020-09-15,28.0,18.0,12.0,9.0,4.0,4.0,13.0,5.0,4.0,12.0,8.0,6.0
SUOMI-KOTI TORONTO NURSING HOME,795 Eglinton Avenue East,Toronto Central,Toronto Finnish-canadian Seniors Centre,,Non-Profit,Home with approximately 34 beds,No,Yes,Yes,No,,Toronto, M4G4E4,34.0,2017-11-29,2011-07-11,2019-12-18,14.0,7.0,3.0,2.0,,,4.0,3.0,2.0,2.0,1.0,1.0
TALL PINES LONG TERM CARE CENTRE,1001 Peter Robertson Blvd.,Central West,The Regional Municipality Of Peel,,Municipal,Home with approximately 160 beds,No,Yes,Yes,Yes,,Brampton, L6R2Y3,160.0,2018-07-18,2010-08-17,2020-11-09,25.0,11.0,6.0,11.0,4.0,2.0,10.0,2.0,2.0,9.0,5.0,2.0
TECK PIONEER RESIDENCE,145A Government Road East Postal Bag Service 1757,North East,Corporation Of The Town Of Kirkland Lake,,Municipal,Home with approximately 81 beds,No,Yes,Yes,Yes,,Kirkland Lake, P2N3P4,81.0,2018-06-27,2011-01-24,2020-07-17,29.0,16.0,6.0,8.0,2.0,2.0,9.0,5.0,2.0,15.0,8.0,1.0
TELFER PLACE,245 Grand River Street North,Hamilton Niagara Haldimand Brant (Hnhb),Revera Long Term Care Inc.,,For-Profit,Home with approximately 45 beds,No,Yes,Yes,Yes,,Paris, N3L3V8,45.0,2018-08-10,2010-08-30,2020-02-06,26.0,16.0,4.0,6.0,4.0,,9.0,4.0,2.0,10.0,6.0,1.0
TEMISKAMING LODGE,100 Bruce Street P.O. Box 1180,North East,Jarlette Ltd.,,For-Profit,Home with approximately 82 beds,Yes,Yes,Yes,Yes,,Haileybury, P0J1K0,82.0,2018-01-16,2011-04-13,2020-10-28,20.0,8.0,6.0,6.0,1.0,1.0,9.0,3.0,3.0,6.0,1.0,1.0
TENDERCARE LIVING CENTRE,1020 McNicoll Avenue,Central East,Tendercare Nursing Homes Limited,Extendicare (Canada) Inc.,For-Profit,Home with approximately 254 beds,No,Yes,No,Yes,,Scarborough, M1W2J6,254.0,2018-10-05,2010-10-13,2020-10-16,35.0,17.0,8.0,15.0,6.0,3.0,13.0,4.0,3.0,10.0,7.0,2.0
TERRACE LODGE,475 Talbot Street East 49462 Talbot Line,South West,The Corporation Of The County Of Elgin Municipal Homes,,Municipal,Home with approximately 100 beds,Yes,Yes,Yes,No,,Aylmer, N5H3A5,100.0,2017-11-27,2011-05-16,2020-09-28,31.0,20.0,10.0,11.0,6.0,2.0,16.0,8.0,7.0,4.0,2.0,1.0
THE BIGNUCOLO RESIDENCE,"c/o Chapleau General Hospital P. O. Box 757, 6 Broomhead Road",North East,Chapleau Health Services,,Non-Profit,Home with approximately 18 beds,Yes,Yes,No,Yes,,Chapleau, P0M1K0,18.0,2017-10-26,2011-06-20,2020-08-05,11.0,7.0,3.0,1.0,,,5.0,3.0,2.0,3.0,3.0,
THE ELLIOTT LONG TERM CARE RESIDENCE,170 Metcalfe Street,Waterloo Wellington,The Elliott,,Non-Profit,Home with approximately 85 beds,No,Yes,Yes,Yes,,Guelph, N1E4Y3,85.0,2017-05-16,2010-08-04,2020-10-02,23.0,10.0,3.0,7.0,,,7.0,3.0,2.0,2.0,1.0,
THE FORDWICH VILLAGE NURSING HOME,3063 Adelaide Street,South West,Atk Care Inc.,,For-Profit,Home with approximately 33 beds,No,Yes,Yes,Yes,,Fordwich, N0G1V0,33.0,2017-10-23,2010-08-04,2020-09-22,17.0,7.0,4.0,4.0,1.0,1.0,7.0,2.0,2.0,6.0,4.0,1.0
THE FOUR SEASONS LODGE,117 Banting Drive,Champlain,Deep River And District Hospital,,Non-Profit,Home with approximately 14 beds,No,Yes,No,Yes,,Deep River, K0J1P0,14.0,2017-11-20,2011-11-22,2020-02-28,11.0,7.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0
"THE GROVE, ARNPRIOR AND DISTRICT NURSING HOME",275 Ida Street North,Champlain,The Arnprior And District Memorial Hospital,,Non-Profit,Home with approximately 61 beds,Yes,Yes,Yes,Yes,,Arnprior, K7S3M7,61.0,2018-03-13,2011-10-04,2019-05-02,18.0,11.0,5.0,1.0,,,10.0,5.0,2.0,3.0,3.0,2.0
THE HENLEY HOUSE,20 Ernest Street,Hamilton Niagara Haldimand Brant (Hnhb),Henley House Limited,,For-Profit,Home with approximately 160 beds,No,Yes,Yes,Yes,,St. Catharines, L2N7T2,160.0,2018-05-17,2010-09-22,2020-01-07,52.0,21.0,10.0,26.0,11.0,4.0,18.0,5.0,5.0,10.0,4.0,1.0
THE HERITAGE NURSING HOME,1195 Queen Street East,Toronto Central,Heritage Nursing Homes Inc.,,For-Profit,Home with approximately 201 beds,Yes,Yes,Yes,Yes,,Toronto, M4M1L6,201.0,2018-05-28,2010-12-02,2020-01-29,24.0,10.0,6.0,9.0,2.0,2.0,6.0,2.0,2.0,10.0,5.0,3.0
THE JEWISH HOME FOR THE AGED,3560 Bathurst Street,Toronto Central,The Jewish Home For The Aged,,Non-Profit,Home with approximately 472 beds,No,Yes,Yes,Yes,,North York, M6A2E1,472.0,2018-11-13,2010-11-09,2020-10-16,48.0,30.0,17.0,33.0,14.0,8.0,14.0,8.0,6.0,11.0,10.0,6.0
THE JOHN M. PARROTT CENTRE,309 Bridge Street West,South East,County Of Lennox And Addington,,Municipal,Home with approximately 168 beds,Yes,Yes,Yes,Yes,,Napanee, K7R2G4,168.0,2017-06-12,2010-08-11,2020-09-24,29.0,16.0,8.0,10.0,4.0,2.0,18.0,9.0,6.0,,,
THE KENSINGTON GARDENS,25 Brunswick Avenue,Toronto Central,The Kensington Health Centre,,Non-Profit,Home with approximately 350 beds,No,Yes,Yes,Yes,,Toronto, M5S2L9,350.0,2018-01-26,2011-08-23,2020-07-10,39.0,19.0,10.0,21.0,7.0,4.0,11.0,6.0,4.0,10.0,5.0,2.0
THE MAPLES HOME FOR SENIORS,94 William Street South P.O. Box 400,South West,Caressant-care Nursing And Retirement Homes Limited,,For-Profit,Home with approximately 43 beds,No,Yes,Yes,Yes,,Tavistock, N0B2R0,43.0,2017-12-21,2010-08-11,2020-10-01,22.0,8.0,2.0,6.0,3.0,,10.0,2.0,2.0,5.0,2.0,
THE MEADOWS,12 Tranquility Avenue,Hamilton Niagara Haldimand Brant (Hnhb),Axr Operating (National) Lp,,For-Profit,Home with approximately 128 beds,No,Yes,Yes,Yes,,Ancaster, L9G5C2,128.0,2018-11-02,2010-09-23,2020-07-28,19.0,9.0,3.0,6.0,2.0,,7.0,2.0,1.0,2.0,1.0,1.0
THE MEADOWS OF DORCHESTER,6623 Kalar Road,Hamilton Niagara Haldimand Brant (Hnhb),The Regional Municipality Of Niagara,,Municipal,Home with approximately 121 beds,No,Yes,Yes,Yes,,Niagara Falls, L2H2T3,121.0,2017-06-01,2011-03-04,2020-07-02,19.0,11.0,5.0,7.0,4.0,3.0,8.0,4.0,2.0,1.0,1.0,
THE NORFOLK HOSPITAL NURSING HOME,365 West Street,Hamilton Niagara Haldimand Brant (Hnhb),The Norfolk Hospital Nursing Home,,Non-Profit,Home with approximately 80 beds,No,Yes,Yes,Yes,,Simcoe, N3Y1T7,80.0,2017-12-04,2011-08-12,2020-02-24,11.0,7.0,2.0,4.0,2.0,1.0,2.0,,,2.0,2.0,
THE O'NEILL CENTRE,33 Christie Street,Toronto Central,848357 Ontario Inc.,Responsive Health Management Inc.,For-Profit,Home with approximately 162 beds,Yes,Yes,No,Yes,,Toronto, M6G3B1,162.0,2017-06-26,2011-07-07,2020-07-16,27.0,9.0,3.0,17.0,3.0,1.0,10.0,3.0,2.0,,,
THE PALACE,92 Centre Street,Champlain,"Cvh (No. 6) Lp By Its General Partners, Southbridge Health Care Gp Inc. And Southbridge Care Homes (A Limited Partnership, By Its General Partner, Southbridge Care Homes Inc.)",,For-Profit,Home with approximately 70 beds,No,Yes,Yes,Yes,,Alexandria, K0C1A0,70.0,2017-10-04,2011-10-13,2020-10-05,35.0,28.0,16.0,13.0,8.0,6.0,12.0,10.0,10.0,10.0,6.0,
THE PERLEY AND RIDEAU VETERANS' HEALTH CENTRE,1750 Russell Road,Champlain,The Perley And Rideau Veterans' Health Centre,,Non-Profit,Home with approximately 450 beds,Yes,Yes,Yes,Yes,,Ottawa, K1G5Z6,450.0,2018-05-23,2010-09-01,2020-07-20,86.0,47.0,16.0,25.0,16.0,6.0,42.0,15.0,5.0,19.0,11.0,3.0
THE PINES,98 Pine Street,North Simcoe Muskoka,The District Of The Municipality Of Muskoka,Extendicare (Canada) Inc.,Municipal,Home with approximately 160 beds,No,Yes,No,Yes,,Bracebridge, P1L1N5,160.0,2017-11-01,2011-10-21,2020-11-09,12.0,9.0,4.0,2.0,,,8.0,4.0,3.0,4.0,2.0,
THE SALVATION ARMY OTTAWA GRACE MANOR,1156 Wellington Street,Champlain,The Governing Council Of The Salvation Army In Canada,,Non-Profit,Home with approximately 128 beds,No,Yes,Yes,Yes,,Ottawa, K1Y2Z3,128.0,2019-01-21,2010-09-20,2020-01-24,62.0,35.0,14.0,34.0,19.0,6.0,18.0,8.0,5.0,4.0,3.0,1.0
THE VILLA CARE CENTRE,689 Yonge Street,North Simcoe Muskoka,Jarlette Ltd.,,For-Profit,Home with approximately 114 beds,Yes,Yes,No,Yes,,Midland, L4R2E1,114.0,2019-07-09,2010-11-17,2020-06-29,29.0,15.0,12.0,12.0,4.0,3.0,8.0,3.0,3.0,6.0,5.0,5.0
THE VILLAGE AT ST. CLAIR,1800 Talbot Road,Erie St. Clair,Schlegel Villages Inc.,,For-Profit,Home with approximately 256 beds,No,No,No,No,,Windsor, N9A6S4,256.0,2018-05-24,2014-11-06,2020-11-16,57.0,54.0,15.0,25.0,20.0,7.0,34.0,27.0,6.0,8.0,7.0,3.0
THE VILLAGE AT UNIVERSITY GATES,250 LAURELWOOD DRIVE,Waterloo Wellington,Schlegel Villages Inc.,,For-Profit,Home with approximately 192 beds,No,No,No,No,,WATERLOO, N2J0E2,192.0,2017-10-10,2015-12-17,2020-10-02,14.0,14.0,6.0,8.0,8.0,3.0,7.0,4.0,3.0,3.0,3.0,1.0
THE VILLAGE GREEN NURSING HOME,166 Pleasant Drive P.O. Box 94,South East,0760444 B.C. Ltd. As General Partner On Behalf Of Omni Health Care Limited Partnership,,For-Profit,Home with approximately 66 beds,No,Yes,Yes,Yes,,Selby, K0K2Z0,66.0,2018-07-06,2010-11-03,2020-08-11,28.0,16.0,5.0,8.0,4.0,,12.0,7.0,4.0,3.0,1.0,
THE VILLAGE OF ASPEN LAKE,9855 McHugh Street,Erie St. Clair,R-b-j Schlegel Holdings Inc.,,For-Profit,Home with approximately 192 beds,No,Yes,Yes,Yes,,Windsor, N8P0A6,192.0,2018-09-21,2011-05-03,2020-11-16,90.0,42.0,14.0,34.0,16.0,6.0,57.0,20.0,6.0,4.0,3.0,
THE VILLAGE OF ERIN MEADOWS,2930 Erin Centre Boulevard,Mississauga Halton,Schlegel Villages Inc.,,For-Profit,Home with approximately 180 beds,No,Yes,Yes,Yes,,Mississauga, L5M7M4,180.0,2018-09-27,2010-11-08,2020-11-04,51.0,20.0,16.0,20.0,7.0,6.0,15.0,5.0,5.0,17.0,8.0,6.0
THE VILLAGE OF GLENDALE CROSSING,3030 Singleton Avenue,South West,The Homewood Corporation,Oakwood Retirement Communities Inc.,For-Profit,Home with approximately 192 beds,No,No,No,Yes,,London, N6L0B6,192.0,2018-09-14,2010-08-12,2020-10-15,107.0,50.0,16.0,51.0,22.0,4.0,42.0,15.0,9.0,21.0,14.0,4.0
THE VILLAGE OF HUMBER HEIGHTS,2245 Lawrence Avenue West,Central,Oakwood Retirement Communities Inc.,,For-Profit,Home with approximately 192 beds,No,Yes,No,Yes,,Etobicoke, M9P3W3,192.0,2018-06-05,2012-01-31,2020-10-09,21.0,17.0,9.0,12.0,6.0,5.0,8.0,5.0,3.0,8.0,5.0,3.0
THE VILLAGE OF RIVERSIDE GLEN,60 Woodlawn Road East,Waterloo Wellington,Schlegel Villages Inc.,,For-Profit,Home with approximately 192 beds,No,Yes,Yes,Yes,,Guelph, N1H8M8,192.0,2018-12-12,2010-07-27,2020-11-12,107.0,40.0,11.0,64.0,21.0,5.0,32.0,11.0,4.0,19.0,9.0,1.0
