name,inspection_types,inspection_dates
LANARK HEIGHTS LONG TERM CARE CENTRE,Complaints Inspection,2011-09-13
LANARK HEIGHTS LONG TERM CARE CENTRE,Complaints Inspection,2011-09-13
LANARK HEIGHTS LONG TERM CARE CENTRE,Critical Incident Inspection,2011-09-13
LANARK HEIGHTS LONG TERM CARE CENTRE,Complaints Inspection,2011-08-26
LANARK HEIGHTS LONG TERM CARE CENTRE,Complaints Inspection,2011-08-23
LANARK HEIGHTS LONG TERM CARE CENTRE,Complaints Inspection,2011-08-23
LANARK HEIGHTS LONG TERM CARE CENTRE,Critical Incident Inspection,2011-08-23
LANARK HEIGHTS LONG TERM CARE CENTRE,Critical Incident Inspection,2011-08-23
LANARK HEIGHTS LONG TERM CARE CENTRE,Complaints Inspection,2011-08-04
LANARK HEIGHTS LONG TERM CARE CENTRE,Critical Incident Inspection,2011-07-04
LANARK HEIGHTS LONG TERM CARE CENTRE,Critical Incident Inspection,2011-07-04
LANARK HEIGHTS LONG TERM CARE CENTRE,Critical Incident Inspection,2011-06-30
LANARK HEIGHTS LONG TERM CARE CENTRE,Mandatory Inspection,2011-05-13
LANARK HEIGHTS LONG TERM CARE CENTRE,Critical Incident Inspection,2011-05-12
LANARK HEIGHTS LONG TERM CARE CENTRE,Critical Incident Inspection,2011-05-04
LANARK HEIGHTS LONG TERM CARE CENTRE,Complaints Inspection,2011-03-24
LANARK HEIGHTS LONG TERM CARE CENTRE,Critical Incident Inspection,2011-03-23
LANARK HEIGHTS LONG TERM CARE CENTRE,Follow-Up Inspection with Order(s) of the Inspector,2011-03-22
LANARK HEIGHTS LONG TERM CARE CENTRE,Complaints Inspection  with Order(s) of the Inspector,2010-12-08
LANARK HEIGHTS LONG TERM CARE CENTRE,Critical Incident Inspection,2010-11-17
LANARK HEIGHTS LONG TERM CARE CENTRE,Complaints Inspection,2010-11-09
LANARK HEIGHTS LONG TERM CARE CENTRE,Follow-Up Inspection,2010-11-08
LANARK HEIGHTS LONG TERM CARE CENTRE,Critical Incident Inspection,2010-08-26
LANARK HEIGHTS LONG TERM CARE CENTRE,Critical Incident Inspection,2010-08-26
LANARK LODGE,Critical Incident Inspection,2020-01-24
LANARK LODGE,Critical Incident Inspection,2019-12-17
LANARK LODGE,Complaints Inspection,2019-11-22
LANARK LODGE,Follow-Up Inspection,2019-11-22
LANARK LODGE,Critical Incident Inspection,2019-11-22
LANARK LODGE,Complaints Inspection,2019-09-10
LANARK LODGE,Critical Incident Inspection,2019-09-10
LANARK LODGE,Critical Incident Inspection,2019-07-12
LANARK LODGE,Critical Incident Inspection  with Order(s) of the Inspector,2019-06-27
LANARK LODGE,Complaints Inspection  with Order(s) of the Inspector,2019-04-29
LANARK LODGE,Critical Incident Inspection,2019-01-02
LANARK LODGE,Resident Quality Inspection,2018-10-17
LANARK LODGE,Complaints Inspection,2018-09-17
LANARK LODGE,Complaints Inspection,2018-09-17
LANARK LODGE,Complaints Inspection,2018-07-17
LANARK LODGE,Complaints Inspection,2017-10-24
LANARK LODGE,Complaints Inspection,2017-10-23
LANARK LODGE,Complaints Inspection,2017-09-22
LANARK LODGE,Critical Incident Inspection,2017-09-21
LANARK LODGE,Resident Quality Inspection,2017-07-21
LANARK LODGE,Resident Quality Inspection,2016-10-31
LANARK LODGE,Critical Incident Inspection,2016-07-07
LANARK LODGE,Complaints Inspection,2016-06-29
LANARK LODGE,Follow-Up Inspection,2015-07-31
LANARK LODGE,Critical Incident Inspection,2015-07-31
LANARK LODGE,Resident Quality Inspection with Order(s) of the Inspector,2015-06-17
LANARK LODGE,Critical Incident Inspection,2015-02-06
LANARK LODGE,Complaints Inspection,2014-03-05
LANARK LODGE,Other Inspection,2014-03-05
LANARK LODGE,Critical Incident Inspection,2014-01-16
LANARK LODGE,Resident Quality Inspection,2014-01-07
LANARK LODGE,Complaints Inspection,2013-04-16
LANARK LODGE,Critical Incident Inspection,2013-04-16
LANARK LODGE,Critical Incident Inspection,2012-06-05
LANARK LODGE,Complaints Inspection,2012-01-23
LANARK LODGE,Critical Incident Inspection,2011-09-23
LANARK LODGE,Complaints Inspection,2010-08-10
LANCASTER LONG TERM CARE RESIDENCE,Critical Incident Inspection,2020-03-11
LANCASTER LONG TERM CARE RESIDENCE,Critical Incident Inspection (En français),2020-03-11
LANCASTER LONG TERM CARE RESIDENCE,Critical Incident Inspection,2020-01-09
LANCASTER LONG TERM CARE RESIDENCE,Critical Incident Inspection (En français),2020-01-09
LANCASTER LONG TERM CARE RESIDENCE,Critical Incident Inspection,2019-05-01
LANCASTER LONG TERM CARE RESIDENCE,Critical Incident Inspection (En français),2019-05-01
LANCASTER LONG TERM CARE RESIDENCE,Critical Incident Inspection,2018-11-30
LANCASTER LONG TERM CARE RESIDENCE,Critical Incident Inspection (En français),2018-11-30
LANCASTER LONG TERM CARE RESIDENCE,Resident Quality Inspection,2017-09-14
LANCASTER LONG TERM CARE RESIDENCE,Resident Quality Inspection (En français),2017-09-14
LANCASTER LONG TERM CARE RESIDENCE,Resident Quality Inspection,2016-12-12
LANCASTER LONG TERM CARE RESIDENCE,Resident Quality Inspection (En français),2016-12-12
LANCASTER LONG TERM CARE RESIDENCE,Follow-Up Inspection with Order(s) of the Inspector,2016-08-18
LANCASTER LONG TERM CARE RESIDENCE,Follow-up Inspection with Order(s) of the Inspector (En français),2016-08-18
LANCASTER LONG TERM CARE RESIDENCE,Critical Incident Inspection,2016-08-18
LANCASTER LONG TERM CARE RESIDENCE,Critical Incident Inspection (En français),2016-08-18
LANCASTER LONG TERM CARE RESIDENCE,Critical Incident Inspection,2016-06-03
LANCASTER LONG TERM CARE RESIDENCE,Critical Incident Inspection (En français),2016-06-03
LANCASTER LONG TERM CARE RESIDENCE,Follow-Up Inspection,2016-05-05
LANCASTER LONG TERM CARE RESIDENCE,Follow-up Inspection (En français),2016-05-05
LANCASTER LONG TERM CARE RESIDENCE,Resident Quality Inspection with Order(s) of the Inspector,2016-03-04
LANCASTER LONG TERM CARE RESIDENCE,Resident Quality Inspection with Order(s) of the Inspector (En français),2016-03-04
LANCASTER LONG TERM CARE RESIDENCE,Resident Quality Inspection,2014-11-26
LANCASTER LONG TERM CARE RESIDENCE,Resident Quality Inspection (En français),2014-11-26
LANCASTER LONG TERM CARE RESIDENCE,Critical Incident Inspection,2014-03-04
LANCASTER LONG TERM CARE RESIDENCE,Critical Incident Inspection (En français),2014-03-04
LANCASTER LONG TERM CARE RESIDENCE,Critical Incident Inspection,2013-10-23
LANCASTER LONG TERM CARE RESIDENCE,Follow-Up Inspection,2012-11-15
LANCASTER LONG TERM CARE RESIDENCE,Follow-up Inspection (En français),2012-11-15
LANCASTER LONG TERM CARE RESIDENCE,Critical Incident Inspection,2012-11-15
LANCASTER LONG TERM CARE RESIDENCE,Critical Incident Inspection (En français),2012-11-15
LANCASTER LONG TERM CARE RESIDENCE,Critical Incident Inspection  with Order(s) of the Inspector,2012-09-26
LANCASTER LONG TERM CARE RESIDENCE,Critical Incident Inspection,2012-03-21
LANCASTER LONG TERM CARE RESIDENCE,Critical Incident Inspection,2012-03-21
LANCASTER LONG TERM CARE RESIDENCE,Critical Incident Inspection (En français),2012-03-21
LANCASTER LONG TERM CARE RESIDENCE,Critical Incident Inspection (En français),2012-03-21
LANCASTER LONG TERM CARE RESIDENCE,Other Inspection,2011-10-26
LANCASTER LONG TERM CARE RESIDENCE,Other Inspection (En français),2011-10-26
LANGSTAFF SQUARE CARE COMMUNITY,Critical Incident Inspection,2020-08-11
LANGSTAFF SQUARE CARE COMMUNITY,Complaints Inspection  with Order(s) of the Inspector,2020-01-28
LANGSTAFF SQUARE CARE COMMUNITY,Complaints Inspection,2019-10-31
LANGSTAFF SQUARE CARE COMMUNITY,Critical Incident Inspection,2019-10-31
LANGSTAFF SQUARE CARE COMMUNITY,Complaints Inspection,2019-07-17
LANGSTAFF SQUARE CARE COMMUNITY,Critical Incident Inspection  with Order(s) of the Inspector,2019-07-16
LANGSTAFF SQUARE CARE COMMUNITY,Complaints Inspection,2018-08-14
LANGSTAFF SQUARE CARE COMMUNITY,Resident Quality Inspection,2017-10-02
LANGSTAFF SQUARE CARE COMMUNITY,Complaints Inspection,2017-03-03
LANGSTAFF SQUARE CARE COMMUNITY,Resident Quality Inspection with Order(s) of the Inspector,2017-02-16
LANGSTAFF SQUARE CARE COMMUNITY,Complaints Inspection,2016-04-01
LANGSTAFF SQUARE CARE COMMUNITY,Resident Quality Inspection,2015-10-08
LANGSTAFF SQUARE CARE COMMUNITY,Complaints Inspection,2015-10-08
LANGSTAFF SQUARE CARE COMMUNITY,Complaints Inspection,2015-02-26
LANGSTAFF SQUARE CARE COMMUNITY,Resident Quality Inspection,2015-01-19
LANGSTAFF SQUARE CARE COMMUNITY,Complaints Inspection,2013-04-04
LANGSTAFF SQUARE CARE COMMUNITY,Complaints Inspection,2012-08-09
LANGSTAFF SQUARE CARE COMMUNITY,Complaints Inspection,2012-06-12
LANGSTAFF SQUARE CARE COMMUNITY,Complaints Inspection,2012-06-11
LANGSTAFF SQUARE CARE COMMUNITY,Complaints Inspection,2010-09-27
LAPOINTE-FISHER NURSING HOME,Follow-Up Inspection,2020-11-17
LAPOINTE-FISHER NURSING HOME,Complaints Inspection,2020-09-24
LAPOINTE-FISHER NURSING HOME,Critical Incident Inspection,2020-08-25
LAPOINTE-FISHER NURSING HOME,Complaints Inspection,2020-07-21
LAPOINTE-FISHER NURSING HOME,Critical Incident Inspection,2020-07-21
LAPOINTE-FISHER NURSING HOME,Complaints Inspection,2020-05-22
LAPOINTE-FISHER NURSING HOME,Critical Incident Inspection  with Order(s) of the Inspector,2020-05-22
LAPOINTE-FISHER NURSING HOME,Follow-Up Inspection with Order(s) of the Inspector,2019-12-13
LAPOINTE-FISHER NURSING HOME,Follow-Up Inspection with Order(s) of the Inspector,2019-08-07
LAPOINTE-FISHER NURSING HOME,Complaints Inspection,2019-07-11
LAPOINTE-FISHER NURSING HOME,Complaints Inspection,2019-03-07
LAPOINTE-FISHER NURSING HOME,Critical Incident Inspection,2019-03-07
LAPOINTE-FISHER NURSING HOME,Complaints Inspection,2019-01-16
LAPOINTE-FISHER NURSING HOME,Follow-Up Inspection with Order(s) of the Inspector,2019-01-16
LAPOINTE-FISHER NURSING HOME,Critical Incident Inspection,2018-10-02
LAPOINTE-FISHER NURSING HOME,Follow-Up Inspection with Order(s) of the Inspector,2018-09-06
LAPOINTE-FISHER NURSING HOME,Complaints Inspection  with Order(s) of the Inspector,2018-08-08
LAPOINTE-FISHER NURSING HOME,Complaints Inspection,2018-06-26
LAPOINTE-FISHER NURSING HOME,Follow-Up Inspection,2018-06-26
LAPOINTE-FISHER NURSING HOME,Critical Incident Inspection  with Order(s) of the Inspector,2018-01-26
LAPOINTE-FISHER NURSING HOME,Resident Quality Inspection with Order(s) of the Inspector,2017-05-17
LAPOINTE-FISHER NURSING HOME,Complaints Inspection,2017-03-10
LAPOINTE-FISHER NURSING HOME,Critical Incident Inspection,2017-02-02
LAPOINTE-FISHER NURSING HOME,Resident Quality Inspection,2016-04-13
LAPOINTE-FISHER NURSING HOME,Complaints Inspection,2015-09-24
LAPOINTE-FISHER NURSING HOME,Complaints Inspection  with Order(s) of the Inspector,2015-09-24
LAPOINTE-FISHER NURSING HOME,Follow-Up Inspection with Order(s) of the Inspector,2015-09-24
LAPOINTE-FISHER NURSING HOME,Critical Incident Inspection,2015-05-14
LAPOINTE-FISHER NURSING HOME,Complaints Inspection,2015-04-21
LAPOINTE-FISHER NURSING HOME,Resident Quality Inspection with Order(s) of the Inspector,2015-03-24
LAPOINTE-FISHER NURSING HOME,Critical Incident Inspection,2015-01-29
LAPOINTE-FISHER NURSING HOME,Complaints Inspection,2015-01-08
LAPOINTE-FISHER NURSING HOME,Complaints Inspection,2015-01-07
LAPOINTE-FISHER NURSING HOME,Complaints Inspection,2015-01-07
LAPOINTE-FISHER NURSING HOME,Critical Incident Inspection,2015-01-07
LAPOINTE-FISHER NURSING HOME,Follow-Up Inspection,2014-09-02
LAPOINTE-FISHER NURSING HOME,Complaints Inspection  with Order(s) of the Inspector,2014-07-01
LAPOINTE-FISHER NURSING HOME,Follow-Up Inspection,2014-04-24
LAPOINTE-FISHER NURSING HOME,Follow-Up Inspection,2014-03-13
LAPOINTE-FISHER NURSING HOME,Critical Incident Inspection,2014-03-13
LAPOINTE-FISHER NURSING HOME,Critical Incident Inspection,2014-02-25
LAPOINTE-FISHER NURSING HOME,Resident Quality Inspection with Order(s) of the Inspector,2014-01-07
LAPOINTE-FISHER NURSING HOME,Resident Quality Inspection with Order(s) of the Inspector,2014-01-07
LAPOINTE-FISHER NURSING HOME,Resident Quality Inspection with Order(s) of the Inspector,2014-01-07
LAPOINTE-FISHER NURSING HOME,Complaints Inspection,2013-12-12
LAPOINTE-FISHER NURSING HOME,Complaints Inspection,2013-02-07
LAPOINTE-FISHER NURSING HOME,Complaints Inspection,2012-07-18
LAPOINTE-FISHER NURSING HOME,Complaints Inspection,2012-07-18
LAPOINTE-FISHER NURSING HOME,Complaints Inspection,2012-07-17
LAPOINTE-FISHER NURSING HOME,Complaints Inspection,2012-07-17
LAPOINTE-FISHER NURSING HOME,Complaints Inspection,2012-07-17
LAPOINTE-FISHER NURSING HOME,Complaints Inspection,2011-03-30
LAPOINTE-FISHER NURSING HOME,Resident Quality Inspection,2011-02-09
LAPOINTE-FISHER NURSING HOME,Critical Incident Inspection,2011-01-04
LAPOINTE-FISHER NURSING HOME,Complaints Inspection,2010-10-27
LAPOINTE-FISHER NURSING HOME,Critical Incident Inspection,2010-09-08
LAPOINTE-FISHER NURSING HOME,Critical Incident Inspection,2010-09-08
LEACOCK CARE CENTRE,Follow-Up Inspection,2020-08-25
LEACOCK CARE CENTRE,Critical Incident Inspection,2020-08-25
LEACOCK CARE CENTRE,Critical Incident Inspection,2020-06-05
LEACOCK CARE CENTRE,Complaints Inspection,2020-02-05
LEACOCK CARE CENTRE,Follow-Up Inspection,2020-02-05
LEACOCK CARE CENTRE,Critical Incident Inspection  with Order(s) of the Inspector,2020-02-05
LEACOCK CARE CENTRE,Critical Incident Inspection,2019-11-08
LEACOCK CARE CENTRE,Complaints Inspection  with Order(s) of the Inspector,2019-09-25
LEACOCK CARE CENTRE,Follow-Up Inspection with Order(s) of the Inspector,2019-09-25
LEACOCK CARE CENTRE,Critical Incident Inspection,2019-09-25
LEACOCK CARE CENTRE,Follow-Up Inspection with Order(s) of the Inspector,2019-04-29
LEACOCK CARE CENTRE,Complaints Inspection,2019-04-04
LEACOCK CARE CENTRE,Critical Incident Inspection,2019-04-04
LEACOCK CARE CENTRE,Other Inspection,2019-04-04
LEACOCK CARE CENTRE,Resident Quality Inspection with Order(s) of the Inspector,2018-12-28
LEACOCK CARE CENTRE,Resident Quality Inspection with Order(s) of the Inspector,2017-11-03
LEACOCK CARE CENTRE,Complaints Inspection  with Order(s) of the Inspector,2017-06-21
LEACOCK CARE CENTRE,Complaints Inspection,2017-06-02
LEACOCK CARE CENTRE,Critical Incident Inspection,2017-05-26
LEACOCK CARE CENTRE,Resident Quality Inspection,2017-02-22
LEACOCK CARE CENTRE,Critical Incident Inspection  with Order(s) of the Inspector,2016-10-03
LEACOCK CARE CENTRE,Complaints Inspection,2016-08-04
LEACOCK CARE CENTRE,Follow-Up Inspection,2016-04-11
LEACOCK CARE CENTRE,Critical Incident Inspection,2016-04-07
LEACOCK CARE CENTRE,Resident Quality Inspection,2016-02-22
LEACOCK CARE CENTRE,Complaints Inspection,2016-02-18
LEACOCK CARE CENTRE,Complaints Inspection  with Order(s) of the Inspector,2015-12-11
LEACOCK CARE CENTRE,Critical Incident Inspection,2015-07-08
LEACOCK CARE CENTRE,Resident Quality Inspection,2015-02-13
LEACOCK CARE CENTRE,Complaints Inspection,2014-05-16
LEACOCK CARE CENTRE,Critical Incident Inspection,2014-01-03
LEACOCK CARE CENTRE,Complaints Inspection,2013-09-30
LEACOCK CARE CENTRE,Complaints Inspection,2013-07-04
LEACOCK CARE CENTRE,Critical Incident Inspection,2013-07-04
LEACOCK CARE CENTRE,Complaints Inspection,2013-04-15
LEACOCK CARE CENTRE,Critical Incident Inspection,2012-04-12
LEACOCK CARE CENTRE,Critical Incident Inspection,2012-04-11
LEACOCK CARE CENTRE,Other Inspection with Order(s) of the Inspector,2011-01-12
LEACOCK CARE CENTRE,Complaints Inspection,2011-01-11
LEACOCK CARE CENTRE,Complaints Inspection,2010-09-28
LEACOCK CARE CENTRE,Follow-Up Inspection,2010-09-15
LEAMINGTON COURT RETIREMENT RESIDENCE,Complaints Inspection,2016-01-28
LEAMINGTON COURT RETIREMENT RESIDENCE,Complaints Inspection,2015-12-09
LEAMINGTON COURT RETIREMENT RESIDENCE,Complaints Inspection,2015-11-17
LEAMINGTON COURT RETIREMENT RESIDENCE,Resident Quality Inspection,2015-09-22
LEAMINGTON COURT RETIREMENT RESIDENCE,Complaints Inspection,2015-06-04
LEAMINGTON COURT RETIREMENT RESIDENCE,Follow-Up Inspection,2015-04-02
LEAMINGTON COURT RETIREMENT RESIDENCE,Resident Quality Inspection with Order(s) of the Inspector,2014-12-22
LEAMINGTON COURT RETIREMENT RESIDENCE,Complaints Inspection,2014-11-04
LEAMINGTON COURT RETIREMENT RESIDENCE,Complaints Inspection,2014-09-15
LEAMINGTON COURT RETIREMENT RESIDENCE,Complaints Inspection,2014-09-15
LEAMINGTON COURT RETIREMENT RESIDENCE,Critical Incident Inspection,2014-06-18
LEAMINGTON COURT RETIREMENT RESIDENCE,Critical Incident Inspection,2014-01-03
LEAMINGTON COURT RETIREMENT RESIDENCE,Critical Incident Inspection,2013-12-30
LEAMINGTON COURT RETIREMENT RESIDENCE,Critical Incident Inspection,2013-10-31
LEAMINGTON COURT RETIREMENT RESIDENCE,Follow-Up Inspection,2013-10-23
LEAMINGTON COURT RETIREMENT RESIDENCE,Critical Incident Inspection,2013-10-23
LEAMINGTON COURT RETIREMENT RESIDENCE,Other Inspection with Order(s) of the Inspector,2013-08-15
LEAMINGTON COURT RETIREMENT RESIDENCE,Complaints Inspection,2013-07-03
LEAMINGTON COURT RETIREMENT RESIDENCE,Complaints Inspection,2013-06-19
LEAMINGTON COURT RETIREMENT RESIDENCE,Complaints Inspection,2013-05-07
LEAMINGTON COURT RETIREMENT RESIDENCE,Critical Incident Inspection,2013-05-01
LEAMINGTON COURT RETIREMENT RESIDENCE,Critical Incident Inspection,2013-01-23
LEAMINGTON COURT RETIREMENT RESIDENCE,Complaints Inspection,2012-10-09
LEAMINGTON COURT RETIREMENT RESIDENCE,Complaints Inspection,2012-10-03
LEAMINGTON COURT RETIREMENT RESIDENCE,Complaints Inspection,2012-07-04
LEAMINGTON COURT RETIREMENT RESIDENCE,Complaints Inspection,2012-04-03
LEAMINGTON COURT RETIREMENT RESIDENCE,Critical Incident Inspection,2011-11-17
LEAMINGTON MENNONITE HOME LONG TERM CARE RESIDENCE,Critical Incident Inspection,2020-10-15
LEAMINGTON MENNONITE HOME LONG TERM CARE RESIDENCE,Complaints Inspection,2020-02-06
LEAMINGTON MENNONITE HOME LONG TERM CARE RESIDENCE,Critical Incident Inspection,2020-02-06
LEAMINGTON MENNONITE HOME LONG TERM CARE RESIDENCE,Critical Incident Inspection,2019-10-17
LEAMINGTON MENNONITE HOME LONG TERM CARE RESIDENCE,Other Inspection,2019-08-09
LEAMINGTON MENNONITE HOME LONG TERM CARE RESIDENCE,Critical Incident Inspection,2018-11-29
LEAMINGTON MENNONITE HOME LONG TERM CARE RESIDENCE,Resident Quality Inspection,2018-01-09
LEAMINGTON MENNONITE HOME LONG TERM CARE RESIDENCE,Complaints Inspection,2017-03-29
LEAMINGTON MENNONITE HOME LONG TERM CARE RESIDENCE,Resident Quality Inspection,2016-11-16
LEAMINGTON MENNONITE HOME LONG TERM CARE RESIDENCE,Complaints Inspection,2015-11-13
LEAMINGTON MENNONITE HOME LONG TERM CARE RESIDENCE,Resident Quality Inspection,2015-05-11
LEAMINGTON MENNONITE HOME LONG TERM CARE RESIDENCE,Follow-Up Inspection,2015-01-29
LEAMINGTON MENNONITE HOME LONG TERM CARE RESIDENCE,Critical Incident Inspection,2015-01-29
LEAMINGTON MENNONITE HOME LONG TERM CARE RESIDENCE,Critical Incident Inspection  with Order(s) of the Inspector,2015-01-07
LEAMINGTON MENNONITE HOME LONG TERM CARE RESIDENCE,Resident Quality Inspection,2014-02-10
LEAMINGTON MENNONITE HOME LONG TERM CARE RESIDENCE,Complaints Inspection,2013-12-17
LEAMINGTON MENNONITE HOME LONG TERM CARE RESIDENCE,Complaints Inspection,2013-11-04
LEAMINGTON MENNONITE HOME LONG TERM CARE RESIDENCE,Other Inspection,2012-11-22
LEAMINGTON MENNONITE HOME LONG TERM CARE RESIDENCE,Complaints Inspection,2011-10-04
LEAMINGTON MENNONITE HOME LONG TERM CARE RESIDENCE,Follow-Up Inspection,2011-10-04
LEAMINGTON MENNONITE HOME LONG TERM CARE RESIDENCE,Follow-Up Inspection,2010-11-17
LEE MANOR HOME,Critical Incident Inspection,2020-11-12
LEE MANOR HOME,Complaints Inspection,2020-10-26
LEE MANOR HOME,Critical Incident Inspection  with Order(s) of the Inspector,2020-10-26
LEE MANOR HOME,Critical Incident Inspection,2020-06-16
LEE MANOR HOME,Complaints Inspection,2020-02-06
LEE MANOR HOME,Critical Incident Inspection,2019-11-06
LEE MANOR HOME,Critical Incident Inspection  with Order(s) of the Inspector,2019-09-25
LEE MANOR HOME,Complaints Inspection,2019-06-05
LEE MANOR HOME,Critical Incident Inspection,2019-06-05
LEE MANOR HOME,Complaints Inspection,2019-01-30
LEE MANOR HOME,Follow-Up Inspection,2018-10-02
LEE MANOR HOME,Critical Incident Inspection,2018-10-02
LEE MANOR HOME,Resident Quality Inspection with Order(s) of the Inspector,2018-02-12
LEE MANOR HOME,Complaints Inspection,2018-01-18
