FACILITY_NAME,HCC_CODE,HLTH_AUTH,OWNERSHIP,STREET_ADDRESS,CITY,POSTAL,REGULATION,ACCRED_STATUS,DCH_NURSE_LASTYR,DCH_ALLIED_LASTYR,DCH_TOTAL_LASTYR,DCH_NURSE_CURRENTYR,DCH_ALLIED_CURRENTYR,DCH_TOTAL_CURRENTYR,BEDS_TOTAL,ROOMS_PRIVATE,ROOMS_SEMI,ROOMS_MULTI,COMPLAINTS,SUB_COMPLAINTS,INCIDENT_OUTBREAK,INCIDENT_ABUSE,INCIDENT_FALL,INCIDENT_POISON,INCIDENT_MEDICATION,INCIDENT_WANDERING,INCIDENT_INJURY,INCIDENT_AGGRESSION,INCIDENT_OUTBREAK_100,INCIDENT_ABUSE_100,INCIDENT_FALL_100,INCIDENT_POISON_100,INCIDENT_MEDICATION_100,INCIDENT_WANDERING_100,INCIDENT_INJURY_100,INCIDENT_AGGRESSION_100,AGE,FEMALE,AGE_85_PLUS,AGE_UNDER_65,STAY_LENGTH,DEPRESSION,ADL_DEPENDENT,CPS_SEVERE,DEMENTIA,ABS_PHYS_ABUSIVE,ISE,ISE_LOW,CMI,THERAPY_PT,THERAPY_RT,THERAPY_OT,MEDS_DEPRESSION,MEDS_ANTIPSYCHOTICS,RESTRAINTS,INSPECTIONS,INFRACTIONS,INFRACTIONS_LICENSING,INFRACTIONS_FACILITY,INFRACTIONS_STAFFING,INFRACTIONS_POLICY,INFRACTIONS_CARE,INFRACTIONS_DISEASE,INFRACTIONS_FOOD,INFRACTIONS_MEDICATION,INFRACTIONS_PROGRAM,INFRACTIONS_REPORTING,INFRACTIONS_RIGHTS,INFRACTIONS_OTHER,latitude,longitude,Total Confirmed Cases,Total Deaths,outbreak,RESIDENT_COUNCIL,FAMILY_COUNCIL,BEDS_PRIVATEprop
Suncreek Village,9370A,Fraser Health,PFP,13687 62nd Avenue,Surrey,V3X0B5,Community Care & Assisted Living Act,Unknown,2.63,0.37,3.0,2.99,0.37,3.36,134,120,0,0,1,0,0,1,12,0,0,1,4,0,0.0,0.7,9.0,0.0,0.0,0.7,3.0,0.0,82,65.0%,50.1%,9.8%,849,20.0%,46.2%,34.9%,59.8%,10.3%,1.5,75.6%,0.59,50.6%,55.4%,4.4%,52.6%,35.3%,1.4%,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,49.1156408,-122.8450108,,,0,True,True,0.1044776119402985
Sunnybank Retirement Home,98IDJ,Interior Health,HA,6553 Park Drive,Oliver,V0H1T0,Community Care & Assisted Living Act,Accredited,2.86,0.33,3.19,2.96,0.49,3.45,51,51,0,0,0,0,1,0,10,0,0,0,2,0,2.0,0.0,19.6,0.0,0.0,0.0,3.9,0.0,88,58.8%,74.6%,3.8%,565,29.0%,24.1%,17.3%,54.9%,3.1%,2.5,47.5%,0.57,22.8%,35.2%,6.8%,34.6%,21.0%,5.1%,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,49.18796645,-119.53956620008628,,,0,True,True,0.0
Sunridge Place Seniors Community,93580,Vancouver Island Health,PFP,361 Bundock Ave,Duncan,V9L3P1,Community Care & Assisted Living Act,Not Accredited,2.86,0.22,3.08,3.02,0.23,3.25,160,160,0,0,19,9,1,0,28,0,0,0,5,7,0.6,0.0,17.5,0.0,0.0,0.0,3.1,4.4,82,60.5%,47.2%,9.1%,"1,228",16.0%,20.6%,25.9%,70.9%,9.1%,2.6,49.5%,0.55,1.4%,0.3%,6.4%,61.4%,26.2%,2.2%,5.0,10.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,48.7787315,-123.696975,,,0,True,True,0.0
Sunset Lodge,99ICF,Vancouver Island Health,PNP,952 Arm Street,Esquimalt,V9A4G7,Community Care & Assisted Living Act,Accredited,2.76,0.3,3.06,2.87,0.28,3.15,108,108,0,0,10,1,1,3,15,0,0,6,3,2,0.9,2.8,13.9,0.0,0.0,5.6,2.8,1.9,83,59.2%,52.0%,6.4%,862,28.0%,32.0%,45.8%,65.9%,8.9%,2.0,63.1%,0.55,1.9%,1.6%,0.7%,66.1%,43.3%,2.4%,6.0,9.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,48.441883,-123.393387,,,0,True,True,0.0
Swan Valley Lodge,98F21,Interior Health,HA,818 Vancouver St,Creston,V0B1G4,Hospital Act & Community Care & Assisted Living Act,Accredited,2.94,0.34,3.28,2.98,0.43,3.41,90,90,0,0,0,0,0,0,4,0,2,4,1,0,0.0,0.0,4.4,0.0,2.2,4.4,1.1,0.0,84,63.2%,49.0%,4.7%,777,18.3%,32.2%,25.7%,71.6%,10.7%,2.9,43.2%,0.56,16.9%,1.5%,0.0%,52.7%,23.6%,7.6%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.097877200000006,-116.5163929,,,0,True,True,0.0
Tabor Home,98H94,Fraser Health,PNP,31944 Sunrise Cres,Abbotsford,V2T1N5,Community Care & Assisted Living Act,Unknown,2.48,0.31,2.79,2.74,0.32,3.06,118,106,6,0,2,0,1,0,9,0,0,2,1,2,0.8,0.0,7.6,0.0,0.0,1.7,0.8,1.7,90,73.6%,76.1%,2.8%,804,17.3%,10.2%,31.6%,76.9%,8.2%,3.2,38.6%,0.57,28.8%,15.1%,0.0%,56.1%,33.6%,4.9%,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.047016,-122.338899,1.0,1.0,1,True,True,0.0
Talarico Place - Castlegar District Community Health Centre,9C0DE,Interior Health,HA,709 10th Street,Castlegar,V1N2H7,Community Care & Assisted Living Act,Accredited,2.79,0.38,3.17,2.85,0.51,3.36,60,38,11,0,1,0,1,2,5,1,0,0,0,0,1.7,3.3,8.3,1.7,0.0,0.0,0.0,0.0,88,71.7%,72.4%,1.6%,721,24.4%,44.9%,32.7%,57.1%,8.8%,2.4,48.3%,0.60,21.5%,0.0%,1.0%,44.9%,6.6%,0.0%,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,49.3144174,-117.6608054,,,0,True,True,0.0
Terraceview Lodge,9AIHF,Northern Health,HA,4707 Kerby Avenue,Terrace,V8G2W2,Community Care & Assisted Living Act,Accredited,3.5,0.23,3.73,3.25,0.22,3.47,99,95,0,0,0,0,1,0,2,0,0,0,2,0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,81,56.2%,48.6%,12.4%,"1,122",17.9%,25.4%,40.3%,66.7%,12.9%,2.3,55.2%,0.56,3.0%,4.5%,4.0%,36.3%,27.6%,10.3%,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.533333,-128.59333999999998,,,0,True,True,0.0
The Cascades Care Community,9A599,Fraser Health,PFP,45586 Mcintosh Drive,Chilliwack,V2P7W8,Community Care & Assisted Living Act,Unknown,2.55,0.32,2.87,2.85,0.34,3.19,119,101,9,0,0,0,0,0,16,0,1,0,2,1,0.0,0.0,13.4,0.0,0.8,0.0,1.7,0.8,88,66.0%,72.3%,3.4%,710,14.8%,27.7%,29.6%,66.6%,13.8%,2.2,64.2%,0.60,0.2%,1.9%,0.0%,59.4%,20.0%,7.1%,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,49.1608031,-121.9656901,,,0,True,True,0.1092436974789916
The Gardens at Qualicum Beach,9C6H8,Vancouver Island Health,PFP,650 Berwick Road North,Qualicum Beach,V9K2T8,Community Care & Assisted Living Act,Accredited,2.87,0.21,3.08,2.92,0.23,3.15,100,86,5,0,6,4,1,3,13,0,1,3,0,1,1.0,3.0,13.0,0.0,1.0,3.0,0.0,1.0,87,68.3%,71.3%,3.8%,925,22.7%,19.9%,27.8%,50.9%,4.5%,3.4,37.8%,0.55,3.4%,11.4%,0.0%,44.0%,25.3%,15.6%,6.0,5.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.348341,-124.43764,,,0,True,True,0.15
The Gateby,9AFCB,Interior Health,HA,3000 Gateby Place,Vernon,V1T8V8,Community Care & Assisted Living Act,Accredited,2.9,0.35,3.25,2.96,0.6,3.55,75,75,0,0,0,0,4,0,11,0,0,0,8,3,5.3,0.0,14.7,0.0,0.0,0.0,10.7,4.0,85,66.1%,58.2%,1.6%,607,40.9%,38.7%,24.3%,69.6%,7.8%,2.9,40.0%,0.63,15.2%,63.9%,8.7%,51.7%,24.2%,15.2%,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.2642353,-119.28130149999998,,,0,True,True,0.0
The Hamlets at Penticton,93510,Interior Health,PFP,103 Duncan Ave West,Penticton,V2A2Y3,Community Care & Assisted Living Act,Unknown,2.8,0.35,3.15,3.0,0.35,3.35,89,94,2,0,5,0,1,3,2,0,0,4,1,2,1.1,3.4,2.2,0.0,0.0,4.5,1.1,2.2,83,62.4%,52.6%,10.8%,"1,684",30.3%,18.0%,18.0%,60.7%,6.7%,3.6,28.1%,0.58,0.0%,11.2%,32.6%,42.7%,24.2%,4.0%,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.4840616,-119.5897419,,,0,True,True,0.033707865168539325
The Hamlets at Westsyde,930H0,Interior Health,PFP,3255 Overlander Drive,Kamloops,V2B0A5,Community Care & Assisted Living Act,Unknown,2.8,0.35,3.15,3.0,0.35,3.35,112,112,0,0,5,0,2,0,10,0,0,4,4,3,1.8,0.0,8.9,0.0,0.0,3.6,3.6,2.7,81,52.4%,52.7%,20.0%,"1,382",32.1%,14.2%,28.4%,47.4%,4.7%,3.2,31.6%,0.57,3.2%,0.5%,0.0%,58.4%,38.0%,3.8%,3.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.77082100000001,-120.341961,,,0,True,True,0.026785714285714284
The Heights at Mount View,93F7A,Vancouver Island Health,PNP,3814 Carey Road,Victoria,V8Z4C4,Community Care & Assisted Living Act,Unknown,2.8,0.28,3.08,2.93,0.3,3.24,260,260,0,0,19,11,1,12,32,0,1,19,3,38,0.4,4.6,12.3,0.0,0.4,7.3,1.2,14.6,83,65.2%,51.7%,5.4%,"1,035",28.4%,29.7%,41.3%,74.9%,12.3%,2.7,43.1%,0.58,0.8%,25.1%,0.2%,57.2%,24.8%,0.2%,9.0,17.0,0.0,1.0,1.0,0.0,5.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,48.459499,-123.38131,,,0,False,True,0.0
The Madison Care Centre,935IA,Fraser Health,PFP,1399 Foster Avenue,Coquitlam,V3J2N1,Hospital Act,Not Accredited,2.64,0.16,2.8,2.83,0.2,3.03,137,128,9,0,6,1,0,1,5,0,0,0,1,0,0.0,0.7,3.6,0.0,0.0,0.0,0.7,0.0,89,87.0%,79.7%,0.0%,"1,069",25.5%,36.1%,34.3%,68.1%,7.5%,2.5,51.7%,0.55,9.9%,6.0%,0.5%,47.8%,16.5%,24.6%,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.2568192,-122.89315220000002,,,0,True,True,0.29927007299270075
The Mayfair,9C3GE,Fraser Health,PNP,33433 Marshall Road,Abbotsford,V2S1K8,Community Care & Assisted Living Act,Not Accredited,2.49,0.3,2.79,3.0,0.36,3.36,91,80,2,0,1,1,2,0,8,0,0,1,5,2,2.2,0.0,8.8,0.0,0.0,1.1,5.5,2.2,84,68.2%,58.5%,7.4%,838,45.2%,34.3%,32.3%,66.5%,12.9%,2.3,59.7%,0.56,5.6%,5.2%,0.0%,59.7%,19.7%,13.5%,3.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,49.03936815,-122.29768336109244,,,0,True,True,0.32967032967032966
The Pines,9C373,Northern Health,HA,800 Centre St.,Burns Lake,V0J1E0,Hospital Act,Accredited,3.06,0.47,3.53,3.01,0.43,3.44,36,26,5,0,,,1,0,1,0,0,0,0,0,2.8,0.0,2.8,0.0,0.0,0.0,0.0,0.0,87,71.2%,64.4%,2.3%,34,8.1%,19.9%,35.3%,62.5%,12.5%,3.0,44.9%,0.53,0.0%,5.9%,22.8%,41.2%,36.0%,7.8%,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,54.2365817,-125.7600106,,,0,True,True,0.0
The Priory - Heritage Woods,921JD,Vancouver Island Health,HA,567 Goldstream Ave.,Langford,V9B2W4,Hospital Act,Accredited,3.07,0.22,3.29,3.07,0.22,3.29,75,75,0,0,1,0,,,,,,,,,,,,,,,,,85,78.0%,54.7%,2.4%,925,49.5%,13.0%,31.7%,83.3%,6.1%,2.8,51.9%,0.55,0.0%,84.3%,15.7%,68.6%,38.4%,1.1%,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.44513565,-123.48827996082501,,,0,True,True,0.0
The Priory - Hiscock,9A604,Vancouver Island Health,HA,567 Goldstream Ave.,Langford,V9B2W4,Hospital Act,Accredited,3.07,0.22,3.29,3.07,0.22,3.29,75,7,6,14,1,0,,,,,,,,,,,,,,,,,83,76.8%,52.5%,6.1%,428,24.0%,45.2%,42.3%,58.7%,9.0%,3.1,40.4%,0.61,0.0%,73.4%,73.4%,41.7%,14.9%,1.4%,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.44513565,-123.48827996082501,,,0,True,True,0.0
The Residence at Clayton Heights,93CAA,Fraser Health,PFP,18788 71st Avenue,Surrey,V4N6L9,Community Care & Assisted Living Act,Not Accredited,2.96,0.23,3.19,3.0,0.36,3.36,87,87,0,0,3,1,0,0,9,0,0,0,1,0,0.0,0.0,10.3,0.0,0.0,0.0,1.1,0.0,83,42.2%,47.8%,1.7%,632,20.6%,34.1%,16.6%,72.5%,15.2%,2.5,53.3%,0.57,1.7%,22.3%,1.1%,50.4%,28.1%,0.5%,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,49.1317703,-122.7026815,5.0,2.0,1,True,False,0.0
The Residence at Morgan Heights,9375A,Fraser Health,PFP,15955 27th Avenue,Surrey,V3Z3W3,Community Care & Assisted Living Act,Not Accredited,2.8,0.22,3.02,3.0,0.36,3.36,116,108,4,0,4,1,0,1,2,0,0,0,0,0,0.0,0.9,1.7,0.0,0.0,0.0,0.0,0.0,89,67.4%,78.0%,1.4%,,14.4%,22.7%,15.0%,74.2%,11.0%,3.0,41.5%,0.56,29.2%,65.7%,5.9%,50.4%,29.5%,3.1%,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.051178,-122.779875,,,0,False,True,0.22413793103448276
The Residence in Mission,93F40,Fraser Health,HA,7324 Hurd Street,Mission,V2V3H5,Community Care & Assisted Living Act,Unknown,3.04,0.33,3.37,3.04,0.33,3.37,200,190,5,0,1,0,1,1,17,0,0,0,4,5,0.5,0.5,8.5,0.0,0.0,0.0,2.0,2.5,85,62.6%,57.7%,4.1%,869,23.9%,31.6%,31.9%,58.0%,13.0%,2.4,56.2%,0.57,4.7%,48.0%,1.4%,52.8%,35.1%,1.6%,7.0,6.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,49.135354,-122.330124,,,0,True,True,0.0
The Views - St. Joseph's General Hospital,9A6DD,Vancouver Island Health,PNP,2137 Comox Avenue,Comox,V9M1P2,Hospital Act,Accredited,2.76,0.35,3.11,2.8,0.37,3.17,145,23,21,13,2,0,,,,,,,,,,,,,,,,,85,75.1%,59.0%,4.2%,624,24.0%,26.2%,18.3%,71.7%,6.1%,3.4,33.7%,0.61,6.8%,27.9%,8.6%,60.3%,26.9%,12.3%,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,49.67354215,-124.9422815862309,,,0,True,True,0.0
Three Links Care Centre,9AC12,Vancouver Coastal Health,PNP,2934 East 22nd Ave,Vancouver,V5M2Y4,Community Care & Assisted Living Act,Accredited,2.71,0.34,3.05,2.84,0.36,3.2,90,90,0,0,0,0,0,1,9,0,0,6,0,0,0.0,1.1,10.0,0.0,0.0,6.7,0.0,0.0,84,50.8%,52.8%,7.0%,957,24.1%,40.3%,29.7%,68.6%,8.1%,3.7,21.8%,0.59,1.7%,3.4%,7.3%,54.6%,25.4%,1.0%,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.2503144,-123.0429307,,,0,True,True,0.0
Three Links Manor,9AHHB,Interior Health,HA,1449 Kelglen Cres,Kelowna,V1Y8P4,Community Care & Assisted Living Act,Accredited,2.8,0.36,3.16,2.79,0.37,3.17,82,82,0,0,0,0,1,0,6,0,0,3,4,0,1.2,0.0,7.3,0.0,0.0,3.7,4.9,0.0,86,65.9%,56.1%,3.7%,810,21.9%,40.1%,35.6%,77.8%,13.7%,1.8,69.9%,0.63,6.7%,18.8%,26.4%,42.2%,29.2%,17.4%,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,49.883268,-119.4669195,,,0,True,True,0.0
Totem Lodge - Sechelt Hospital,9A563,Vancouver Coastal Health,HA,5544 Sunshine Coast Highway,Sechelt,V0N3A0,Hospital Act,Accredited,2.92,0.22,3.14,2.93,0.21,3.14,49,3,3,10,0,0,0,0,1,0,0,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,85,67.8%,57.6%,7.3%,683,22.6%,33.9%,31.0%,60.1%,6.0%,2.0,67.3%,0.59,4.8%,0.0%,0.0%,49.4%,16.0%,14.8%,1.0,5.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,49.50828092664089,-123.89803176719371,,,0,True,True,0.0
Trillium Lodge,9AD7B,Vancouver Island Health,HA,401 Moilliet St,Parksville,V9P1N3,Hospital Act & Community Care & Assisted Living Act,Accredited,2.88,0.33,3.21,2.86,0.33,3.2,91,58,3,9,2,1,0,3,0,0,0,0,0,0,0.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,84,74.9%,58.5%,1.0%,450,23.9%,28.7%,29.3%,59.1%,4.2%,3.0,38.5%,0.56,3.0%,11.6%,14.0%,54.6%,31.0%,7.1%,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,49.311376,-124.32514,,,0,True,True,0.0
Trinity Care Centre,9AGF1,Interior Health,HA,75 Green Ave West,Penticton,V2A7N6,Community Care & Assisted Living Act,Accredited,2.83,0.36,3.19,2.83,0.36,3.19,75,75,0,0,0,0,2,0,2,0,0,1,0,0,2.7,0.0,2.7,0.0,0.0,1.3,0.0,0.0,83,64.5%,49.9%,6.1%,741,11.9%,48.1%,19.5%,54.9%,2.4%,2.8,43.3%,0.56,12.3%,0.0%,0.3%,37.9%,27.1%,6.3%,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,49.46314520000001,-119.5894601,,,0,True,True,0.0
Tsawaayuus - Rainbow Gardens,9C2FI,Vancouver Island Health,PNP,6151 Russell Place,Port Alberni,V9Y7W3,Hospital Act,Unknown,2.55,0.34,2.89,2.58,0.37,2.95,30,31,0,0,0,0,,,,,,,,,,,,,,,,,80,53.6%,42.0%,12.3%,802,18.8%,26.6%,15.6%,42.2%,3.9%,2.9,30.5%,0.53,0.0%,0.0%,0.0%,49.2%,22.1%,0.0%,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,49.2690022,-124.8462038,,,0,True,False,0.0
Valhaven Rest Home,98H9F,Fraser Health,PNP,4212 Balmoral St,Abbotsford,V4X1Y5,Community Care & Assisted Living Act,Accredited,2.43,0.3,2.73,3.0,0.36,3.36,26,26,0,0,1,0,0,0,2,0,0,0,0,0,0.0,0.0,7.7,0.0,0.0,0.0,0.0,0.0,91,73.7%,82.5%,1.5%,"1,063",4.3%,27.7%,21.3%,74.5%,10.6%,3.8,28.7%,0.62,14.9%,0.0%,0.0%,53.2%,29.3%,5.3%,3.0,5.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,49.0789671,-122.3857153,9.0,1.0,1,True,True,0.15384615384615385
Valleyhaven,98HA8,Fraser Health,PFP,45450 Menholm Rd.,Chilliwack,V2P1M2,Community Care & Assisted Living Act,Accredited,2.56,0.3,2.86,3.0,0.36,3.36,91,83,4,0,3,0,0,1,12,0,0,3,0,2,0.0,1.1,13.2,0.0,0.0,3.3,0.0,2.2,87,63.5%,66.4%,3.7%,576,18.8%,19.9%,25.7%,61.0%,9.2%,2.4,50.7%,0.55,8.5%,69.9%,0.0%,48.2%,19.6%,6.0%,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.1664458,-121.96614440000002,,,0,True,True,0.01098901098901099
Veterans Memorial Lodge,916HD,Vancouver Island Health,PNP,4579 Chatterton Way,Saanich,V8X4Y7,Hospital Act,Accredited,2.98,0.24,3.22,2.99,0.34,3.33,225,201,12,0,1,0,,,,,,,,,,,,,,,,,89,39.3%,73.3%,2.2%,706,19.6%,26.7%,38.3%,71.8%,7.8%,2.7,47.7%,0.59,2.8%,0.1%,1.4%,35.8%,17.3%,2.2%,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.4968,-123.3785,,,0,False,True,0.0
Victoria Chinatown Care Centre,9AC99,Vancouver Island Health,PNP,555 Herald Street,Victoria,V8W1S5,Community Care & Assisted Living Act,Accredited,3.15,0.02,3.17,3.18,0.04,3.22,31,29,1,0,1,1,0,0,7,0,0,1,2,1,0.0,0.0,22.6,0.0,0.0,3.2,6.5,3.2,85,62.0%,66.7%,0.8%,"2,080",25.4%,23.0%,20.5%,73.8%,4.9%,2.9,42.6%,0.52,0.8%,59.8%,7.4%,50.0%,5.1%,0.8%,2.0,6.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,48.42991129999999,-123.3676465,,,0,True,True,0.0
Victorian Community Health Centre of Kaslo,98GA3,Interior Health,HA,673A Avenue,Kaslo,V0G1M0,Community Care & Assisted Living Act,Accredited,3.14,0.33,3.47,3.14,0.34,3.48,20,17,3,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,88,70.8%,73.6%,7.5%,"2,306",37.8%,32.4%,17.6%,59.5%,14.9%,3.3,31.1%,0.61,40.5%,6.8%,1.4%,70.3%,35.3%,1.1%,1.0,5.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.91347860000001,-116.9140496,,,0,True,True,0.0
Villa Carital,9198G,Vancouver Coastal Health,PNP,3050 Penticton St,Vancouver,V5M4W2,Community Care & Assisted Living Act,Not Accredited,3.28,0.32,3.6,3.28,0.35,3.63,81,60,12,0,1,0,0,0,5,0,0,5,0,4,0.0,0.0,6.2,0.0,0.0,6.2,0.0,4.9,88,81.2%,73.5%,1.1%,"1,468",39.3%,37.4%,45.1%,68.7%,17.2%,2.4,54.3%,0.61,14.7%,90.5%,2.5%,69.9%,41.9%,5.0%,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.2565839,-123.0521465,,,0,True,True,0.06172839506172839
Villa Cathay Care Home,999II,Vancouver Coastal Health,PNP,970 Union Street,Vancouver,V6A3V1,Community Care & Assisted Living Act,Not Accredited,2.75,0.18,2.93,2.88,0.23,3.11,134,112,19,0,0,0,0,0,2,0,0,1,0,0,0.0,0.0,1.5,0.0,0.0,0.7,0.0,0.0,89,79.2%,77.0%,0.6%,"1,682",16.3%,44.8%,13.0%,50.2%,3.7%,3.5,33.9%,0.53,0.0%,0.4%,0.2%,28.5%,15.6%,11.4%,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.277208,-123.084,1.0,0.0,1,True,True,0.029850746268656716
Village at Mill Creek,9911G,Interior Health,PNP,1450 Sutherland Avenue,Kelowna,V1Y5Y5,Hospital Act,Unknown,2.8,0.35,3.15,2.98,0.35,3.33,96,96,0,0,0,0,0,0,4,0,0,3,3,2,0.0,0.0,4.2,0.0,0.0,3.1,3.1,2.1,86,62.9%,66.1%,4.2%,"1,153",25.2%,28.5%,23.5%,83.4%,15.5%,2.5,55.1%,0.53,3.0%,41.6%,14.1%,37.1%,22.0%,0.0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.8803526,-119.46813059999998,,,0,True,True,0.14583333333333334
Village at Smith Creek,9C1H6,Interior Health,PNP,2425 Orlin Road,West Kelowna,V4T3C7,Community Care & Assisted Living Act,Unknown,2.8,0.35,3.15,2.98,0.35,3.33,139,130,8,0,0,0,4,2,21,2,0,8,11,0,2.9,1.4,15.1,1.4,0.0,5.8,7.9,0.0,86,62.8%,61.9%,3.5%,937,31.7%,30.2%,29.2%,69.8%,6.0%,2.8,40.8%,0.56,3.8%,29.0%,0.0%,58.1%,24.8%,3.0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.8433445,-119.6279642,,,0,True,True,0.007194244604316547
Village by the Station,92CBA,Interior Health,PNP,270 Hastings Avenue,Penticton,V2A2V6,Community Care & Assisted Living Act,Accredited,2.8,0.35,3.15,2.8,0.35,3.15,100,133,4,0,1,0,2,4,14,0,1,0,3,1,2.0,4.0,14.0,0.0,1.0,0.0,3.0,1.0,84,70.7%,50.2%,2.9%,646,18.2%,19.7%,26.5%,72.2%,8.3%,2.6,53.5%,0.55,14.9%,10.6%,0.8%,34.3%,35.6%,8.2%,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.4851093,-119.5957646,,,0,True,True,0.0
Waverly Seniors Village,922DF,Fraser Health,PFP,8445 Young Rd,Chilliwack,V2P4P2,Community Care & Assisted Living Act,Accredited,2.45,0.28,2.73,2.67,0.28,2.95,53,51,1,0,1,1,2,0,2,0,0,3,0,1,3.8,0.0,3.8,0.0,0.0,5.7,0.0,1.9,87,74.2%,77.4%,5.0%,511,31.1%,36.1%,29.4%,73.1%,10.1%,2.9,32.8%,0.60,0.8%,62.2%,0.0%,47.9%,27.3%,15.5%,3.0,8.0,0.0,1.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,49.155593,-121.95191,,,0,True,True,0.41509433962264153
