OPERATOR_NAME,BUSINESS_NAME,TYPE,STREET_ADDRESS,CITY,POSTAL_CODE,BUSINESS_PHONE,INSPECTION_URL,GOVERNING_ACT,GOVERNING_REGULATION,HEALTH_AUTHORITY,MENTAL_HEALTH,MENTAL_HEALTH_MAX_CAP,HOSPICE,HOSPICE_MAX_CAP,SUBSTANCE_USE,SUBSTANCE_USE_MAX_CAP,LONG_TERM_CARE,LONG_TERM_CARE_MAX_CAP,COMMUNITY_LIVING,COMMUNITY_LIVING_MAX_CAP,ACQUIRED_BRAIN_INJURY,ACQUIRED_BRAIN_INJURY_MAX_CAP,LONGITUDE,LATITUDE
posAbilities Association of British Columbia,Como Lake House,Residential Care,1433 Como Lake Ave,Coquitlam,V3J 3P5,(604)931-3272,https://www.healthspace.ca/Clients/FHA/FHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=844ED7F036E3326188256D2700704D12,Community Care and Assisted Living Act,Residential Care Regulation,Fraser Health,N,,N,,N,,N,,Y,4,N,,-122.8514678,49.2637783
The Ridge Meadows Association For Community Living,Cook Avenue,Residential Care,21181 Cook Ave,Maple Ridge,V2X 7P7,(604)466-8218,https://www.healthspace.ca/Clients/FHA/FHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=5BE0A0F6CA3B8C3888256D2700704D58,Community Care and Assisted Living Act,Residential Care Regulation,Fraser Health,N,,N,,N,,N,,Y,5,N,,-122.6343005,49.2199007
Community Living Society,Coopershawk Court,Residential Care,8041 Coopershawk Ct,Surrey,V3W 0V1,(604)590-3901,https://www.healthspace.ca/Clients/FHA/FHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=033CC279360C48C988256D2700703DE3,Community Care and Assisted Living Act,Residential Care Regulation,Fraser Health,N,,N,,N,,N,,Y,4,N,,-122.8285401,49.1503589
Lookout Emergency Aid Society,"Crawford Manor (""A"")",Residential Care,10008 128th St,Surrey,V3T 2Y9,(604)255-0340,https://www.healthspace.ca/Clients/FHA/FHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=4BDAD30DE7AC19728825807300616EB8,Community Care and Assisted Living Act,Residential Care Regulation,Fraser Health,N,,N,,Y,6,N,,N,,N,,-122.8673672,49.1845991
Lookout Emergency Aid Society,"Crawford Manor (""B"")",Residential Care,10010 128th St,Surrey,V3T 2Y9,(604)317-3319,https://www.healthspace.ca/Clients/FHA/FHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=39ACA1DC61A086DA882580730067EBB8,Community Care and Assisted Living Act,Residential Care Regulation,Fraser Health,N,,N,,Y,5,N,,N,,N,,-122.8673891,49.1846808
0729187 BC Ltd,Crescent Gardens,Residential Care,1222 King George Blvd,Surrey,V4A 9W6,(604)541-8861,https://www.healthspace.ca/Clients/FHA/FHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=4908D0324D44CDA088257DE1006B7ADE,Community Care and Assisted Living Act,Residential Care Regulation,Fraser Health,N,,N,,N,,Y,75,N,,N,,-122.7667834,49.0244563
Fraser Health,CRESST,Residential Care,33720 Mcdougall Ave,Abbotsford,V2S 1W4,(604)870-7583,https://www.healthspace.ca/Clients/FHA/FHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=B9D0203D7FF8137588256B9500708D38,Community Care and Assisted Living Act,Residential Care Regulation,Fraser Health,Y,10,N,,N,,N,,N,,N,,-122.2903273,49.045199
Fraser Health,CRESST - South Fraser,Residential Care,13525 98th Ave,Surrey,V3T 1B9,(604)587-4220,https://www.healthspace.ca/Clients/FHA/FHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=B8EE2BAA227A3E4088256D2700703DF5,Community Care and Assisted Living Act,Residential Care Regulation,Fraser Health,Y,12,N,,N,,N,,N,,N,,-122.8476199,49.1806892
Crestlene Lodge Ltd,Crestlene Lodge Ltd,Residential Care,11660 86th Ave,Delta,V4C 2X6,(604)591-3773,https://www.healthspace.ca/Clients/FHA/FHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=79702EBD49606BA28825722C00828CEA,Community Care and Assisted Living Act,Residential Care Regulation,Fraser Health,Y,15,N,,N,,N,,N,,N,,-122.8997933,49.1593008
Gilda Ingco,Cristina Home,Residential Care,14336 88th Ave,Surrey,V3W 3L7,(604)599-9575,https://www.healthspace.ca/Clients/FHA/FHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=3FF3996CB174004B88256D2700703E6D,Community Care and Assisted Living Act,Residential Care Regulation,Fraser Health,N,,N,,N,,N,,Y,6,N,,-122.825176,49.1626942
The Crossroads Hospice Society & Fraser Health,Crossroads Inlet Centre Hospice,Residential Care,101 Noons Creek Dr,Port Moody,V3H 5J1,(604)949-2270,https://www.healthspace.ca/Clients/FHA/FHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=46E6CDD40AA7F36E88256D9F006F4395,Community Care and Assisted Living Act,Residential Care Regulation,Fraser Health,N,,Y,10,N,,N,,N,,N,,-122.8279927,49.284775
Burnaby Association For Community Inclusion,Cumberland House,Residential Care,7533 Cumberland St,Burnaby,V3N 3X6,(604)522-0596,https://www.healthspace.ca/Clients/FHA/FHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=CCEF2E841D0E708788256D27006FC928,Community Care and Assisted Living Act,Residential Care Regulation,Fraser Health,N,,N,,N,,N,,Y,5,N,,-122.9185116,49.2320214
Dania Home Society,Dania Home,Residential Care,4175 Norland Ave,Burnaby,V4G 3Z6,(604)299-2414,https://www.healthspace.ca/Clients/FHA/FHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=E560B89F757FEA7A88257DBD0066A074,Community Care and Assisted Living Act,Residential Care Regulation,Fraser Health,N,,N,,N,,Y,102,N,,N,,-122.9758858,49.2472396
The Ridge Meadows Association For Community Living,Davison,Residential Care,19425 Davison Rd,Pitt Meadows,V3Y 1A7,(604)465-8545,https://www.healthspace.ca/Clients/FHA/FHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=439DE2B54E22FBB788256D2700704C3E,Community Care and Assisted Living Act,Residential Care Regulation,Fraser Health,N,,N,,N,,N,,Y,3,N,,-122.6830557,49.2277193
Younghusband Resources Ltd.,Decaire House,Residential Care,498 Decaire St,Coquitlam,V3K 5A3,(604)939-6106,https://www.healthspace.ca/Clients/FHA/FHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=2EB6F6A1DC3604E688256D2700704C07,Community Care and Assisted Living Act,Residential Care Regulation,Fraser Health,N,,N,,N,,N,,Y,4,N,,-122.8503737,49.2487285
Burnaby Association For Community Inclusion,Deer Lake House,Residential Care,6098 Sperling Ave,Burnaby,V5E 2T9,(604)520-0656,https://www.healthspace.ca/Clients/FHA/FHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=6822F64F921A6BB388256D27006FC92A,Community Care and Assisted Living Act,Residential Care Regulation,Fraser Health,N,,N,,N,,N,,Y,5,N,,-122.9643376,49.2285197
Arcus Community Resources Ltd.,Delta House,Residential Care,7415 116A St,Delta,V2X 2Z3,(604)543-0201,https://www.healthspace.ca/Clients/FHA/FHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=B629713702F2AE1C88256D2700703D55,Community Care and Assisted Living Act,Residential Care Regulation,Fraser Health,N,,N,,N,,N,,Y,4,N,,-122.9004883,49.1377685
Delta Lodge Ltd,Delta Lodge,Residential Care,11030 River Rd,Delta,V4C 2S2,(604)951-9415,https://www.healthspace.ca/Clients/FHA/FHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=75B073EFAF6201DD88257AA0005827A8,Community Care and Assisted Living Act,Residential Care Regulation,Fraser Health,Y,18,N,,N,,N,,N,,N,,-122.9145102,49.1699318
Community Living Society,Duthie Avenue,Residential Care,1055 Duthie Ave,Burnaby,V5A 2R3,(604)420-1745,https://www.healthspace.ca/Clients/FHA/FHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=33F476A4B09D50BF88256D27006FC92B,Community Care and Assisted Living Act,Residential Care Regulation,Fraser Health,N,,N,,N,,N,,Y,3,N,,-122.9538731,49.2748071
Community Living Society,Eastlawn,Residential Care,1190 Eastlawn Dr,Burnaby,V5B 3H1,(604)298-7721,https://www.healthspace.ca/Clients/FHA/FHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=2AADF9569C1F6E6488256D27006FC92C,Community Care and Assisted Living Act,Residential Care Regulation,Fraser Health,N,,N,,N,,N,,Y,4,N,,-122.9903615,49.2739211
Fraser Valley Care Centre (2003) Holdings Ltd.,Eden Care Centre,Residential Care,9100 Charles St,Chilliwack,V2P 5K6,(604)792-8166,https://www.healthspace.ca/Clients/FHA/FHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=261EA2E451C7324788256E44000194C3,Community Care and Assisted Living Act,Residential Care Regulation,Fraser Health,N,,N,,N,,Y,89,N,,N,,-121.9419001,49.1672383
Burnaby Association For Community Inclusion,Edmonds House,Residential Care,7731 Wedgewood St,Burnaby,V5E 2E5,(604)521-7857,https://www.healthspace.ca/Clients/FHA/FHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=8F334D02A4BD947C88256D27006FC96C,Community Care and Assisted Living Act,Residential Care Regulation,Fraser Health,N,,N,,N,,N,,Y,5,N,,-122.9412436,49.2252184
Thompson Community Services Inc,Eightieth Avenue House,Residential Care,11448 80th Ave,Delta,V4C 1X3,(604)597-0437,https://www.healthspace.ca/Clients/FHA/FHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=B2B995AF4ADA0E7988256D2700703C27,Community Care and Assisted Living Act,Residential Care Regulation,Fraser Health,N,,N,,N,,N,,Y,4,N,,-122.9055563,49.1483032
H.O.M.E. Society,Eleanor House,Residential Care,2052 Eleanor Ave,Abbotsford,V2S 4L6,(604)859-2907,https://www.healthspace.ca/Clients/FHA/FHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=D950977DA81298EA88256B95007093B3,Community Care and Assisted Living Act,Residential Care Regulation,Fraser Health,N,,N,,N,,N,,Y,5,N,,-122.266435,49.0392857
Milieu Family Services Inc.,Elgin House,Residential Care,2942 144th St,Surrey,V4P 1P6,(604)541-0944,https://www.healthspace.ca/Clients/FHA/FHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=26F7A8AF6311C62488256D2700703CB3,Community Care and Assisted Living Act,Residential Care Regulation,Fraser Health,N,,N,,N,,N,,Y,4,N,,-122.8230638,49.0555527
L'Arche Greater Vancouver,Emily House,Residential Care,4672 Neville St,Burnaby,V5J 2H1,(604)430-4594,https://www.healthspace.ca/Clients/FHA/FHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=4CA41FDBD46089B788256D27006FC987,Community Care and Assisted Living Act,Residential Care Regulation,Fraser Health,N,,N,,N,,N,,Y,5,N,,-122.9979473,49.2136236
Delta Community Living Society,English Bluff,Residential Care,4836 13th Ave,Delta,V4M 2B8,(604)943-5173,https://www.healthspace.ca/Clients/FHA/FHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=D35A43DC0F5FBE6188256D2700703C8A,Community Care and Assisted Living Act,Residential Care Regulation,Fraser Health,N,,N,,N,,N,,Y,4,N,,-123.0898037,49.0260605
Evergreen Cottages Corp.,Evergreen Hamlets at Fleetwood,Residential Care,8382 156th St,Surrey,V3S 3R7,(604)597-7906,https://www.healthspace.ca/Clients/FHA/FHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=18514863FFEA6B078825825D00635DD3,Community Care and Assisted Living Act,Residential Care Regulation,Fraser Health,N,,N,,N,,Y,33,N,,Y,33,-122.789853,49.155213
posAbilities Association of BC,Evergreen House,Residential Care,638 Kemsley Ave,Coquitlam,V3J 3Z3,(604)931-0974,https://www.healthspace.ca/Clients/FHA/FHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=D91E5F98CFDACE1688257A2B00802E58,Community Care and Assisted Living Act,Residential Care Regulation,Fraser Health,N,,N,,N,,N,,Y,4,N,,-122.8848789,49.2662976
Communitas Supportive Care Society,Evergreen Residence,Residential Care,2841 Evergreen St,Abbotsford,V2T 2S2,(604)850-2818,https://www.healthspace.ca/Clients/FHA/FHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=77DC88593465400988256B9500708FD4,Community Care and Assisted Living Act,Residential Care Regulation,Fraser Health,N,,N,,N,,N,,Y,4,N,,-122.3450986,49.0536498
Fair Haven Vancouver,Fair Haven Burnaby Lodge,Residential Care,7557 Sussex Ave,Burnaby,V5J 3V6,(604)435-0525,https://www.healthspace.ca/Clients/FHA/FHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=5FF7DAC743DD64CC88256D27006FC97F,Community Care and Assisted Living Act,Residential Care Regulation,Fraser Health,N,,N,,N,,Y,100,N,,N,,-123.0058287,49.2152662
Communitas Supportive Care Society,Ferguson Home,Residential Care,32375 George Ferguson Way,Abbotsford,V2T 2L2,(604)850-1055,https://www.healthspace.ca/Clients/FHA/FHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=2BFE24F75967D1B48825785C005C985D,Community Care and Assisted Living Act,Residential Care Regulation,Fraser Health,N,,N,,N,,N,,Y,4,N,,-122.3275505,49.0552957
0701743 BC Ltd,Fernridge Place,Residential Care,2107 200th St,Langley,V2Z 1Z6,(604)533-2235,https://www.healthspace.ca/Clients/FHA/FHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=47279C141F280A2988257187006B4637,Community Care and Assisted Living Act,Residential Care Regulation,Fraser Health,N,,N,,N,,N,,N,,Y,13,-122.6708662,49.0403965
Pacific Coast Community Resources Inc,Fifty Fourth Avenue Home,Residential Care,12780 54th Ave,Surrey,V3X 3C2,(604)599-6348,https://www.healthspace.ca/Clients/FHA/FHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=3DB1B85E9467473A8825759F006CE699,Community Care and Assisted Living Act,Residential Care Regulation,Fraser Health,N,,N,,N,,N,,Y,5,N,,-122.8684278,49.1000583
Jubilee Multi Generational Housing Society,Finnish Manor,Residential Care,3460 Kalyk Ave,Burnaby,V5G 3B2,(604)434-2666,https://www.healthspace.ca/Clients/FHA/FHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=19745F0714AE136888257EF4005AE7D6,Community Care and Assisted Living Act,Residential Care Regulation,Fraser Health,N,,N,,N,,Y,60,N,,N,,-123.0127488,49.25405
Inclusion Langley Society,Five Corners Residence,Residential Care,21451 Old Yale Rd,Langley,V3A 4M6,(604)533-9332,https://www.healthspace.ca/Clients/FHA/FHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=0761BF2127C7359D88256D2700703D24,Community Care and Assisted Living Act,Residential Care Regulation,Fraser Health,N,,N,,N,,N,,Y,4,N,,-122.6283675,49.0915519
Thompson Community Services Inc.,Fleet Street Group Home,Residential Care,2994 Fleet St,Coquitlam,V3C 3R8,(604)944-0408,https://www.healthspace.ca/Clients/FHA/FHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=59C4601D1647783388257803007439E3,Community Care and Assisted Living Act,Residential Care Regulation,Fraser Health,N,,N,,N,,N,,Y,4,N,,-122.8114257,49.2634222
Fleetwood Place Holdings Ltd,Fleetwood Place,Residential Care,16011 83rd Ave,Surrey,V4N 0N2,(604)590-6860,https://www.healthspace.ca/Clients/FHA/FHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=C7C666B11133736A88256DE1006F0317,Community Care and Assisted Living Act,Residential Care Regulation,Fraser Health,N,,N,,N,,Y,108,N,,N,,-122.7779843,49.153786
Arcus Community Resources Ltd.,Fletcher 1,Residential Care,12062 Fletcher St,Maple Ridge,V2X 6K9,(604)463-7118,https://www.healthspace.ca/Clients/FHA/FHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=6BA64BB50181E7D788256D2700704C78,Community Care and Assisted Living Act,Residential Care Regulation,Fraser Health,N,,N,,N,,N,,Y,5,N,,-122.5919793,49.2216885
Arcus Community Resources Ltd.,Fletcher 2,Residential Care,12076 Fletcher St,Maple Ridge,V2X 6K9,(604)463-7444,https://www.healthspace.ca/Clients/FHA/FHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=051A4FB724FBFB2D88256D2700704C77,Community Care and Assisted Living Act,Residential Care Regulation,Fraser Health,N,,N,,N,,N,,Y,5,N,,-122.5919765,49.2219137
Coast Foundation Society (1974),Forglen 5450,Residential Care,5450 Forglen Dr,Burnaby,V5H 3K7,(604)435-4110,https://www.healthspace.ca/Clients/FHA/FHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=9D38B2AF4DA41F7A88257560005CEBF9,Community Care and Assisted Living Act,Residential Care Regulation,Fraser Health,Y,5,N,,N,,N,,N,,N,,-122.9926051,49.2349345
Coast Foundation Society (1974),Forglen 5452,Residential Care,5452 Forglen Dr,Burnaby,V5H 3K7,(604)435-4110,https://www.healthspace.ca/Clients/FHA/FHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=A03D9B6AF060825D8825755F008132E9,Community Care and Assisted Living Act,Residential Care Regulation,Fraser Health,Y,5,N,,N,,N,,N,,N,,-122.9925937,49.2349174
Societe Du Foyer Maillard,Foyer Maillard,Residential Care,1010 Alderson Ave,Coquitlam,V3K 1W1,(604)937-5578,https://www.healthspace.ca/Clients/FHA/FHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=0F300497E0BB051D88257D6D007A7B71,Community Care and Assisted Living Act,Residential Care Regulation,Fraser Health,N,,N,,N,,Y,125,N,,N,,-122.8662457,49.2392629
W J Stelmaschuk and Associates Ltd,Fraser Supported Community Living,Residential Care,4723 206A St,Langley City,V3A 6N7,(604)533-5531,https://www.healthspace.ca/Clients/FHA/FHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=B670AFCDC3C0710A88256D2700703D2F,Community Care and Assisted Living Act,Residential Care Regulation,Fraser Health,N,,N,,N,,N,,Y,4,N,,-122.6516108,49.0887548
Fraser Valley Detox and Treatment Centre Ltd,Fraser Valley Detox and Treatment Centre,Residential Care,6705 Satchell St,Abbotsford,V4X 2E3,(604)625-0035,https://www.healthspace.ca/Clients/FHA/FHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=C53EF6E953F8F1F88825834E00695A63,Community Care and Assisted Living Act,Residential Care Regulation,Fraser Health,N,,N,,Y,18,N,,N,,N,,-122.4160247,49.1239695
Fraserside Community Services Society,Fraserside Residence,Residential Care,7738 Gilley Ave,Burnaby,V5J 4Y2,(604)439-3045,https://www.healthspace.ca/Clients/FHA/FHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=5FDF17B4527A8CA988256D27006FC931,Community Care and Assisted Living Act,Residential Care Regulation,Fraser Health,N,,N,,N,,N,,Y,4,N,,-122.9715652,49.2134802
Milieu Family Services Inc.,Gemini House,Residential Care,2244 Pitt River Rd,Port Coquitlam,V3C 1R6,(604)552-3305,https://www.healthspace.ca/Clients/FHA/FHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=C0D895551842CA2088256D2700704D15,Community Care and Assisted Living Act,Residential Care Regulation,Fraser Health,N,,N,,N,,N,,Y,4,N,,-122.7803914,49.2542391
George Derby Care Society,George Derby Centre,Residential Care,7550 Cumberland St,Burnaby,V3N 3X5,(604)521-2676,https://www.healthspace.ca/Clients/FHA/FHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=86C8AAA96D9C64B288256D27006FC934,Community Care and Assisted Living Act,Residential Care Regulation,Fraser Health,N,,N,,N,,Y,300,N,,N,,-122.9153375,49.235363
Sources Community Resources Society,Georgia House,Residential Care,4812 Georgia St,Delta,V4K 2S9,(604)940-9517,https://www.healthspace.ca/Clients/FHA/FHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=BC2EB6BFEBA845E1882577B600632765,Community Care and Assisted Living Act,Residential Care Regulation,Fraser Health,N,,N,,N,,N,,Y,5,N,,-123.0876367,49.0905341
Community Living Society,Gilley House,Residential Care,8275 Gilley Ave,Burnaby,V5J 4Y8,(604)432-9446,https://www.healthspace.ca/Clients/FHA/FHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=95C83D0A27B20D3A88256D27006FC915,Community Care and Assisted Living Act,Residential Care Regulation,Fraser Health,N,,N,,N,,N,,Y,4,N,,-122.9733811,49.2089907
Glenwood Seniors Community Partnership,Glenwood Seniors Community,Residential Care,1458 Glenwood Dr,Agassiz,V0M 1A0,(604)796-9202,https://www.healthspace.ca/Clients/FHA/FHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=D9A5C461F63D3BC68825823900680637,Community Care and Assisted Living Act,Residential Care Regulation,Fraser Health,N,,N,,N,,Y,47,N,,N,,-121.7581786,49.2308549
Good Shepherd Lodge Inc.,Good Shepherd Lodge,Residential Care,14858 Prospect Ave,White Rock,V4B 2B1,(604)535-6573,https://www.healthspace.ca/Clients/FHA/FHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=BDAFB979779ABF6B88256D2700703CE6,Community Care and Assisted Living Act,Residential Care Regulation,Fraser Health,Y,27,N,,N,,N,,N,,N,,-122.8105055,49.0245841
posAbilities Association of British Columbia,Goodlad House,Residential Care,7912 Goodlad St,Burnaby,V5E 2H9,(604)521-0947,https://www.healthspace.ca/Clients/FHA/FHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=FD4A07E3088BA36D88256D27006FC9A0,Community Care and Assisted Living Act,Residential Care Regulation,Fraser Health,N,,N,,N,,N,,Y,4,N,,-122.9407561,49.2297
