,FACILITY_NAME,Number of dead,HCC_CODE,HLTH_AUTH,STREET_ADDRESS,CITY,POSTAL,PHONE,OPEN_DATE,COUNCIL,ACCRED_STATUS,BEDS_PRIVATE,BEDS_PUBLIC,BEDS_TOTAL,ROOMS_PRIVATE,ROOMS_SEMI,ROOMS_MULTI,COMPLAINTS,SUB_COMPLAINTS,INCIDENT_OUTBREAK,INCIDENT_ABUSE,INCIDENT_FALL,INCIDENT_POISON,INCIDENT_MEDICATION,INCIDENT_WANDERING,INCIDENT_INJURY,INCIDENT_AGGRESSION,INCIDENT_OUTBREAK_100,INCIDENT_ABUSE_100,INCIDENT_FALL_100,INCIDENT_POISON_100,INCIDENT_MEDICATION_100,INCIDENT_WANDERING_100,INCIDENT_INJURY_100,INCIDENT_AGGRESSION_100,AGE,FEMALE,AGE_85_PLUS,AGE_UNDER_65,STAY_LENGTH,DEPRESSION,ADL_DEPENDENT,CPS_SEVERE,DEMENTIA,ABS_PHYS_ABUSIVE,ISE,ISE_LOW,CMI,THERAPY_PT,THERAPY_RT,THERAPY_OT,MEDS_DEPRESSION,MEDS_ANTIPSYCHOTICS,RESTRAINTS,INSPECTIONS,INFRACTIONS,INFRACTIONS_LICENSING,INFRACTIONS_FACILITY,INFRACTIONS_STAFFING,INFRACTIONS_POLICY,INFRACTIONS_CARE,INFRACTIONS_DISEASE,INFRACTIONS_FOOD,INFRACTIONS_MEDICATION,INFRACTIONS_PROGRAM,INFRACTIONS_REPORTING,INFRACTIONS_RIGHTS,INFRACTIONS_OTHER,outbreak_status,residents_council,family_council,accreditation,home_type,years_operating,facility_name,latitude,longitude
256,The Heights at Mount View,0.0,93F7A,Vancouver Island Health,3814 Carey Road,Victoria,V8Z4C4,(250) 384-1313,2014,Family Council,Unknown,0,260,260,260,0,0,19,11,1,12,32,0,1,19,3,38,0.4,4.6,12.3,0,0.4,7.3,1.2,14.6,83,0.652,0.517,0.054,1035,0.284,0.297,0.413,0.749,0.123,2.7,0.431,0.58,0.008,0.251,0.002,0.572,0.248,0.002,9.0,17.0,0.0,1.0,1.0,0.0,5.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,no,no,yes,unknown,non-profit,6.0,the heights at mount view,48.459499,-123.38131
257,The Madison Care Centre,0.0,935IA,Fraser Health,1399 Foster Avenue,Coquitlam,V3J2N1,(604) 936-9231,2008,"Resident Council, Family Council",Not Accredited,41,96,137,128,9,0,6,1,0,1,5,0,0,0,1,0,0,0.7,3.6,0,0,0,0.7,0,89,0.87,0.797,0,1069,0.255,0.361,0.343,0.681,0.075,2.5,0.517,0.55,0.099,0.06,0.005,0.478,0.165,0.246,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,yes,yes,no,for-profit,12.0,the madison care centre,49.2568192,-122.8931522
258,The Mayfair,0.0,9C3GE,Fraser Health,33433 Marshall Road,Abbotsford,V2S1K8,(604) 855-7217,2015,Resident & Family Council (combined),Not Accredited,30,61,91,80,2,0,1,1,2,0,8,0,0,1,5,2,2.2,0,8.8,0,0,1.1,5.5,2.2,84,0.682,0.585,0.074,838,0.452,0.343,0.323,0.665,0.129,2.3,0.597,0.56,0.056,0.052,0,0.597,0.197,0.135,3.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,no,yes,yes,no,non-profit,5.0,the mayfair,49.03936815,-122.29768336109245
259,The Pines,0.0,9C373,Northern Health,800 Centre St.,Burns Lake,V0J1E0,(250) 692-2490,1992,"Resident Council, Family Council",Accredited,0,36,36,26,5,0,,,1,0,1,0,0,0,0,0,2.8,0,2.8,0,0,0,0,0,87,0.712,0.644,0.023,34,0.081,0.199,0.353,0.625,0.125,3,0.449,0.53,0,0.059,0.228,0.412,0.36,0.078,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,no,yes,yes,yes,health_authority,28.0,the pines,54.2365817,-125.7600106
260,The Priory - Heritage Woods,0.0,921JD,Vancouver Island Health,567 Goldstream Ave.,Langford,V9B2W4,(250) 370-5626,1999,Resident & Family Council (combined),Accredited,0,75,75,75,0,0,1,0,,,,,,,,,,,,,,,,,85,0.78,0.547,0.024,925,0.495,0.13,0.317,0.833,0.061,2.8,0.519,0.55,0,0.843,0.157,0.686,0.384,0.011,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,yes,yes,yes,health_authority,21.0,the priory - heritage woods,48.44513565,-123.48827996082501
261,The Priory - Hiscock,0.0,9A604,Vancouver Island Health,567 Goldstream Ave.,Langford,V9B2W4,(250) 370-5626,1979,Resident & Family Council (combined),Accredited,0,75,75,7,6,14,1,0,,,,,,,,,,,,,,,,,83,0.768,0.525,0.061,428,0.24,0.452,0.423,0.587,0.09,3.1,0.404,0.61,0,0.734,0.734,0.417,0.149,0.014,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,yes,yes,yes,health_authority,41.0,the priory - hiscock,48.44513565,-123.48827996082501
262,The Residence at Morgan Heights,0.0,9375A,Fraser Health,15955 27th Avenue,Surrey,V3Z3W3,(604) 535-1118,2009,Family Council,Not Accredited,26,90,116,108,4,0,4,1,0,1,2,0,0,0,0,0,0,0.9,1.7,0,0,0,0,0,89,0.674,0.78,0.014,,0.144,0.227,0.15,0.742,0.11,3,0.415,0.56,0.292,0.657,0.059,0.504,0.295,0.031,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no,yes,no,for-profit,11.0,the residence at morgan heights,,
263,The Residence in Mission,0.0,93F40,Fraser Health,7324 Hurd Street,Mission,V2V3H5,(604) 814-6707,2014,"Resident Council, Family Council",Unknown,0,200,200,190,5,0,1,0,1,1,17,0,0,0,4,5,0.5,0.5,8.5,0,0,0,2,2.5,85,0.626,0.577,0.041,869,0.239,0.316,0.319,0.58,0.13,2.4,0.562,0.57,0.047,0.48,0.014,0.528,0.351,0.016,7.0,6.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,no,yes,yes,unknown,health_authority,6.0,the residence in mission,49.135354,-122.330124
264,The Views - St. Joseph's General Hospital,0.0,9A6DD,Vancouver Island Health,2137 Comox Avenue,Comox,V9M1P2,(250) 331-8650,1982,"Resident Council, Family Council",Accredited,0,145,145,23,21,13,2,0,,,,,,,,,,,,,,,,,85,0.751,0.59,0.042,624,0.24,0.262,0.183,0.717,0.061,3.4,0.337,0.61,0.068,0.279,0.086,0.603,0.269,0.123,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,no,yes,yes,yes,non-profit,38.0,the views - st. joseph's general hospital,49.67354215,-124.9422815862309
265,Three Links Care Centre,0.0,9AC12,Vancouver Coastal Health,2934 East 22nd Ave,Vancouver,V5M2Y4,(604) 434-7211,1981,"Resident Council, Family Council",Accredited,0,90,90,90,0,0,0,0,0,1,9,0,0,6,0,0,0,1.1,10,0,0,6.7,0,0,84,0.508,0.528,0.07,957,0.241,0.403,0.297,0.686,0.081,3.7,0.218,0.59,0.017,0.034,0.073,0.546,0.254,0.01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,yes,yes,yes,non-profit,39.0,three links care centre,49.2503144,-123.0429307
266,Three Links Manor,0.0,9AHHB,Interior Health,1449 Kelglen Cres,Kelowna,V1Y8P4,(250) 763-2585,1983,"Resident Council, Family Council",Accredited,0,82,82,82,0,0,0,0,1,0,6,0,0,3,4,0,1.2,0,7.3,0,0,3.7,4.9,0,86,0.659,0.561,0.037,810,0.219,0.401,0.356,0.778,0.137,1.8,0.699,0.63,0.067,0.188,0.264,0.422,0.292,0.174,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,no,yes,yes,yes,health_authority,37.0,three links manor,49.883268,-119.4669195
267,Totem Lodge - Sechelt Hospital,0.0,9A563,Vancouver Coastal Health,5544 Sunshine Coast Highway,Sechelt,V0N3A0,(604) 885-8602,1988,"Resident Council, Family Council",Accredited,0,49,49,3,3,10,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,85,0.678,0.576,0.073,683,0.226,0.339,0.31,0.601,0.06,2,0.673,0.59,0.048,0,0,0.494,0.16,0.148,1.0,5.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,no,yes,yes,yes,health_authority,32.0,totem lodge - sechelt hospital,49.508280926640886,-123.89803176719371
268,Trillium Lodge,0.0,9AD7B,Vancouver Island Health,401 Moilliet St,Parksville,V9P1N3,(250) 947-8230,1982,"Resident Council, Family Council",Accredited,0,91,91,58,3,9,2,1,0,3,0,0,0,0,0,0,0,3.3,0,0,0,0,0,0,84,0.749,0.585,0.01,450,0.239,0.287,0.293,0.591,0.042,3,0.385,0.56,0.03,0.116,0.14,0.546,0.31,0.071,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,no,yes,yes,yes,health_authority,38.0,trillium lodge,49.311376,-124.32514
269,Trinity Care Centre,0.0,9AGF1,Interior Health,75 Green Ave West,Penticton,V2A7N6,(250) 493-6601,1983,"Resident Council, Family Council",Accredited,0,75,75,75,0,0,0,0,2,0,2,0,0,1,0,0,2.7,0,2.7,0,0,1.3,0,0,83,0.645,0.499,0.061,741,0.119,0.481,0.195,0.549,0.024,2.8,0.433,0.56,0.123,0,0.003,0.379,0.271,0.063,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,no,yes,yes,yes,health_authority,37.0,trinity care centre,49.4631452,-119.5894601
270,Tsawaayuus - Rainbow Gardens,0.0,9C2FI,Vancouver Island Health,6151 Russell Place,Port Alberni,V9Y7W3,(250) 724-5655,1982,Resident Council,Unknown,0,30,30,31,0,0,0,0,,,,,,,,,,,,,,,,,80,0.536,0.42,0.123,802,0.188,0.266,0.156,0.422,0.039,2.9,0.305,0.53,0,0,0,0.492,0.221,0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,no,yes,no,unknown,non-profit,38.0,tsawaayuus - rainbow gardens,49.2690022,-124.8462038
271,Valleyhaven,0.0,98HA8,Fraser Health,45450 Menholm Rd.,Chilliwack,V2P1M2,(604) 792-0037,2009,"Resident Council, Family Council",Accredited,1,90,91,83,4,0,3,0,0,1,12,0,0,3,0,2,0,1.1,13.2,0,0,3.3,0,2.2,87,0.635,0.664,0.037,576,0.188,0.199,0.257,0.61,0.092,2.4,0.507,0.55,0.085,0.699,0,0.482,0.196,0.06,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,yes,yes,yes,for-profit,11.0,valleyhaven,49.1664458,-121.9661444
272,Veterans Memorial Lodge,0.0,916HD,Vancouver Island Health,4579 Chatterton Way,Saanich,V8X4Y7,(250) 658-0311,1995,Family Council,Accredited,0,225,225,201,12,0,1,0,,,,,,,,,,,,,,,,,89,0.393,0.733,0.022,706,0.196,0.267,0.383,0.718,0.078,2.7,0.477,0.59,0.028,0.001,0.014,0.358,0.173,0.022,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no,yes,yes,non-profit,25.0,veterans memorial lodge,48.4968,-123.3785
273,Victoria Chinatown Care Centre,0.0,9AC99,Vancouver Island Health,555 Herald Street,Victoria,V8W1S5,(250) 381-4322,1982,Resident & Family Council (combined),Accredited,0,31,31,29,1,0,1,1,0,0,7,0,0,1,2,1,0,0,22.6,0,0,3.2,6.5,3.2,85,0.62,0.667,0.008,2080,0.254,0.23,0.205,0.738,0.049,2.9,0.426,0.52,0.008,0.598,0.074,0.5,0.051,0.008,2.0,6.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,no,yes,yes,yes,non-profit,38.0,victoria chinatown care centre,48.4299113,-123.3676465
274,Victorian Community Health Centre of Kaslo,0.0,98GA3,Interior Health,673A Avenue,Kaslo,V0G1M0,(250) 353-2211,1979,"Resident Council, Family Council",Accredited,0,20,20,17,3,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,88,0.708,0.736,0.075,2306,0.378,0.324,0.176,0.595,0.149,3.3,0.311,0.61,0.405,0.068,0.014,0.703,0.353,0.011,1.0,5.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,yes,yes,yes,health_authority,41.0,victorian community health centre of kaslo,49.9134786,-116.9140496
275,Villa Carital,0.0,9198G,Vancouver Coastal Health,3050 Penticton St,Vancouver,V5M4W2,(604) 434-0995,1996,"Resident Council, Family Council",Not Accredited,5,76,81,60,12,0,1,0,0,0,5,0,0,5,0,4,0,0,6.2,0,0,6.2,0,4.9,88,0.812,0.735,0.011,1468,0.393,0.374,0.451,0.687,0.172,2.4,0.543,0.61,0.147,0.905,0.025,0.699,0.419,0.05,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,yes,yes,no,non-profit,24.0,villa carital,49.2565839,-123.0521465
276,Villa Cathay Care Home,0.0,999II,Vancouver Coastal Health,970 Union Street,Vancouver,V6A3V1,(604) 254-5621,1979,"Resident Council, Family Council",Not Accredited,4,130,134,112,19,0,0,0,0,0,2,0,0,1,0,0,0,0,1.5,0,0,0.7,0,0,89,0.792,0.77,0.006,1682,0.163,0.448,0.13,0.502,0.037,3.5,0.339,0.53,0,0.004,0.002,0.285,0.156,0.114,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,yes,yes,no,non-profit,41.0,villa cathay care home,49.277208,-123.084
277,Village at Mill Creek,0.0,9911G,Interior Health,1450 Sutherland Avenue,Kelowna,V1Y5Y5,(250) 860-2216,1979,"Resident Council, Family Council",Unknown,14,82,96,96,0,0,0,0,0,0,4,0,0,3,3,2,0,0,4.2,0,0,3.1,3.1,2.1,86,0.629,0.661,0.042,1153,0.252,0.285,0.235,0.834,0.155,2.5,0.551,0.53,0.03,0.416,0.141,0.371,0.22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,yes,yes,unknown,non-profit,41.0,village at mill creek,49.8803526,-119.4681306
278,Village at Smith Creek,0.0,9C1H6,Interior Health,2425 Orlin Road,West Kelowna,V4T3C7,(250) 768-0488,1992,Resident & Family Council (combined),Unknown,1,138,139,130,8,0,0,0,4,2,21,2,0,8,11,0,2.9,1.4,15.1,1.4,0,5.8,7.9,0,86,0.628,0.619,0.035,937,0.317,0.302,0.292,0.698,0.06,2.8,0.408,0.56,0.038,0.29,0,0.581,0.248,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,yes,yes,unknown,non-profit,28.0,village at smith creek,49.8433445,-119.6279642
279,Village by the Station,0.0,92CBA,Interior Health,270 Hastings Avenue,Penticton,V2A2V6,(250) 490-4949,2003,"Resident Council, Family Council",Accredited,0,100,100,133,4,0,1,0,2,4,14,0,1,0,3,1,2,4,14,0,1,0,3,1,84,0.707,0.502,0.029,646,0.182,0.197,0.265,0.722,0.083,2.6,0.535,0.55,0.149,0.106,0.008,0.343,0.356,0.082,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,yes,yes,yes,non-profit,17.0,village by the station,49.4851093,-119.5957646
280,Waverly Seniors Village,0.0,922DF,Fraser Health,8445 Young Rd,Chilliwack,V2P4P2,(604) 792-6340,1989,"Resident Council, Family Council",Accredited,22,31,53,51,1,0,1,1,2,0,2,0,0,3,0,1,3.8,0,3.8,0,0,5.7,0,1.9,87,0.742,0.774,0.05,511,0.311,0.361,0.294,0.731,0.101,2.9,0.328,0.6,0.008,0.622,0,0.479,0.273,0.155,3.0,8.0,0.0,1.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,no,yes,yes,yes,for-profit,31.0,waverly seniors village,49.155593,-121.95191
281,West Shore Laylum,0.0,9927D,Fraser Health,4900 Central Ave,Delta,V4K2G7,(604) 946-2822,1973,"Resident Council, Family Council",Not Accredited,0,55,55,45,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1.8,0,0,0,0,0,89,0.761,0.729,0,304,0.386,0.307,0.297,0.693,0.089,1.7,0.733,0.52,0.297,0.683,0,0.495,0.215,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,yes,yes,no,for-profit,47.0,west shore laylum,49.0482742,-122.7977542
282,West Vancouver Care Centre,0.0,9B9IG,Vancouver Coastal Health,1675 27th Street,West Vancouver,V7V4K9,(604) 925-1247,1987,"Resident Council, Family Council",Unknown,3,75,78,23,16,7,0,0,0,0,7,0,0,1,0,0,0,0,9,0,0,1.3,0,0,87,0.754,0.704,0.018,987,0.261,0.307,0.218,0.604,0.025,2.6,0.525,0.58,0.346,0.039,0.032,0.529,0.277,0.032,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,yes,yes,unknown,for-profit,33.0,west vancouver care centre,49.3404055,-123.1887782
283,Westhaven,0.0,9A642,Vancouver Island Health,3949 Pt. Alberni Hwy,Port Alberni,V9Y4S1,(250) 724-8875,2001,,Accredited,0,32,32,32,0,0,0,0,,,,,,,,,,,,,,,,,80,0.648,0.408,0.072,794,0.183,0.266,0.303,0.44,0.028,3,0.45,0.55,0.248,0.202,0.009,0.523,0.147,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no,no,yes,health_authority,19.0,westhaven,49.2665244,-124.7749064
284,Westview Extended Care - Pentiction Regional Hospital,0.0,9A6F7,Interior Health,550 Carmi Ave,Penticton,V2A8P9,(250) 492-9039/(250) 492-9026 ,1980,"Resident Council, Family Council",Accredited,0,102,102,10,10,18,0,0,1,0,5,0,1,0,1,0,1,0,4.9,0,1,0,1,0,86,0.588,0.682,0.044,739,0.158,0.313,0.155,0.623,0.042,3.2,0.368,0.58,0.113,0.032,0.103,0.326,0.383,0.066,1.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,no,yes,yes,yes,health_authority,40.0,westview extended care - pentiction regional hospital,49.4826229,-119.5763397
285,Wexford Creek Seniors Community,0.0,9358A,Vancouver Island Health,80 10th Street,Nanaimo,V9R0A8,(250) 753-4044,2008,Resident & Family Council (combined),Accredited,0,110,110,110,0,0,6,2,0,0,7,0,0,1,1,1,0,0,6.4,0,0,0.9,0.9,0.9,85,0.647,0.536,0.032,856,0.228,0.161,0.203,0.681,0.131,1.4,0.772,0.56,0,0.057,0,0.483,0.309,0.074,5.0,12.0,0.0,0.0,3.0,1.0,1.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,no,yes,yes,yes,for-profit,12.0,wexford creek seniors community,,
286,White Rock Seniors Village,0.0,993I1,Fraser Health,1183 Maple Street,White Rock,V8B5K9,(604) 541-4663,1984,"Resident Council, Family Council",Accredited,11,60,71,59,6,0,0,0,1,0,6,0,0,1,1,0,1.4,0,8.5,0,0,1.4,1.4,0,89,0.843,0.719,0,405,0.266,0.27,0.303,0.791,0.156,3.8,0.217,0.57,0.209,0.619,0.074,0.557,0.268,0.248,6.0,11.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,no,yes,yes,yes,for-profit,36.0,white rock seniors village,49.0236424,-122.7891502
287,William Rudd House,0.0,91828,Fraser Health,95 Blackberry Drive,New Westminster,V3L5S7,(604) 517-8640,1995,Resident Council,Unknown,0,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0.485,0,0.939,,0.082,0.347,0,0,0,4.5,0.122,0.69,0.102,0.673,0.102,0.592,0.016,0.195,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,no,yes,no,unknown,health_authority,25.0,william rudd house,49.21725645,-122.90105809581377
288,Williams Lake Seniors Village,0.0,92CIA,Interior Health,1455 Western Avenue,Williams Lake,V2G5N1,(250) 305-1131,2004,"Resident Council, Family Council",Accredited,0,113,113,113,0,0,0,0,0,2,8,0,0,0,3,0,0,1.8,7.1,0,0,0,2.7,0,81,0.658,0.476,0.075,306,0.123,0.248,0.248,0.669,0.037,3.2,0.365,0.55,0,0.104,0,0.44,0.299,0.018,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,yes,yes,yes,for-profit,16.0,williams lake seniors village,52.1520084,-122.1593926
289,Willingdon Care Centre,0.0,9B79H,Fraser Health,4435 Grange St,Burnaby,V5H1P4,(604) 433-2455,1964,Resident Council,Unknown,0,95,95,10,23,10,0,0,1,0,12,0,0,0,0,0,1.1,0,12.6,0,0,0,0,0,89,0.77,0.723,0.02,907,0.194,0.278,0.089,0.612,0.01,2.9,0.449,0.56,0.037,0.26,0.024,0.281,0.099,0.024,1.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,no,yes,no,unknown,for-profit,56.0,willingdon care centre,49.232332650000004,-123.00484883141232
290,Willingdon Creek Village,0.0,93FB0,Vancouver Coastal Health,4980 Kiwanis Drive,Powell River,V8A5H5,(604) 485-9868,2015,"Resident Council, Family Council",Accredited,0,102,102,102,0,0,1,0,0,0,4,0,1,0,0,0,0,0,3.9,0,1,0,0,0,83,0.64,0.52,0.042,664,0.213,0.234,0.329,0.753,0.144,2.6,0.512,0.55,0.003,0.003,0,0.604,0.51,0.343,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,no,yes,yes,yes,health_authority,5.0,willingdon creek village,49.849859,-124.519
291,Woodgrove Manor,0.0,91FGB,Vancouver Island Health,6304 Metral Drive,Nanaimo,V9T2L8,(250) 390-1036,1992,"Resident Council, Family Council",Not Accredited,12,31,43,39,0,0,1,0,0,0,5,0,0,0,5,3,0,0,11.6,0,0,0,11.6,7,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,yes,yes,no,for-profit,28.0,woodgrove manor,49.2291611,-124.0433343
292,Wrinch Memorial Hospital,0.0,9A63B,Northern Health,2510 West Hwy 62,Hazelton,V0J1Y0,(250) 842-5211,1977,,Accredited,0,10,10,1,5,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0.314,0.657,0,,0.13,0.174,0.261,0.478,0.174,3.1,0.348,0.52,0,0,0,0.174,0.451,0.188,1.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,no,no,no,yes,health_authority,43.0,wrinch memorial hospital,55.2595756,-127.651258
293,Yaletown House,0.0,9B0I5,Vancouver Coastal Health,1099 Cambie Street,Vancouver,V6B5A8,(604) 689-0022,1985,Resident & Family Council (combined),Not Accredited,0,127,127,127,0,0,0,0,0,1,11,0,0,6,0,0,0,0.8,8.7,0,0,4.7,0,0,82,0.519,0.459,0.104,1548,0.276,0.267,0.409,0.726,0.081,4,0.207,0.52,0.107,0.637,0.004,0.488,0.173,0.106,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,no,yes,yes,no,non-profit,35.0,yaletown house,49.275272,-123.119
294,Youville Residence,0.0,99A15,Vancouver Coastal Health,4950 Heather Street,Vancouver,V5Z3L9,(604) 261-9371,1979,Resident & Family Council (combined),Accredited,0,42,42,42,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9.5,0,0,0,0,0,79,0.6,0.297,0.086,2154,0.242,0.317,0.615,0.826,0.205,1.2,0.832,0.59,0.23,0.056,0.186,0.547,0.496,0.052,5.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,no,yes,yes,yes,non-profit,41.0,youville residence,49.24058,-123.12
295,Yucalta Lodge,0.0,99EJC,Vancouver Island Health,555 - 2nd Avenue,Campbell River,V9W3V1,(250) 850-2900,2001,Resident Council,Accredited,0,99,99,100,0,0,12,5,0,10,9,0,0,2,1,1,0,10.1,9.1,0,0,2,1,1,82,0.605,0.459,0.061,1038,0.37,0.346,0.351,0.768,0.073,3.9,0.273,0.59,0.092,0,0.008,0.643,0.327,0.096,4.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,yes,no,yes,health_authority,19.0,yucalta lodge,50.009873,-125.24531
296,Zion Park Manor,0.0,99444,Fraser Health,5939-180th St,Surrey,V3S4L2,(604) 576-2891,1971,Resident & Family Council (combined),Not Accredited,29,70,99,99,0,0,0,0,0,0,8,0,0,0,3,0,0,0,8.1,0,0,0,3,0,85,0.706,0.614,0.012,1118,0.139,0.232,0.232,0.551,0.086,3,0.407,0.57,0.005,0,0.023,0.47,0.082,0.027,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,no,yes,yes,no,non-profit,49.0,zion park manor,49.1101454,-122.724215
