facility_name,Number of dead,HCC_CODE,HLTH_AUTH,STREET_ADDRESS,CITY,POSTAL,PHONE,OPEN_DATE,COUNCIL,ACCRED_STATUS,BEDS_PRIVATE,BEDS_PUBLIC,BEDS_TOTAL,ROOMS_PRIVATE,ROOMS_SEMI,ROOMS_MULTI,COMPLAINTS,SUB_COMPLAINTS,INCIDENT_OUTBREAK,INCIDENT_ABUSE,INCIDENT_FALL,INCIDENT_POISON,INCIDENT_MEDICATION,INCIDENT_WANDERING,INCIDENT_INJURY,INCIDENT_AGGRESSION,INCIDENT_OUTBREAK_100,INCIDENT_ABUSE_100,INCIDENT_FALL_100,INCIDENT_POISON_100,INCIDENT_MEDICATION_100,INCIDENT_WANDERING_100,INCIDENT_INJURY_100,INCIDENT_AGGRESSION_100,AGE,FEMALE,AGE_85_PLUS,AGE_UNDER_65,STAY_LENGTH,DEPRESSION,ADL_DEPENDENT,CPS_SEVERE,DEMENTIA,ABS_PHYS_ABUSIVE,ISE,ISE_LOW,CMI,THERAPY_PT,THERAPY_RT,THERAPY_OT,MEDS_DEPRESSION,MEDS_ANTIPSYCHOTICS,RESTRAINTS,INSPECTIONS,INFRACTIONS,INFRACTIONS_LICENSING,INFRACTIONS_FACILITY,INFRACTIONS_STAFFING,INFRACTIONS_POLICY,INFRACTIONS_CARE,INFRACTIONS_DISEASE,INFRACTIONS_FOOD,INFRACTIONS_MEDICATION,INFRACTIONS_PROGRAM,INFRACTIONS_REPORTING,INFRACTIONS_RIGHTS,INFRACTIONS_OTHER,outbreak_status,point,latitude_x,longitude_x,residents_council,family_council,accreditation,home_type,years_operating,source_facility_type,odhf_facility_type,provider,province,CSDname,Pruid
the madison care centre,0.0,935IA,Fraser Health,1399 Foster Avenue,Coquitlam,V3J2N1,(604) 936-9231,2008,"Resident Council, Family Council",Not Accredited,41.0,96.0,137.0,128.0,9.0,0.0,6,1,0,1,5,0,0,0,1,0,0,0.7,3.6,0,0,0,0.7,0,89,0.87,0.797,0,1069,0.255,0.361,0.343,0.681,0.075,2.5,0.517,0.55,0.099,0.06,0.005,0.478,0.165,0.246,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"(35.1121559, -89.9857305, 0.0)",35.1121559,-89.9857305,yes,yes,no,for-profit,12.0,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,bc,Coquitlam,59.0
the mayfair,0.0,9C3GE,Fraser Health,33433 Marshall Road,Abbotsford,V2S1K8,(604) 855-7217,2015,Resident & Family Council (combined),Not Accredited,30.0,61.0,91.0,80.0,2.0,0.0,1,1,2,0,8,0,0,1,5,2,2.2,0,8.8,0,0,1.1,5.5,2.2,84,0.682,0.585,0.074,838,0.452,0.343,0.323,0.665,0.129,2.3,0.597,0.56,0.056,0.052,0,0.597,0.197,0.135,3.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"(51.5570662, -0.0158652, 0.0)",51.5570662,-0.015865200000000003,yes,yes,no,non-profit,5.0,,,,,,
the pines,0.0,9C373,Northern Health,800 Centre St.,Burns Lake,V0J1E0,(250) 692-2490,1992,"Resident Council, Family Council",Accredited,0.0,36.0,36.0,26.0,5.0,0.0,,,1,0,1,0,0,0,0,0,2.8,0,2.8,0,0,0,0,0,87,0.712,0.644,0.023,34,0.081,0.199,0.353,0.625,0.125,3,0.449,0.53,0,0.059,0.228,0.412,0.36,0.078,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,no,"(43.035443, -82.2417034, 0.0)",43.035443,-82.2417034,yes,yes,yes,health_authority,28.0,,,,,,
the priory - heritage woods,0.0,921JD,Vancouver Island Health,567 Goldstream Ave.,Langford,V9B2W4,(250) 370-5626,1999,Resident & Family Council (combined),Accredited,0.0,75.0,75.0,75.0,0.0,0.0,1,0,,,,,,,,,,,,,,,,,85,0.78,0.547,0.024,925,0.495,0.13,0.317,0.833,0.061,2.8,0.519,0.55,0,0.843,0.157,0.686,0.384,0.011,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"(48.44513565, -123.48827996082501, 0.0)",48.44513565,-123.48827996082501,yes,yes,yes,health_authority,21.0,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,bc,Victoria,59.0
the priory - hiscock,0.0,9A604,Vancouver Island Health,567 Goldstream Ave.,Langford,V9B2W4,(250) 370-5626,1979,Resident & Family Council (combined),Accredited,0.0,75.0,75.0,7.0,6.0,14.0,1,0,,,,,,,,,,,,,,,,,83,0.768,0.525,0.061,428,0.24,0.452,0.423,0.587,0.09,3.1,0.404,0.61,0,0.734,0.734,0.417,0.149,0.014,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"(48.44513565, -123.48827996082501, 0.0)",48.44513565,-123.48827996082501,yes,yes,yes,health_authority,41.0,,,,,,
the residence at morgan heights,0.0,9375A,Fraser Health,15955 27th Avenue,Surrey,V3Z3W3,(604) 535-1118,2009,Family Council,Not Accredited,26.0,90.0,116.0,108.0,4.0,0.0,4,1,0,1,2,0,0,0,0,0,0,0.9,1.7,0,0,0,0,0,89,0.674,0.78,0.014,,0.144,0.227,0.15,0.742,0.11,3,0.415,0.56,0.292,0.657,0.059,0.504,0.295,0.031,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"(38.941922001906754, -122.61406915539216, 0.0)",38.94192200190675,-122.61406915539214,no,yes,no,for-profit,11.0,,,,,,
the residence in mission,0.0,93F40,Fraser Health,7324 Hurd Street,Mission,V2V3H5,(604) 814-6707,2014,"Resident Council, Family Council",Unknown,0.0,200.0,200.0,190.0,5.0,0.0,1,0,1,1,17,0,0,0,4,5,0.5,0.5,8.5,0,0,0,2,2.5,85,0.626,0.577,0.041,869,0.239,0.316,0.319,0.58,0.13,2.4,0.562,0.57,0.047,0.48,0.014,0.528,0.351,0.016,7.0,6.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,no,"(41.639119, -83.5073474, 0.0)",41.639119,-83.5073474,yes,yes,unknown,health_authority,6.0,,,,,,
three links care centre,0.0,9AC12,Vancouver Coastal Health,2934 East 22nd Ave,Vancouver,V5M2Y4,(604) 434-7211,1981,"Resident Council, Family Council",Accredited,0.0,90.0,90.0,90.0,0.0,0.0,0,0,0,1,9,0,0,6,0,0,0,1.1,10,0,0,6.7,0,0,84,0.508,0.528,0.07,957,0.241,0.403,0.297,0.686,0.081,3.7,0.218,0.59,0.017,0.034,0.073,0.546,0.254,0.01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"(27.971250571428573, -82.427532, 0.0)",27.97125057142857,-82.427532,yes,yes,yes,non-profit,39.0,,,,,,
three links manor,0.0,9AHHB,Interior Health,1449 Kelglen Cres,Kelowna,V1Y8P4,(250) 763-2585,1983,"Resident Council, Family Council",Accredited,0.0,82.0,82.0,82.0,0.0,0.0,0,0,1,0,6,0,0,3,4,0,1.2,0,7.3,0,0,3.7,4.9,0,86,0.659,0.561,0.037,810,0.219,0.401,0.356,0.778,0.137,1.8,0.699,0.63,0.067,0.188,0.264,0.422,0.292,0.174,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,no,"(49.8831824, -119.4649473, 0.0)",49.883182399999995,-119.4649473,yes,yes,yes,health_authority,37.0,,,,,,
trillium lodge,0.0,9AD7B,Vancouver Island Health,401 Moilliet St,Parksville,V9P1N3,(250) 947-8230,1982,"Resident Council, Family Council",Accredited,0.0,91.0,91.0,58.0,3.0,9.0,2,1,0,3,0,0,0,0,0,0,0,3.3,0,0,0,0,0,0,84,0.749,0.585,0.01,450,0.239,0.287,0.293,0.591,0.042,3,0.385,0.56,0.03,0.116,0.14,0.546,0.31,0.071,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,no,"(49.3233591, -124.3237393, 0.0)",49.323359100000005,-124.32373929999999,yes,yes,yes,health_authority,38.0,,,,,,
trinity care centre,0.0,9AGF1,Interior Health,75 Green Ave West,Penticton,V2A7N6,(250) 493-6601,1983,"Resident Council, Family Council",Accredited,0.0,75.0,75.0,75.0,0.0,0.0,0,0,2,0,2,0,0,1,0,0,2.7,0,2.7,0,0,1.3,0,0,83,0.645,0.499,0.061,741,0.119,0.481,0.195,0.549,0.024,2.8,0.433,0.56,0.123,0,0.003,0.379,0.271,0.063,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,no,"(49.4646554, -119.5812279, 0.0)",49.4646554,-119.58122790000002,yes,yes,yes,health_authority,37.0,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,bc,Penticton,59.0
tsawaayuus - rainbow gardens,0.0,9C2FI,Vancouver Island Health,6151 Russell Place,Port Alberni,V9Y7W3,(250) 724-5655,1982,Resident Council,Unknown,0.0,30.0,30.0,31.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,,80,0.536,0.42,0.123,802,0.188,0.266,0.156,0.422,0.039,2.9,0.305,0.53,0,0,0,0.492,0.221,0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,no,"(50.9260068, -1.3948659, 0.0)",50.926006799999996,-1.3948658999999999,yes,no,unknown,non-profit,38.0,,,,,,
valleyhaven,0.0,98HA8,Fraser Health,45450 Menholm Rd.,Chilliwack,V2P1M2,(604) 792-0037,2009,"Resident Council, Family Council",Accredited,1.0,90.0,91.0,83.0,4.0,0.0,3,0,0,1,12,0,0,3,0,2,0,1.1,13.2,0,0,3.3,0,2.2,87,0.635,0.664,0.037,576,0.188,0.199,0.257,0.61,0.092,2.4,0.507,0.55,0.085,0.699,0,0.482,0.196,0.06,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"(49.1664896, -121.9667951, 0.0)",49.1664896,-121.96679509999998,yes,yes,yes,for-profit,11.0,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,bc,Chilliwack,59.0
veterans memorial lodge,0.0,916HD,Vancouver Island Health,4579 Chatterton Way,Saanich,V8X4Y7,(250) 658-0311,1995,Family Council,Accredited,0.0,225.0,225.0,201.0,12.0,0.0,1,0,,,,,,,,,,,,,,,,,89,0.393,0.733,0.022,706,0.196,0.267,0.383,0.718,0.078,2.7,0.477,0.59,0.028,0.001,0.014,0.358,0.173,0.022,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"(48.4968, -123.3785, 0.0)",48.4968,-123.3785,no,yes,yes,non-profit,25.0,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,bc,Victoria,59.0
victoria chinatown care centre,0.0,9AC99,Vancouver Island Health,555 Herald Street,Victoria,V8W1S5,(250) 381-4322,1982,Resident & Family Council (combined),Accredited,0.0,31.0,31.0,29.0,1.0,0.0,1,1,0,0,7,0,0,1,2,1,0,0,22.6,0,0,3.2,6.5,3.2,85,0.62,0.667,0.008,2080,0.254,0.23,0.205,0.738,0.049,2.9,0.426,0.52,0.008,0.598,0.074,0.5,0.051,0.008,2.0,6.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,no,"(48.4300512, -123.3676221, 0.0)",48.4300512,-123.36762209999999,yes,yes,yes,non-profit,38.0,,,,,,
victorian community health centre of kaslo,0.0,98GA3,Interior Health,673A Avenue,Kaslo,V0G1M0,(250) 353-2211,1979,"Resident Council, Family Council",Accredited,0.0,20.0,20.0,17.0,3.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,88,0.708,0.736,0.075,2306,0.378,0.324,0.176,0.595,0.149,3.3,0.311,0.61,0.405,0.068,0.014,0.703,0.353,0.011,1.0,5.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"(42.6188161, -87.8346241, 0.0)",42.618816100000004,-87.8346241,yes,yes,yes,health_authority,41.0,,,,,,
villa carital,0.0,9198G,Vancouver Coastal Health,3050 Penticton St,Vancouver,V5M4W2,(604) 434-0995,1996,"Resident Council, Family Council",Not Accredited,5.0,76.0,81.0,60.0,12.0,0.0,1,0,0,0,5,0,0,5,0,4,0,0,6.2,0,0,6.2,0,4.9,88,0.812,0.735,0.011,1468,0.393,0.374,0.451,0.687,0.172,2.4,0.543,0.61,0.147,0.905,0.025,0.699,0.419,0.05,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"(49.25657345, -123.0523197, 0.0)",49.25657345,-123.0523197,yes,yes,no,non-profit,24.0,,,,,,
villa cathay care home,0.0,999II,Vancouver Coastal Health,970 Union Street,Vancouver,V6A3V1,(604) 254-5621,1979,"Resident Council, Family Council",Not Accredited,4.0,130.0,134.0,112.0,19.0,0.0,0,0,0,0,2,0,0,1,0,0,0,0,1.5,0,0,0.7,0,0,89,0.792,0.77,0.006,1682,0.163,0.448,0.13,0.502,0.037,3.5,0.339,0.53,0,0.004,0.002,0.285,0.156,0.114,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"(44.8143157434561, -68.80477521141486, 0.0)",44.814315743456106,-68.80477521141486,yes,yes,no,non-profit,41.0,,,,,,
village at mill creek,0.0,9911G,Interior Health,1450 Sutherland Avenue,Kelowna,V1Y5Y5,(250) 860-2216,1979,"Resident Council, Family Council",Unknown,14.0,82.0,96.0,96.0,0.0,0.0,0,0,0,0,4,0,0,3,3,2,0,0,4.2,0,0,3.1,3.1,2.1,86,0.629,0.661,0.042,1153,0.252,0.285,0.235,0.834,0.155,2.5,0.551,0.53,0.03,0.416,0.141,0.371,0.22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"(51.4563903, 0.0899004, 0.0)",51.4563903,0.08990039999999999,yes,yes,unknown,non-profit,41.0,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,bc,Kelowna,59.0
village at smith creek,0.0,9C1H6,Interior Health,2425 Orlin Road,West Kelowna,V4T3C7,(250) 768-0488,1992,Resident & Family Council (combined),Unknown,1.0,138.0,139.0,130.0,8.0,0.0,0,0,4,2,21,2,0,8,11,0,2.9,1.4,15.1,1.4,0,5.8,7.9,0,86,0.628,0.619,0.035,937,0.317,0.302,0.292,0.698,0.06,2.8,0.408,0.56,0.038,0.29,0,0.581,0.248,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"(52.0840212, -2.3661212, 0.0)",52.0840212,-2.3661212000000003,yes,yes,unknown,non-profit,28.0,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,bc,,59.0
village by the station,0.0,92CBA,Interior Health,270 Hastings Avenue,Penticton,V2A2V6,(250) 490-4949,2003,"Resident Council, Family Council",Accredited,0.0,100.0,100.0,133.0,4.0,0.0,1,0,2,4,14,0,1,0,3,1,2,4,14,0,1,0,3,1,84,0.707,0.502,0.029,646,0.182,0.197,0.265,0.722,0.083,2.6,0.535,0.55,0.149,0.106,0.008,0.343,0.356,0.082,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"(39.39775656925612, -121.7008325451352, 0.0)",39.39775656925612,-121.70083254513521,yes,yes,yes,non-profit,17.0,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,bc,Penticton,59.0
waverly seniors village,0.0,922DF,Fraser Health,8445 Young Rd,Chilliwack,V2P4P2,(604) 792-6340,1989,"Resident Council, Family Council",Accredited,22.0,31.0,53.0,51.0,1.0,0.0,1,1,2,0,2,0,0,3,0,1,3.8,0,3.8,0,0,5.7,0,1.9,87,0.742,0.774,0.05,511,0.311,0.361,0.294,0.731,0.101,2.9,0.328,0.6,0.008,0.622,0,0.479,0.273,0.155,3.0,8.0,0.0,1.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"(55.6785803, -3.7460959, 0.0)",55.67858029999999,-3.7460959000000003,yes,yes,yes,for-profit,31.0,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,bc,Chilliwack,59.0
west shore laylum,0.0,9927D,Fraser Health,4900 Central Ave,Delta,V4K2G7,(604) 946-2822,1973,"Resident Council, Family Council",Not Accredited,0.0,55.0,55.0,45.0,5.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1.8,0,0,0,0,0,89,0.761,0.729,0,304,0.386,0.307,0.297,0.693,0.089,1.7,0.733,0.52,0.297,0.683,0,0.495,0.215,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"(39.120817, -84.528803, 0.0)",39.120816999999995,-84.528803,yes,yes,no,for-profit,47.0,,,,,,
west vancouver care centre,0.0,9B9IG,Vancouver Coastal Health,1675 27th Street,West Vancouver,V7V4K9,(604) 925-1247,1987,"Resident Council, Family Council",Unknown,3.0,75.0,78.0,23.0,16.0,7.0,0,0,0,0,7,0,0,1,0,0,0,0,9,0,0,1.3,0,0,87,0.754,0.704,0.018,987,0.261,0.307,0.218,0.604,0.025,2.6,0.525,0.58,0.346,0.039,0.032,0.529,0.277,0.032,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"(42.613341920474724, -87.82952226885372, 0.0)",42.61334192047472,-87.82952226885372,yes,yes,unknown,for-profit,33.0,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,bc,West Vancouver,59.0
westhaven,0.0,9A642,Vancouver Island Health,3949 Pt. Alberni Hwy,Port Alberni,V9Y4S1,(250) 724-8875,2001,,Accredited,0.0,32.0,32.0,32.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,,80,0.648,0.408,0.072,794,0.183,0.266,0.303,0.44,0.028,3,0.45,0.55,0.248,0.202,0.009,0.523,0.147,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"(49.3179949, -124.3149499, 0.0)",49.317994899999995,-124.3149499,no,no,yes,health_authority,19.0,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,bc,Port Alberni,59.0
wexford creek seniors community,0.0,9358A,Vancouver Island Health,80 10th Street,Nanaimo,V9R0A8,(250) 753-4044,2008,Resident & Family Council (combined),Accredited,0.0,110.0,110.0,110.0,0.0,0.0,6,2,0,0,7,0,0,1,1,1,0,0,6.4,0,0,0.9,0.9,0.9,85,0.647,0.536,0.032,856,0.228,0.161,0.203,0.681,0.131,1.4,0.772,0.56,0,0.057,0,0.483,0.309,0.074,5.0,12.0,0.0,0.0,3.0,1.0,1.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,no,"(42.7214723, -87.7892672, 0.0)",42.7214723,-87.7892672,yes,yes,yes,for-profit,12.0,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,bc,Nanaimo,59.0
white rock seniors village,0.0,993I1,Fraser Health,1183 Maple Street,White Rock,V8B5K9,(604) 541-4663,1984,"Resident Council, Family Council",Accredited,11.0,60.0,71.0,59.0,6.0,0.0,0,0,1,0,6,0,0,1,1,0,1.4,0,8.5,0,0,1.4,1.4,0,89,0.843,0.719,0,405,0.266,0.27,0.303,0.791,0.156,3.8,0.217,0.57,0.209,0.619,0.074,0.557,0.268,0.248,6.0,11.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,no,"(46.61222506734794, -112.02164396968134, 0.0)",46.612225067347936,-112.02164396968134,yes,yes,yes,for-profit,36.0,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,bc,White Rock,59.0
william rudd house,0.0,91828,Fraser Health,95 Blackberry Drive,New Westminster,V3L5S7,(604) 517-8640,1995,Resident Council,Unknown,0.0,12.0,12.0,12.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0.485,0,0.939,,0.082,0.347,0,0,0,4.5,0.122,0.69,0.102,0.673,0.102,0.592,0.016,0.195,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,no,"(40.206043, -76.19990337583893, 0.0)",40.206043,-76.19990337583894,yes,no,unknown,health_authority,25.0,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,bc,New Westminster,59.0
williams lake seniors village,0.0,92CIA,Interior Health,1455 Western Avenue,Williams Lake,V2G5N1,(250) 305-1131,2004,"Resident Council, Family Council",Accredited,0.0,113.0,113.0,113.0,0.0,0.0,0,0,0,2,8,0,0,0,3,0,0,1.8,7.1,0,0,0,2.7,0,81,0.658,0.476,0.075,306,0.123,0.248,0.248,0.669,0.037,3.2,0.365,0.55,0,0.104,0,0.44,0.299,0.018,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"(42.1257241107167, -87.83886517497841, 0.0)",42.1257241107167,-87.83886517497841,yes,yes,yes,for-profit,16.0,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,bc,Williams Lake,59.0
willingdon care centre,0.0,9B79H,Fraser Health,4435 Grange St,Burnaby,V5H1P4,(604) 433-2455,1964,Resident Council,Unknown,0.0,95.0,95.0,10.0,23.0,10.0,0,0,1,0,12,0,0,0,0,0,1.1,0,12.6,0,0,0,0,0,89,0.77,0.723,0.02,907,0.194,0.278,0.089,0.612,0.01,2.9,0.449,0.56,0.037,0.26,0.024,0.281,0.099,0.024,1.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,no,"(53.4227107, -2.9411572, 0.0)",53.42271070000001,-2.9411572,yes,no,unknown,for-profit,56.0,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,bc,Burnaby,59.0
willingdon creek village,0.0,93FB0,Vancouver Coastal Health,4980 Kiwanis Drive,Powell River,V8A5H5,(604) 485-9868,2015,"Resident Council, Family Council",Accredited,0.0,102.0,102.0,102.0,0.0,0.0,1,0,0,0,4,0,1,0,0,0,0,0,3.9,0,1,0,0,0,83,0.64,0.52,0.042,664,0.213,0.234,0.329,0.753,0.144,2.6,0.512,0.55,0.003,0.003,0,0.604,0.51,0.343,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,no,"(39.7549115, -75.5121953, 0.0)",39.7549115,-75.5121953,yes,yes,yes,health_authority,5.0,,,,,,
woodgrove manor,0.0,91FGB,Vancouver Island Health,6304 Metral Drive,Nanaimo,V9T2L8,(250) 390-1036,1992,"Resident Council, Family Council",Not Accredited,12.0,31.0,43.0,39.0,0.0,0.0,1,0,0,0,5,0,0,0,5,3,0,0,11.6,0,0,0,11.6,7,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"(49.2343082, -124.048237, 0.0)",49.23430820000001,-124.04823700000001,yes,yes,no,for-profit,28.0,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,bc,Nanaimo,59.0
yaletown house,0.0,9B0I5,Vancouver Coastal Health,1099 Cambie Street,Vancouver,V6B5A8,(604) 689-0022,1985,Resident & Family Council (combined),Not Accredited,0.0,127.0,127.0,127.0,0.0,0.0,0,0,0,1,11,0,0,6,0,0,0,0.8,8.7,0,0,4.7,0,0,82,0.519,0.459,0.104,1548,0.276,0.267,0.409,0.726,0.081,4,0.207,0.52,0.107,0.637,0.004,0.488,0.173,0.106,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,no,"(49.2169328, -123.1167348, 0.0)",49.216932799999995,-123.1167348,yes,yes,no,non-profit,35.0,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,bc,Vancouver,59.0
youville residence,0.0,99A15,Vancouver Coastal Health,4950 Heather Street,Vancouver,V5Z3L9,(604) 261-9371,1979,Resident & Family Council (combined),Accredited,0.0,42.0,42.0,42.0,0.0,0.0,0,0,0,0,4,0,0,0,0,0,0,0,9.5,0,0,0,0,0,79,0.6,0.297,0.086,2154,0.242,0.317,0.615,0.826,0.205,1.2,0.832,0.59,0.23,0.056,0.186,0.547,0.496,0.052,5.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,no,"(40.113479, -75.02888, 0.0)",40.113479,-75.02888,yes,yes,yes,non-profit,41.0,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,bc,Vancouver,59.0
yucalta lodge,0.0,99EJC,Vancouver Island Health,555 - 2nd Avenue,Campbell River,V9W3V1,(250) 850-2900,2001,Resident Council,Accredited,0.0,99.0,99.0,100.0,0.0,0.0,12,5,0,10,9,0,0,2,1,1,0,10.1,9.1,0,0,2,1,1,82,0.605,0.459,0.061,1038,0.37,0.346,0.351,0.768,0.073,3.9,0.273,0.59,0.092,0,0.008,0.643,0.327,0.096,4.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"(43.89446373469388, -96.92873289795918, 0.0)",43.89446373469388,-96.9287328979592,yes,no,yes,health_authority,19.0,,,,,,
zion park manor,0.0,99444,Fraser Health,5939-180th St,Surrey,V3S4L2,(604) 576-2891,1971,Resident & Family Council (combined),Not Accredited,29.0,70.0,99.0,99.0,0.0,0.0,0,0,0,0,8,0,0,0,3,0,0,0,8.1,0,0,0,3,0,85,0.706,0.614,0.012,1118,0.139,0.232,0.232,0.551,0.086,3,0.407,0.57,0.005,0,0.023,0.47,0.082,0.027,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,no,"(33.8677941, -118.3135464, 0.0)",33.8677941,-118.31354640000002,yes,yes,no,non-profit,49.0,,,,,,
all care canada,0.0,,Vancouver Island Health,,sidney,V8L2C3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,bc,Sidney,59.0
anderson manor,0.0,,Vancouver Island Health,,victoria,V8V4C8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,bc,Victoria,59.0
evergreen hamlets,0.0,,Vancouver Island Health,,surrey,V3S3R7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,bc,Surrey,59.0
the hamlets at vernon,0.0,,Vancouver Island Health,,vernon,V1T9Y9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,bc,Vernon,59.0
highland lodge,0.0,,Vancouver Island Health,,langley,V3A4C3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,bc,Langley,59.0
