facility_name,Number of dead,HCC_CODE,HLTH_AUTH,STREET_ADDRESS,CITY,POSTAL,PHONE,OPEN_DATE,COUNCIL,ACCRED_STATUS,BEDS_PRIVATE,BEDS_PUBLIC,BEDS_TOTAL,ROOMS_PRIVATE,ROOMS_SEMI,ROOMS_MULTI,COMPLAINTS,SUB_COMPLAINTS,INCIDENT_OUTBREAK,INCIDENT_ABUSE,INCIDENT_FALL,INCIDENT_POISON,INCIDENT_MEDICATION,INCIDENT_WANDERING,INCIDENT_INJURY,INCIDENT_AGGRESSION,INCIDENT_OUTBREAK_100,INCIDENT_ABUSE_100,INCIDENT_FALL_100,INCIDENT_POISON_100,INCIDENT_MEDICATION_100,INCIDENT_WANDERING_100,INCIDENT_INJURY_100,INCIDENT_AGGRESSION_100,AGE,FEMALE,AGE_85_PLUS,AGE_UNDER_65,STAY_LENGTH,DEPRESSION,ADL_DEPENDENT,CPS_SEVERE,DEMENTIA,ABS_PHYS_ABUSIVE,ISE,ISE_LOW,CMI,THERAPY_PT,THERAPY_RT,THERAPY_OT,MEDS_DEPRESSION,MEDS_ANTIPSYCHOTICS,RESTRAINTS,INSPECTIONS,INFRACTIONS,INFRACTIONS_LICENSING,INFRACTIONS_FACILITY,INFRACTIONS_STAFFING,INFRACTIONS_POLICY,INFRACTIONS_CARE,INFRACTIONS_DISEASE,INFRACTIONS_FOOD,INFRACTIONS_MEDICATION,INFRACTIONS_PROGRAM,INFRACTIONS_REPORTING,INFRACTIONS_RIGHTS,INFRACTIONS_OTHER,outbreak_status,location,point,latitude,longitude,residents_council,family_council,accreditation,home_type,years_operating,LONGITUDE,LATITUDE
mountain lake seniors community,0.0,92HIA,Interior Health,908 11th St,Nelson,V1L7A6,(250) 352-2600,2005,"Resident Council, Family Council",Unknown,7.0,85.0,92.0,92.0,0.0,0.0,1,1,0,4,5,0,0,0,1,0,0,4.3,5.4,0,0,0,1.1,0,84,0.655,0.595,0.081,980,0.262,0.145,0.255,0.679,0.1,3.3,0.317,0.57,0.034,0.003,0.007,0.407,0.253,0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"Mountain Lake Seniors Community, 908, 11th Street, Fairview, Nelson, Regional District of Central Kootenay, British Columbia, V1L 3C7, Canada","(49.5081403, -117.26611815013092, 0.0)",49.5081403,-117.26611815013092,yes,yes,unknown,for-profit,15.0,-117.2656912,49.5085719
mountain view lodge - lillooet hospital and health centre,0.0,9A4E5,Interior Health,951 Murray St. ,Lillooet,V0K1V0,(250) 256-1312,1980,Resident & Family Council (combined),Accredited,0.0,22.0,22.0,20.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.5,0,0,87,0.723,0.66,0.039,1958,0.47,0.422,0.386,0.783,0.108,2.6,0.494,0.65,0.446,0.024,0,0.578,0.306,0.003,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"Lillooet Hospital & Health Centre, 951, Murray Street, Lillooet, Squamish-Lillooet Regional District, British Columbia, V0K 2E3, Canada","(50.68929895, -121.93935595579316, 0.0)",50.68929895,-121.93935595579315,yes,yes,yes,health_authority,40.0,-121.93896129999999,50.6892622
mountain view manor - delta hospital,0.0,9A56E,Fraser Health,5800 Mountain View Boulevard,Delta,V4K3V6,(604) 940-3416 ext. 787340,,"Resident Council, Family Council",Unknown,0.0,92.0,92.0,12.0,4.0,18.0,0,0,0,0,3,0,0,0,1,0,0,0,3.3,0,0,0,1.1,0,90,0.646,0.736,0.011,911,0.115,0.447,0.281,0.453,0.05,1.7,0.725,0.58,0.216,0.63,0.015,0.379,0.22,0.036,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"Delta Hospital, 5800, Mountain View Boulevard, Ladner, Delta, Metro Vancouver Regional District, British Columbia, V4K 5B4, Canada","(49.085682399999996, -123.06125243089483, 0.0)",49.0856824,-123.06125243089485,yes,yes,unknown,health_authority,,-123.06125243089485,49.0856824
mountainview lodge - kitimat general hospital,0.0,9A630,Northern Health,920 Lahakas Blvd. S,Kitimat,V8C2S3,(250) 632-8357,2002,"Resident Council, Family Council",Accredited,0.0,36.0,36.0,32.0,2.0,0.0,,,0,0,1,0,0,0,0,0,0,0,2.8,0,0,0,0,0,82,0.736,0.459,0.05,,0.476,0.484,0.411,0.476,0.008,2.5,0.516,0.62,0,0.081,0,0.452,0.21,0.08,2.0,9.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,no,"Lahakas, 120, city centre, Kildala, Kitimat, Regional District of Kitimat-Stikine, British Columbia, V8C 2T0, Canada","(54.0542737, -128.6552266, 0.0)",54.05427370000001,-128.6552266,yes,yes,yes,health_authority,18.0,-128.65010159999997,54.0490702
mountainview village,0.0,93240,Interior Health,1540 K.L.O. Road,Kelowna,V1W3P6,(250) 469-6935,2007,Resident & Family Council (combined),Accredited,0.0,90.0,90.0,90.0,0.0,0.0,0,0,0,0,11,0,0,1,12,0,0,0,12.2,0,0,1.1,13.3,0,84,0.618,0.598,0.053,782,0.204,0.196,0.349,0.715,0.153,2.9,0.347,0.59,0.011,0.102,0.003,0.53,0.429,0.068,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,no,"K.L.O. Road, South Kelowna, Kelowna, Regional District of Central Okanagan, British Columbia, V1W 2E1, Canada","(49.8610063, -119.4565603, 0.0)",49.8610063,-119.45656029999999,yes,yes,yes,non-profit,13.0,-119.45656029999999,49.8610063
nanaimo seniors village,0.0,9261A,Vancouver Island Health,6085 Uplands Drive,Nanaimo,V9V1T8,(250) 729-9524,2004,"Resident Council, Family Council",Accredited,16.0,134.0,150.0,150.0,0.0,0.0,4,1,0,0,13,0,0,3,4,13,0,0,8.7,0,0,2,2.7,8.7,85,0.672,0.617,0.051,906,0.284,0.28,0.319,0.558,0.082,3.4,0.261,0.57,0.016,0.043,0,0.405,0.377,0.163,5.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"Uplands Drive, Uplands, Nanaimo, Regional District of Nanaimo, British Columbia, V9T 4K5, Canada","(49.2188842, -124.0240749, 0.0)",49.2188842,-124.0240749,yes,yes,yes,for-profit,16.0,-124.0386077,49.236458299999995
nelson jubilee manor,0.0,98G4A,Interior Health,500 Beasley St West,Nelson,V1L6G9,(250) 352-7011,1979,"Resident Council, Family Council",Accredited,0.0,39.0,39.0,39.0,0.0,0.0,0,0,1,2,1,0,0,0,0,1,2.6,5.1,2.6,0,0,0,0,2.6,85,0.712,0.619,0.085,607,0.294,0.484,0.229,0.529,0.033,2.2,0.614,0.6,0.105,0,0.105,0.497,0.222,0.091,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,no,"Beasley Street West, Rosemont, Nelson, Regional District of Central Kootenay, British Columbia, V1L 4W6, Canada","(49.4786476, -117.2961492, 0.0)",49.4786476,-117.2961492,yes,yes,yes,health_authority,41.0,-117.29899609999998,49.4795674
nicola lodge,0.0,93GBA,Fraser Health,2240 Hawkins St.,Port Coquitlam,V3B0M2,(604) 945-0058,2016,,Unknown,18.0,212.0,230.0,0.0,0.0,0.0,4,1,2,1,25,0,0,2,6,0,0.9,0.4,10.9,0,0,0.9,2.6,0,84,0.586,0.561,0.043,620,0.189,0.118,0.184,0.609,0.07,1.7,0.805,0.58,0.164,0.554,0.027,0.416,0.125,0.04,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"Hawkins Street, Fremont Village, Birchland Manor, Port Coquitlam, Metro Vancouver Regional District, British Columbia, V3B 0G0, Canada","(49.2545713, -122.7383898, 0.0)",49.2545713,-122.73838980000001,no,no,unknown,for-profit,4.0,-122.737963,49.256072700000004
noric house,0.0,98IF3,Interior Health,1400 Mission Rd,Vernon,V1T9C3,(250) 545-9167,1978,"Resident Council, Family Council",Accredited,0.0,85.0,85.0,85.0,0.0,0.0,0,0,1,0,19,0,0,3,2,1,1.2,0,22.4,0,0,3.5,2.4,1.2,85,0.744,0.595,0.025,599,0.405,0.399,0.26,0.775,0.092,2.3,0.615,0.64,0.343,0.595,0.524,0.698,0.253,0.076,1.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"Mission Road, Vernon, Regional District of North Okanagan, British Columbia, V1T 6A7, Canada","(50.252306, -119.2791023, 0.0)",50.252306,-119.2791023,yes,yes,yes,health_authority,42.0,-119.282595,50.2510341
normanna rest home,0.0,9C489,Fraser Health,7725-4th St,Burnaby,V3N5B6,(604) 522-5812,2000,"Resident Council, Family Council",Unknown,0.0,100.0,100.0,90.0,5.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,86,0.802,0.61,0.025,1142,0.273,0.349,0.206,0.628,0.161,2.9,0.388,0.6,0.135,0.495,0.008,0.448,0.259,0.094,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"Normanna Home, 7725, 4th Street, Uptown, Burnaby, Metro Vancouver Regional District, British Columbia, V3L 2W6, Canada","(49.22202645, -122.92761074114857, 0.0)",49.22202645,-122.92761074114857,yes,yes,unknown,non-profit,20.0,-122.92769380000001,49.2221124
northcrest care centre,0.0,9C5G2,Fraser Health,6771-120th Street,Delta,V4E2A7,(604) 597-7878,1994,Resident & Family Council (combined),Accredited,0.0,106.0,106.0,90.0,8.0,0.0,0,0,0,0,3,0,0,2,0,0,0,0,2.8,0,0,1.9,0,0,84,0.676,0.517,0.062,278,0.529,0.452,0.304,0.701,0.161,1.8,0.697,0.58,0.007,0.849,0.002,0.705,0.225,0.104,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,,,,,yes,yes,yes,for-profit,26.0,-122.8911054,49.126442
northern haida gwaii hospital and health centre,0.0,91F3C,Northern Health,2520 Harrison Avenue,Masset,V0T1M0,(250) 626-4700,2008,No Councils,Accredited,0.0,5.0,5.0,4.0,0.0,0.0,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,1.0,8.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,no,"Northern Haida Gwaii Hospital and Health Centre, 2520, Harrison Avenue, Masset, North Coast Regional District, British Columbia, V0T 1M0, Canada","(54.0204029, -132.1573868, 0.0)",54.0204029,-132.1573868,no,no,yes,health_authority,12.0,-132.1573868,54.0204029
oak bay lodge,0.0,99D3D,Vancouver Island Health,2251 Cadboro Bay Rd.,Victoria,V8R5H3,(250) 370-6605,1972,In transition,Accredited,0.0,235.0,235.0,87.0,74.0,0.0,30,8,1,13,42,0,1,14,2,21,0.4,5.5,17.9,0,0.4,6,0.9,8.9,88,0.673,0.697,0.011,730,0.294,0.143,0.197,0.828,0.058,3.2,0.37,0.54,0.004,0.011,0.043,0.528,0.353,0.036,19.0,22.0,0.0,2.0,1.0,6.0,5.0,1.0,1.0,1.0,0.0,5.0,0.0,0.0,no,"2251, Cadboro Bay Road, Estevan Village, Oak Bay, Capital Regional District, British Columbia, V8R 5J1, Canada","(48.4338079, -123.3131831, 0.0)",48.4338079,-123.3131831,no,no,yes,health_authority,48.0,-123.31365349999999,48.43282979999999
orchard haven - south similkameen health centre,0.0,9252A,Interior Health,700 3rd St,Keremeos,V0X1N0,(250) 499-3030,2000,"Resident Council, Family Council",Accredited,0.0,38.0,38.0,38.0,0.0,0.0,0,0,1,1,9,0,0,4,4,1,2.6,2.6,23.7,0,0,10.5,10.5,2.6,82,0.665,0.502,0.044,643,0.417,0.303,0.295,0.697,0.061,3.1,0.439,0.6,0.121,0.03,0.038,0.5,0.267,0.214,2.0,11.0,2.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,no,"3rd Street, Keremeos, Regional District of Okanagan-Similkameen, British Columbia, V0X 1N0, Canada","(49.2069196, -119.8315278, 0.0)",49.2069196,-119.83152779999999,yes,yes,yes,health_authority,20.0,-119.8326764,49.2045297
overlander residential care,0.0,9A708,Interior Health,953 Southill Street,Kamloops,V2B7Z9,(250) 554-2323,1976,"Resident Council, Family Council",Accredited,0.0,183.0,183.0,35.0,14.0,30.0,0,0,4,0,17,0,0,5,9,2,2.2,0,9.3,0,0,2.7,4.9,1.1,81,0.683,0.426,0.09,726,0.373,0.505,0.364,0.676,0.096,2.5,0.499,0.62,0.217,0.444,0.173,0.599,0.373,0.083,0.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"953, Southill Street, Mission Flats, Kamloops, Thompson-Nicola Regional District, British Columbia, V2B 7Z9, Canada","(50.7037337, -120.3973241, 0.0)",50.70373370000001,-120.39732409999999,yes,yes,yes,health_authority,44.0,-120.39732409999999,50.70373370000001
oyster harbour seniors community,0.0,99G47,Vancouver Island Health,1127 4th Ave,Ladysmith,V9G1A6,(250) 245-3318,2007,"Resident Council, Family Council",Not Accredited,0.0,89.0,89.0,87.0,2.0,0.0,3,1,0,0,9,0,0,1,0,0,0,0,10.1,0,0,1.1,0,0,83,0.682,0.514,0.054,1144,0.175,0.186,0.257,0.701,0.088,3.1,0.407,0.55,0.023,0.003,0,0.427,0.17,0.005,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,no,"4th Avenue, Ladysmith, Cowichan Valley Regional District, British Columbia, V9G 1A8, Canada","(48.9937491, -123.8257751, 0.0)",48.9937491,-123.82577509999999,yes,yes,no,for-profit,13.0,-123.8287358,48.9966463
parkside care,0.0,9AI58,Northern Health,788 Ospika Boulevard,Prince George,V2M6Y2,(250) 563-1916,1983,"Resident Council, Family Council",Accredited,0.0,58.0,58.0,58.0,0.0,0.0,1,1,0,0,3,0,0,0,2,0,0,0,5.2,0,0,0,3.4,0,83,0.639,0.542,0.067,1032,0.283,0.313,0.325,0.699,0.024,3,0.367,0.57,0,0.831,0,0.494,0.299,0.098,1.0,5.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,no,,,,,yes,yes,yes,health_authority,37.0,,
parkview place,0.0,98IEB,Interior Health,707 3rd Ave,Enderby,V0E1V0,(250) 838-2470,1995,"Resident Council, Family Council",Accredited,0.0,31.0,31.0,31.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,87,0.631,0.694,0.006,500,0.264,0.231,0.306,0.686,0.083,2.5,0.512,0.58,0,0.504,0,0.57,0.205,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"3rd Avenue, Enderby, Regional District of North Okanagan, British Columbia, V0E 1V0, Canada","(50.5462064, -119.1414356, 0.0)",50.5462064,-119.1414356,yes,yes,yes,health_authority,25.0,-119.1407493,50.5466217
peace portal seniors village,0.0,9C47I,Fraser Health,15441 - 16th Avenue,Surrey,V4A8T8,(604) 535-2273,1986,"Resident Council, Family Council",Accredited,57.0,27.0,84.0,67.0,7.0,0.0,0,0,1,0,13,0,0,5,2,0,1.2,0,15.5,0,0,6,2.4,0,87,0.713,0.713,0.005,535,0.355,0.255,0.355,0.617,0.085,2.9,0.475,0.53,0.035,0.482,0,0.461,0.152,0.158,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,no,,,,,yes,yes,yes,for-profit,34.0,-122.79452959999999,49.031282
peace villa,0.0,9BDGA,Northern Health,8407 112 Avenue,Fort St John,V1J0J5,(250) 774-8100,2012,Resident & Family Council (combined),Accredited,0.0,124.0,124.0,124.0,0.0,0.0,0,0,0,0,5,0,0,0,3,0,0,0,4,0,0,0,2.4,0,81,0.628,0.418,0.1,932,0.079,0.27,0.227,0.587,0.057,2.8,0.385,0.57,0,0.005,0.005,0.407,0.372,0.198,4.0,8.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,no,"Fort St. John Hospital, 8407, 112 Avenue, Fort St. John, Peace River Regional District, British Columbia, V1J 4H9, Canada","(56.25611715, -120.81650749546748, 0.0)",56.25611715,-120.81650749546749,yes,yes,yes,health_authority,8.0,-120.8161127,56.2560542
piccadilly seniors community,0.0,931AA,Interior Health,821 10th Avenue SW,Salmon Arm,V1E1T2,(250) 804-1676,2007,Resident & Family Council (combined),Accredited,8.0,51.0,59.0,46.0,7.0,0.0,0,0,0,1,9,0,0,0,4,1,0,1.7,15.3,0,0,0,6.8,1.7,89,0.588,0.734,0.024,574,0.28,0.229,0.336,0.612,0.07,3.6,0.224,0.58,0,0,0,0.514,0.204,0.047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,,,,,yes,yes,yes,for-profit,13.0,-119.29555520000001,50.6929509
pine acres home,0.0,9BDAH,Interior Health,1902 Pheasant Lane,Westbank,V4T2H4,(250) 768-7676,1984,"Resident Council, Family Council",Accredited,23.0,40.0,63.0,33.0,5.0,0.0,0,0,0,2,6,0,0,0,4,0,0,3.2,9.5,0,0,0,6.3,0,80,0.492,0.35,0.123,725,0.172,0.185,0.256,0.731,0.05,2.7,0.429,0.54,0.013,0.113,0.071,0.357,0.517,0.049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"1902, Pheasant Lane, Shannon Lake, Westbank First Nation #9, Regional District of Central Okanagan, British Columbia, V4T 1T8, Canada","(49.8395379, -119.5954972, 0.0)",49.839537899999996,-119.59549720000001,yes,yes,yes,non-profit,36.0,-119.59486640000002,49.8395559
pine grove seniors community,0.0,9A9G2,Interior Health,313 Mcgowan Street,Kamloops,V2B2N8,(250) 376-5701,1981,"Resident Council, Family Council",Unknown,0.0,75.0,75.0,14.0,31.0,0.0,1,0,2,0,8,0,0,1,3,1,2.7,0,10.7,0,0,1.3,4,1.3,87,0.742,0.628,0.02,395,0.291,0.37,0.298,0.633,0.076,3.2,0.388,0.62,0.118,0.093,0,0.509,0.172,0.091,1.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,no,"McGowan, Albert McGowan Park Trail, Upper Sahali, Kamloops, Thompson-Nicola Regional District, British Columbia, V2E 2M7, Canada","(50.64479145, -120.34409980000001, 0.0)",50.64479145,-120.3440998,yes,yes,unknown,for-profit,39.0,-120.3507604,50.6876295
pinegrove place,0.0,9AG59,Vancouver Coastal Health,11331 Mellis Drive,Richmond,V6X1L8,(604) 278-1296,1983,Resident & Family Council (combined),Accredited,0.0,76.0,76.0,76.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1.3,0,0,0,0,0,84,0.586,0.574,0.04,1742,0.245,0.462,0.374,0.72,0.126,1.8,0.698,0.59,0.003,0.654,0.003,0.469,0.201,0.092,5.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,no,"Mellis Drive, Bridgeport, East Cambie, Richmond, Metro Vancouver Regional District, British Columbia, V6X 1K9, Canada","(49.185603, -123.0961792, 0.0)",49.185603,-123.09617920000001,yes,yes,yes,non-profit,37.0,-123.09844709999999,49.186792499999996
pleasant valley manor,0.0,9BJG5,Interior Health,3800 Patten Dr.,Armstrong,V0E1B2,(250) 546-4707,1995,"Resident Council, Family Council",Accredited,0.0,82.0,82.0,82.0,0.0,0.0,0,0,0,1,9,0,0,1,1,0,0,1.2,11,0,0,1.2,1.2,0,87,0.641,0.72,0.04,601,0.286,0.432,0.235,0.729,0.051,3,0.381,0.59,0.009,0.714,0,0.512,0.254,0.118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"Patten Drive, Armstrong, Regional District of North Okanagan, British Columbia, V0E 1B0, Canada","(50.4392858, -119.2079969, 0.0)",50.43928579999999,-119.2079969,yes,yes,yes,health_authority,25.0,-119.2079969,50.43928579999999
point grey private hospital,0.0,9995A,Vancouver Coastal Health,2423 Cornwall Avenue,Vancouver,V6K1B9,(604) 733-7133,1979,Resident Council,Not Accredited,5.0,67.0,72.0,31.0,20.0,0.0,0,0,1,0,2,0,0,0,0,1,1.4,0,2.8,0,0,0,0,1.4,86,0.604,0.643,0.004,749,0.305,0.297,0.271,0.751,0.126,3.6,0.29,0.59,0.033,0,0.011,0.558,0.247,0.327,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,no,"Cornwall Avenue, Kitsilano, Vancouver, Metro Vancouver Regional District, British Columbia, V6J, Canada","(49.2724948, -123.1496031, 0.0)",49.2724948,-123.1496031,yes,no,no,for-profit,41.0,-123.1496031,49.2724948
polson residential care - vernon jubilee hospital,0.0,9A628,Interior Health,2101 32nd Street,Vernon,V1T5L2,(250) 558-1200,1980,"Resident Council, Family Council",Accredited,0.0,97.0,97.0,15.0,9.0,16.0,0,0,2,0,9,0,0,1,6,2,2.1,0,9.3,0,0,1,6.2,2.1,85,0.657,0.558,0.023,542,0.438,0.369,0.308,0.737,0.042,2.3,0.544,0.61,0.029,0.31,0.029,0.729,0.31,0.145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,,,,,yes,yes,yes,health_authority,40.0,,
ponderosa lodge,0.0,98FA9,Interior Health,425 Columbia St,Kamloops,V2C2T4,(250) 374-5671,1979,Family Council,Accredited,0.0,98.0,98.0,90.0,1.0,0.0,0,0,2,1,12,0,0,4,4,3,2,1,12.2,0,0,4.1,4.1,3.1,84,0.479,0.484,0.028,237,0.223,0.31,0.332,0.712,0.071,3.1,0.37,0.58,0.473,0,0.359,0.522,0.305,0.009,1.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"425, Columbia Street, Lower Sahali, Kamloops, Thompson-Nicola Regional District, British Columbia, V2C 2T3, Canada","(50.671218, -120.332574, 0.0)",50.671217999999996,-120.332574,no,yes,yes,health_authority,41.0,-120.3325779,50.67121470000001
poplar ridge pavilion - kootenay boundary hospital,0.0,9A667,Interior Health,1200 Hospital Bench,Trail,V1R4M1,(250) 364-3488,1972,"Resident Council, Family Council",Accredited,0.0,49.0,49.0,5.0,14.0,4.0,0,0,2,3,0,0,0,0,0,0,4.1,6.1,0,0,0,0,0,0,87,0.674,0.632,0.045,287,0.254,0.585,0.263,0.561,0.039,2.8,0.493,0.62,0.2,0.493,0.205,0.673,0.179,0.088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"Hospital Bench, Trail, Regional District of Kootenay Boundary, British Columbia, V1R 4L9, Canada","(49.1035546, -117.7011867, 0.0)",49.1035546,-117.70118670000001,yes,yes,yes,health_authority,48.0,-117.70118670000001,49.1035546
purdy pavilion - ubc hospital,0.0,9A5C6,Vancouver Coastal Health,2221 Wesbrook Mall,Vancouver,V6T1Z9,(604) 822-7121,1977,"Resident Council, Family Council",Accredited,0.0,199.0,199.0,23.0,0.0,60.0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,81,0.551,0.443,0.092,760,0.161,0.455,0.431,0.447,0.051,2.4,0.553,0.62,0.347,0.196,0.069,0.47,0.333,0.136,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"Purdy Pavilion, 2221, Wesbrook Mall, University Endowment Lands, Metro Vancouver Regional District, British Columbia, V6T 2B5, Canada","(49.2632866, -123.24586939010035, 0.0)",49.2632866,-123.24586939010037,yes,yes,yes,health_authority,43.0,-123.24586939010037,49.2632866
qualicum manor,0.0,92EE0,Vancouver Island Health,124 Fourth Ave East,Qualicum Beach,V9K1N6,(250) 752-1262,2005,Resident & Family Council (combined),Unknown,22.0,37.0,59.0,34.0,13.0,0.0,4,1,0,2,3,0,0,0,2,0,0,3.4,5.1,0,0,0,3.4,0,89,0.913,0.758,0,1756,0.23,0.378,0.244,0.837,0.104,2.1,0.593,0.58,0.007,0.022,0,0.748,0.369,0.072,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"Fourth Avenue East, Qualicum Beach, Regional District of Nanaimo, British Columbia, V9K 2T0, Canada","(49.3451815, -124.4408449, 0.0)",49.3451815,-124.4408449,yes,yes,unknown,for-profit,15.0,-124.44052450000001,49.3449157
queen's park care centre,0.0,9A5GG,Fraser Health,315 McBride Blvd.,New Westminster,V3L5E8,(604) 520-0911,1977,"Resident Council, Family Council",Unknown,0.0,148.0,148.0,14.0,2.0,32.0,0,0,0,2,4,0,0,0,2,0,0,1.4,2.7,0,0,0,1.4,0,84,0.641,0.586,0.096,548,0.118,0.387,0.22,0.518,0.06,2.7,0.503,0.58,0.025,0.2,0.023,0.367,0.132,0.071,1.0,6.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,no,"McBride Boulevard, Victory Heights, Queens Park, New Westminster, Metro Vancouver Regional District, British Columbia, V3L 4G6, Canada","(49.2158542, -122.9036695, 0.0)",49.2158542,-122.9036695,yes,yes,unknown,health_authority,43.0,-122.9036695,49.2158542
r. w. large memorial hospital,0.0,9A773,Vancouver Coastal Health,88 Waglisla Street,Bella Bella,V0T1Z0,(250) 957-2314,1980,No Councils,Accredited,0.0,7.0,7.0,7.0,0.0,0.0,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,no,"R.W. Large Memorial Hospital, 88, Waglisla Street, Area B (Bella Bella), Central Coast Regional District, British Columbia, V0T 1Z0, Canada","(52.1612112, -128.14331958433718, 0.0)",52.161211200000004,-128.1433195843372,no,no,yes,health_authority,40.0,-128.1433195843372,52.161211200000004
rainbow lodge,0.0,9315A,Northern Health,1000 Liard Drive,Prince George,V2M3Z3,(250) 645-6497,2012,"Resident Council, Family Council",Accredited,0.0,18.0,18.0,19.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,5.6,0,0,0,0,0,82,0.86,0.43,0,393,0.176,0.196,0.196,0.824,0.02,3.4,0.373,0.5,0,0.882,0,0.51,0.275,0.186,1.0,9.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"1000, Liard Drive, College Heights, Prince George, Regional District of Fraser-Fort George, British Columbia, V2M 3X8, Canada","(53.91597, -122.7898484, 0.0)",53.915969999999994,-122.78984840000001,yes,yes,yes,health_authority,8.0,-122.7899305,53.91427579999999
