index,name,address,city_and_postal_code,LHIN,licensee,management,home_type,beds,short_stay,residents_council,family_council,accreditation,additional_info,city,postal_code,number_of_beds,first_inspection_date,total_inspections,5y_inspections,2y_inspections,total_complaints,5y_complaints,2y_complaints,total_critical,5y_critical,2y_critical,total_withOrders,5y_withOrders,2y_withOrders
553,THE VILLA CARE CENTRE,689 Yonge Street,"Midland, L4R2E1",North Simcoe Muskoka,Jarlette Ltd.,,For-Profit,Home with approximately 114 beds,Yes,Yes,No,Yes,,Midland, L4R2E1,114,2010-11-17,30,16,13,12,5,4,8,3,3,6,5,5
554,THE VILLAGE AT ST. CLAIR,1800 Talbot Road,"Windsor, N9A6S4",Erie St. Clair,Schlegel Villages Inc.,,For-Profit,Home with approximately 256 beds,No,No,No,No,,Windsor, N9A6S4,256,2014-11-06,63,60,21,23,22,9,33,31,10,8,8,4
555,THE VILLAGE AT UNIVERSITY GATES,250 LAURELWOOD DRIVE,"WATERLOO, N2J0E2",Waterloo Wellington,Schlegel Villages Inc.,,For-Profit,Home with approximately 192 beds,No,No,No,No,,WATERLOO, N2J0E2,192,2015-12-17,16,16,8,8,8,3,6,6,5,3,3,1
556,THE VILLAGE GREEN NURSING HOME,166 Pleasant Drive P.O. Box 94,"Selby, K0K2Z0",South East,0760444 B.C. Ltd. As General Partner On Behalf Of Omni Health Care Limited Partnership,,For-Profit,Home with approximately 66 beds,No,Yes,Yes,Yes,,Selby, K0K2Z0,66,2010-11-03,30,18,7,8,5,1,12,8,5,3,1,
557,THE VILLAGE OF ASPEN LAKE,9855 McHugh Street,"Windsor, N8P0A6",Erie St. Clair,R-b-j Schlegel Holdings Inc.,,For-Profit,Home with approximately 192 beds,No,Yes,Yes,Yes,,Windsor, N8P0A6,192,2011-05-03,94,46,18,31,18,8,55,22,8,3,3,
558,THE VILLAGE OF ERIN MEADOWS,2930 Erin Centre Boulevard,"Mississauga, L5M7M4",Mississauga Halton,Schlegel Villages Inc.,,For-Profit,Home with approximately 180 beds,No,Yes,Yes,Yes,,Mississauga, L5M7M4,180,2010-11-08,52,21,17,20,7,6,14,6,6,16,8,6
559,THE VILLAGE OF GLENDALE CROSSING,3030 Singleton Avenue,"London, N6L0B6",South West,The Homewood Corporation,Oakwood Retirement Communities Inc.,For-Profit,Home with approximately 192 beds,No,No,No,Yes,,London, N6L0B6,192,2010-08-12,109,52,18,49,22,4,40,17,11,19,14,4
560,THE VILLAGE OF HUMBER HEIGHTS,2245 Lawrence Avenue West,"Etobicoke, M9P3W3",Central,Oakwood Retirement Communities Inc.,,For-Profit,Home with approximately 192 beds,No,Yes,No,Yes,,Etobicoke, M9P3W3,192,2012-01-31,24,20,12,11,7,6,7,7,5,6,6,4
561,THE VILLAGE OF RIVERSIDE GLEN,60 Woodlawn Road East,"Guelph, N1H8M8",Waterloo Wellington,Schlegel Villages Inc.,,For-Profit,Home with approximately 192 beds,No,Yes,Yes,Yes,,Guelph, N1H8M8,192,2010-07-27,109,42,13,63,22,6,31,12,5,19,10,2
562,THE VILLAGE OF SANDALWOOD PARK,425 Great Lakes Drive,"Brampton, L6R2W8",Central West,Oakwood Retirement Communities Inc.,,For-Profit,Home with approximately 120 beds,No,Yes,Yes,Yes,,Brampton, L6R2W8,120,2010-09-27,30,14,7,8,2,2,15,7,5,7,4,2
563,THE VILLAGE OF TANSLEY WOODS,4100 Upper Middle Road,"Burlington, L7M4W8",Hamilton Niagara Haldimand Brant (Hnhb),Oakwood Retirement Communities Inc.,,For-Profit,Home with approximately 144 beds,No,Yes,Yes,Yes,,Burlington, L7M4W8,144,2010-11-03,32,19,11,10,5,4,8,4,3,9,8,3
564,THE VILLAGE OF TAUNTON MILLS,3800 Brock Street North,"Whitby, L1R3A5",Central East,Oakwood Retirement Communities Inc.,,For-Profit,Home with approximately 120 beds,No,Yes,Yes,Yes,,Whitby, L1R3A5,120,2010-08-23,37,22,13,12,7,6,16,7,4,5,5,2
565,THE VILLAGE OF WENTWORTH HEIGHTS,1620 Upper Wentworth Street,"Hamilton, L9B2W3",Hamilton Niagara Haldimand Brant (Hnhb),Oakwood Retirement Communities Inc.,,For-Profit,Home with approximately 120 beds,No,Yes,Yes,Yes,,Hamilton, L9B2W3,120,2010-09-11,26,11,6,9,3,3,6,3,2,8,3,
566,THE VILLAGE OF WINSTON PARK,695 Block Line Road,"Kitchener, N2E3K1",Waterloo Wellington,Winston Hall Nursing Homes Limited,,For-Profit,Home with approximately 95 beds,No,Yes,No,Yes,,Kitchener, N2E3K1,95,2011-05-18,36,14,6,10,5,2,18,5,3,2,1,
567,THE VILLAGE SENIORS COMMUNITY,101-10Th Street,"Hanover, N4N1M9",South West,Hanover Operating Inc.,,For-Profit,Home with approximately 70 beds,No,Yes,Yes,Yes,,Hanover, N4N1M9,70,2010-12-17,35,12,9,12,1,1,15,4,4,4,4,3
568,THE WELLINGTON NURSING HOME,1430 Upper Wellington Street,"Hamilton, L9A5H3",Hamilton Niagara Haldimand Brant (Hnhb),Barton Retirement Inc.,Southrim Development Inc.,For-Profit,Home with approximately 102 beds,No,Yes,Yes,Yes,,Hamilton, L9A5H3,102,2010-07-29,40,24,9,15,8,4,12,6,3,13,8,4
569,THE WEST NIPISSING GENERAL HOSPITAL,725 Coursol,"Sturgeon Falls, P2B2Y6",North East,The West Nipissing General Hospital,,Non-Profit,Home with approximately 48 beds,No,Yes,No,Yes,,Sturgeon Falls, P2B2Y6,48,2011-09-22,16,12,6,2,2,1,5,3,3,5,5,1
570,THE WEXFORD,1860 Lawrence Avenue East,"Scarborough, M1R5B1",Central East,The Wexford Residence Inc.,,Non-Profit,Home with approximately 166 beds,No,Yes,Yes,Yes,,Scarborough, M1R5B1,166,2010-09-21,57,30,16,23,10,7,23,14,6,14,7,3
571,THE WILLOWS ESTATE NURSING HOME,13837 Yonge Street,"Aurora, L4G3G8",Central,0760444 B.C. Ltd. As General Partner On Behalf Of Omni Health Care Limited Partnership,,For-Profit,Home with approximately 84 beds,No,Yes,No,Yes,,Aurora, L4G3G8,84,2011-10-14,23,15,10,10,5,5,3,2,2,6,4,2
572,THE WOODLANDS OF SUNSET,920 Pelham Street,"Welland, L3C1Y5",Hamilton Niagara Haldimand Brant (Hnhb),The Regional Municipality Of Niagara,,Municipal,Home with approximately 121 beds,No,Yes,Yes,Yes,,Welland, L3C1Y5,121,2011-09-22,21,12,6,4,3,1,9,5,4,4,2,
573,THOMPSON HOUSE,1 Overland Drive,"North York, M3C2C3",Central,Don Mills Foundation For Seniors,,Non-Profit,Home with approximately 136 beds,No,Yes,Yes,No,,North York, M3C2C3,136,2011-10-05,16,12,7,6,2,2,4,4,4,6,4,3
574,THORNTONVIEW,186 Thornton Road South,"Oshawa, L1J5Y2",Central East,Revera Long Term Care Inc.,,For-Profit,Home with approximately 154 beds,No,Yes,Yes,Yes,,Oshawa, L1J5Y2,154,2010-08-18,42,21,13,20,13,10,13,4,3,7,2,1
576,TILBURY MANOR NURSING HOME,16 Fort Street P.O. Box 160,"Tilbury, N0P2L0",Erie St. Clair,"Arch Long Term Care Lp By Its General Partner, Arch Long Term Care Mgp, By Its Partners, Arch Long Term Care Gp Inc. And Arch Capital Management Corporation",Universalcare Canada Inc.,For-Profit,Home with approximately 75 beds,Yes,Yes,Yes,Yes,,Tilbury, N0P2L0,75,2010-11-10,34,21,8,16,6,2,10,8,4,3,3,
578,TONY STACEY CENTRE FOR VETERANS' CARE,59 Lawson Road,"Toronto, M1C2J1",Central East,Royal Canadian Legion District 'd' Care Centres,Universalcare Canada Inc.,Non-Profit,Home with approximately 100 beds,Yes,Yes,No,No,,Toronto, M1C2J1,100,2011-06-27,19,11,7,7,3,2,4,4,4,8,5,2
579,TOWNSHIP OF OSGOODE CARE CENTRE,7650 Snake Island Road,"Metcalfe, K0A2P0",Champlain,Township Of Osgoode Care Centre,,Non-Profit,Home with approximately 100 beds,Yes,Yes,Yes,No,,Metcalfe, K0A2P0,100,2011-05-13,21,10,6,9,2,1,8,5,4,,,
580,TRENT VALLEY LODGE,195 Bay Street,"Trenton, K8V1H9",South East,Trent Valley Lodge Limited,,For-Profit,Home with approximately 102 beds,No,Yes,Yes,Yes,,Trenton, K8V1H9,102,2011-10-19,45,37,10,19,14,4,10,9,4,13,12,3
581,TRILLIUM COURT,550 Philip Place,"Kincardine, N2Z3A6",South West,Revera Long Term Care Inc.,,For-Profit,Home with approximately 40 beds,No,Yes,Yes,Yes,,Kincardine, N2Z3A6,40,2011-04-06,25,12,6,8,2,1,8,4,2,4,2,2
582,TRILLIUM MANOR HOME FOR THE AGED,12 Grace Avenue,"Orillia, L3V2K2",North Simcoe Muskoka,Corporation Of The County Of Simcoe,,Municipal,Home with approximately 122 beds,Yes,Yes,Yes,Yes,,Orillia, L3V2K2,122,2011-10-18,24,14,6,10,5,2,8,5,3,3,1,
583,TRILLIUM RETIREMENT AND CARE COMMUNITY,800 Edgar Street,"Kingston, K7M8S4",South East,Specialty Care East Inc.,,For-Profit,Home with approximately 190 beds,Yes,Yes,Yes,Yes,,Kingston, K7M8S4,190,2010-08-10,83,42,19,30,13,8,31,20,9,16,6,1
584,TRILLIUM VILLA NURSING HOME,1221 Michigan Avenue,"Sarnia, N7S3Y3",Erie St. Clair,S & R Nursing Homes Ltd.,,For-Profit,Home with approximately 152 beds,Yes,Yes,No,Yes,,Sarnia, N7S3Y3,152,2010-09-21,37,12,8,9,1,,22,8,8,,,
585,TRINITY VILLAGE CARE CENTRE,2727 Kingsway Drive,"Kitchener, N2C1A7",Waterloo Wellington,Lutheran Homes Kitchener-waterloo,,Non-Profit,Home with approximately 150 beds,No,Yes,Yes,Yes,,Kitchener, N2C1A7,150,2011-02-22,55,22,8,24,12,4,22,5,3,6,5,2
586,TRUE DAVIDSON ACRES,200 Dawes Road,"Toronto, M4C5M8",Toronto Central,Toronto Long-term Care Homes And Services,,Municipal,Home with approximately 187 beds,Yes,Yes,Yes,Yes,,Toronto, M4C5M8,187,2011-09-07,25,15,10,14,6,4,6,5,5,2,2,2
587,TSIIONKWANONHSOTE,70 Kawehnoke Apartments Road,"Akwesasne, K6H5R7",Champlain,Mohawk Council Of Akwesasne,,Non-Profit,Home with approximately 50 beds,No,Yes,No,Yes,,Akwesasne, K6H5R7,50,2011-11-03,22,15,8,6,2,1,3,1,1,11,10,7
588,TUFFORD NURSING HOME,312 Queenston Street,"St Catharines, L2P2X4",Hamilton Niagara Haldimand Brant (Hnhb),Unger Nursing Homes Limited,,For-Profit,Home with approximately 65 beds,No,Yes,No,Yes,,St Catharines, L2P2X4,65,2010-08-10,15,5,2,6,1,1,2,1,1,3,1,
589,TULLAMORE CARE COMMUNITY,133 Kennedy Road South,"Brampton, L6W3G3",Central West,Vigour Limited Partnership On Behalf Of Vigour General Partner Inc.,,For-Profit,Home with approximately 159 beds,Yes,Yes,Yes,Yes,,Brampton, L6W3G3,159,2010-10-13,54,29,18,28,13,8,16,8,6,14,7,3
590,TWIN LAKES TERRACE LONG TERM CARE COMMUNITY,1310 Murphy Road,"Sarnia, N7S6K5",Erie St. Clair,S & R Nursing Homes Ltd.,,For-Profit,Home with approximately 60 beds,No,Yes,Yes,Yes,,Sarnia, N7S6K5,60,2011-11-30,14,9,6,2,1,1,3,3,3,1,1,1
591,TWIN OAKS OF MARYHILL,1360 Maryhill Road,"Maryhill, N0B2B0",Waterloo Wellington,Twin Oaks Of Maryhill Inc.,,For-Profit,Home with approximately 31 beds,No,Yes,No,No,,Maryhill, N0B2B0,31,2010-11-09,18,12,5,8,5,3,3,2,1,2,2,
592,TYNDALL NURSING HOME,1060 Eglinton Avenue East,"Mississauga, L4W1K3",Mississauga Halton,Tyndall Nursing Home Limited,,For-Profit,Home with approximately 151 beds,No,Yes,No,Yes,,Mississauga, L4W1K3,151,2010-08-12,48,22,8,19,4,2,8,6,5,20,10,2
593,UKRAINIAN CANADIAN CARE CENTRE,60 Richview Road,"Etobicoke, M9A5E4",Central,St. Demetrius (Ukrainian Catholic) Development Corporation,,Non-Profit,Home with approximately 152 beds,No,Yes,Yes,Yes,,Etobicoke, M9A5E4,152,2010-09-03,17,12,9,7,3,3,5,4,4,3,3,1
594,UNION VILLA,4300 Highway #7,"Unionville, L3R1L8",Central,Unionville Home Society,,Non-Profit,Home with approximately 160 beds,No,Yes,Yes,Yes,,Unionville, L3R1L8,160,2010-08-31,36,18,14,12,5,4,12,8,8,11,5,5
595,UNITED MENNONITE HOME,4024 Twenty-Third Street,"Vineland, L0R2C0",Hamilton Niagara Haldimand Brant (Hnhb),United Mennonite Home For The Aged,,Non-Profit,Home with approximately 128 beds,No,Yes,Yes,No,,Vineland, L0R2C0,128,2010-11-22,28,17,9,13,6,5,10,7,4,4,3,1
596,UPPER CANADA LODGE,272 Wellington Street P. O. Box 1390,"Niagara-On-The-Lake, L0S1J0",Hamilton Niagara Haldimand Brant (Hnhb),The Regional Municipality Of Niagara,,Municipal,Home with approximately 80 beds,No,Yes,Yes,Yes,,Niagara-On-The-Lake, L0S1J0,80,2011-03-09,24,11,7,8,3,2,6,2,2,6,2,2
597,VALLEY MANOR NURSING HOME,88 Mintha Street P. O. Box 880,"Barry's Bay, K0J1B0",Champlain,Valley Manor Inc.,,Non-Profit,Home with approximately 90 beds,No,Yes,No,Yes,,Barry's Bay, K0J1B0,90,2011-05-11,23,11,6,3,2,2,10,4,3,4,,
598,VALLEY PARK LODGE,6400 Valley Way,"Niagara Falls, L2E7E3",Hamilton Niagara Haldimand Brant (Hnhb),955464 Ontario Limited,,For-Profit,Home with approximately 65 beds,Yes,Yes,Yes,Yes,,Niagara Falls, L2E7E3,65,2010-09-16,33,16,6,21,8,5,2,2,1,4,3,
600,VALLEYVIEW HOME,350 Burwell Road,"St. Thomas, N5P0A3",South West,The Corporation Of The City Of St. Thomas,,Municipal,Home with approximately 136 beds,Yes,Yes,Yes,Yes,,St. Thomas, N5P0A3,136,2010-09-16,34,19,14,12,8,6,13,5,5,3,3,2
601,VALLEYVIEW RESIDENCE,541 Finch Avenue West,"North York, M2R3Y3",Central,Advent Health Care Corporation,,Non-Profit,Home with approximately 174 beds,No,Yes,No,No,,North York, M2R3Y3,174,2011-01-25,57,23,15,28,11,7,16,5,4,10,5,3
602,VERA M. DAVIS COMMUNITY CARE CENTRE,80 Allan Drive,"Bolton, L7E1P7",Central West,Peel Housing Corporation,,Non-Profit,Home with approximately 64 beds,No,Yes,No,Yes,,Bolton, L7E1P7,64,2011-12-07,14,9,4,1,1,1,6,3,2,2,2,1
603,VERMONT SQUARE,914 Bathurst Street,"Toronto, M5R3G5",Toronto Central,Vermont Square Ltc Inc. As General Partner Of Vermont Square Ltc Limited Partnership,Responsive Health Management,For-Profit,Home with approximately 130 beds,Yes,Yes,Yes,Yes,,Toronto, M5R3G5,130,2012-02-01,21,15,12,6,5,4,8,5,5,3,3,3
604,VICTORIA GARDENS LONG TERM CARE,176 Victoria Avenue North,"Hamilton, L8L5G1",Hamilton Niagara Haldimand Brant (Hnhb),Mirdem Nursing Homes Ltd.,,For-Profit,Home with approximately 76 beds,No,Yes,Yes,Yes,,Hamilton, L8L5G1,76,2010-08-31,18,10,5,7,3,1,7,4,4,2,2,
605,VICTORIA MANOR HOME FOR THE AGED,220 Angeline Street South,"Lindsay, K9V4R2",Central East,The Corporation Of The City Of Kawartha Lakes,Sienna Senior Living,Municipal,Home with approximately 166 beds,Yes,Yes,Yes,Yes,,Lindsay, K9V4R2,166,2011-02-17,47,20,7,14,5,3,18,6,2,9,4,1
606,VICTORIA VILLAGE MANOR,78 Ross Street,"Barrie, L4N1G3",North Simcoe Muskoka,Victoria Village Inc.,Specialty Care Inc.,Non-Profit,Home with approximately 128 beds,Yes,Yes,Yes,Yes,,Barrie, L4N1G3,128,2010-10-12,38,25,22,13,4,4,11,9,8,11,10,10
607,VILLA COLOMBO HOMES FOR THE AGED,40 Playfair Avenue,"Toronto, M6B2P9",Central,Villa Colombo Homes For The Aged Inc.,,Non-Profit,Home with approximately 391 beds,Yes,Yes,Yes,Yes,,Toronto, M6B2P9,391,2010-11-15,58,37,18,22,13,8,25,15,9,13,11,3
608,VILLA COLOMBO SENIORS CENTRE (VAUGHAN),"10443 Highway 27, Kleinburg","Vaughan, L0J1C0",Central,Villa Colombo Seniors Centre (Vaughan) Inc.,Universalcare Canada Inc.,Non-Profit,Home with approximately 160 beds,No,Yes,Yes,Yes,,Vaughan, L0J1C0,160,2010-11-30,46,41,30,28,26,20,10,9,7,11,11,8
609,VILLA FORUM,175 Forum Drive,"Mississauga, L4Z4E5",Mississauga Halton,Villa Forum,Chartwell Seniors Housing Reit,Non-Profit,Home with approximately 160 beds,No,Yes,Yes,Yes,,Mississauga, L4Z4E5,160,2010-10-22,39,14,8,17,7,5,9,3,2,3,3,3
610,VILLA LEONARDO GAMBIN,40 Friuli Court,"Woodbridge, L4L9T3",Central,Friuli Long Term Care,Specialty Care Inc.,Non-Profit,Home with approximately 168 beds,Yes,Yes,Yes,Yes,,Woodbridge, L4L9T3,168,2011-06-09,36,15,9,15,4,3,11,6,5,8,2,1
611,VILLA MARCONI,1026 Baseline Road,"Ottawa, K2C0A6",Champlain,Villa Marconi Long Term Care Center,"Diversicare Canada Management Services Co., Inc.",Non-Profit,Home with approximately 128 beds,No,Yes,Yes,Yes,,Ottawa, K2C0A6,128,2011-05-05,54,41,22,26,17,11,16,13,7,8,8,5
612,VILLA MINTO,241 Eighth Street P.O. Box 280,"Cochrane, P0L1C0",North East,The Lady Minto Hospital At Cochrane,,Non-Profit,Home with approximately 33 beds,No,Yes,Yes,Yes,,Cochrane, P0L1C0,33,2011-05-03,23,15,5,5,1,,8,6,3,9,6,1
613,VILLAGE ON THE RIDGE,9 Myrtle Street,"Ridgetown, N0P2C0",Erie St. Clair,Revera Long Term Care Inc.,,For-Profit,Home with approximately 40 beds,No,Yes,Yes,Yes,,Ridgetown, N0P2C0,40,2011-01-18,17,10,7,4,4,4,6,2,2,,,
614,VISION '74 INC.,229 Wellington Street,"Sarnia, N7T1G9",Erie St. Clair,Vision '74 Inc.,,Non-Profit,Home with approximately 146 beds,Yes,Yes,Yes,Yes,,Sarnia, N7T1G9,146,2010-06-09,41,15,8,6,2,,27,8,6,3,1,1
615,WARKWORTH PLACE,97 Mill Street P.O. Box 68,"Warkworth, K0K3K0",Central East,"Cvh (No. 6) Lp By Its General Partners, Southbridge Health Care Gp Inc. And Southbridge Care Homes (A Limited Partnership, By Its General Partner, Southbridge Care Homes Inc.)",,For-Profit,Home with approximately 60 beds,Yes,Yes,No,Yes,,Warkworth, K0K3K0,60,2011-07-29,24,13,4,10,7,3,8,3,1,3,1,
616,WATERS EDGE CARE COMMUNITY,401 William Street,"North Bay, P1A1X5",North East,2063414 Ontario Limited As General Partner Of 2063414 Investment Lp,,For-Profit,Home with approximately 148 beds,No,Yes,Yes,Yes,,North Bay, P1A1X5,148,2011-10-17,43,30,14,16,10,5,18,12,7,5,5,2
617,WATFORD QUALITY CARE CENTRE,344 Victoria Street,"Watford, N0M2S0",Erie St. Clair,Qcc Corp.,,For-Profit,Home with approximately 63 beds,Yes,Yes,Yes,Yes,,Watford, N0M2S0,63,2010-11-23,19,10,4,2,2,,11,4,3,,,
618,WELLESLEY CENTRAL PLACE,160 Wellesley Street East,"Toronto, M4Y1J2",Toronto Central,Drs. Paul And John Rekai Centre,,Non-Profit,Home with approximately 150 beds,Yes,Yes,Yes,Yes,,Toronto, M4Y1J2,150,2011-08-11,36,24,10,18,11,3,13,9,6,5,4,2
619,WELLINGTON HOUSE NURSING HOME,990 Edward Street North P.O. Box 1510,"Prescott, K0E1T0",South East,"Arch Long Term Care Lp By Its General Partner, Arch Long Term Care Mgp, By Its Partners, Arch Long Term Care Gp Inc. And Arch Capital Management Corporation",Universalcare Canada Inc.,For-Profit,Home with approximately 60 beds,No,Yes,Yes,No,,Prescott, K0E1T0,60,2010-12-07,58,18,8,28,7,4,16,6,3,17,2,
620,WELLINGTON PARK CARE CENTRE,802 Hager Avenue,"Burlington, L7S1X2",Hamilton Niagara Haldimand Brant (Hnhb),Rykka Care Centres Lp,,For-Profit,Home with approximately 132 beds,Yes,Yes,Yes,Yes,,Burlington, L7S1X2,132,2010-08-25,43,12,6,26,2,1,5,3,3,9,5,1
621,WELLINGTON TERRACE LONG-TERM CARE HOME,474 Wellington Road 18,"Fergus, N1M0A1",Waterloo Wellington,Corporation Of The County Of Wellington,,Municipal,Home with approximately 176 beds,No,Yes,Yes,No,,Fergus, N1M0A1,176,2010-09-08,18,7,4,3,,,9,4,4,1,,
622,WENTWORTH LODGE,41 South Street West,"Dundas, L9H4C4",Hamilton Niagara Haldimand Brant (Hnhb),City Of Hamilton,,Municipal,Home with approximately 160 beds,No,Yes,Yes,Yes,,Dundas, L9H4C4,160,2011-04-06,24,19,13,8,8,5,8,5,5,3,3,3
623,WESBURN MANOR,400 The West Mall,"Etobicoke, M9C5S1",Mississauga Halton,Toronto Long-term Care Homes And Services,,Municipal,Home with approximately 192 beds,Yes,Yes,Yes,Yes,,Etobicoke, M9C5S1,192,2011-05-13,66,24,10,46,14,5,10,6,4,13,3,1
624,WEST LAKE TERRACE,"1673 County Road, 12 R. R. #1","Picton, K0K2T0",South East,0760444 B.C. Ltd. As General Partner On Behalf Of Omni Health Care Limited Partnership,,For-Profit,Home with approximately 47 beds,No,Yes,No,Yes,,Picton, K0K2T0,47,2010-08-16,26,13,6,7,3,2,9,5,4,7,1,
625,WEST OAK VILLAGE,2370 Third Line,"Oakville, L6M4E2",Mississauga Halton,Axr Operating (National) Lp,,For-Profit,Home with approximately 133 beds,No,Yes,Yes,Yes,,Oakville, L6M4E2,133,2010-10-07,34,16,12,14,7,6,10,4,4,5,2,1
626,WEST PARK HEALTH CENTRE,103 Pelham Road,"St Catharines, L2S1S9",Hamilton Niagara Haldimand Brant (Hnhb),Cvh (No.1) Lp,Extendicare (Canada) Inc.,For-Profit,Home with approximately 101 beds,Yes,Yes,Yes,Yes,,St Catharines, L2S1S9,101,2010-07-21,52,26,14,23,8,6,8,7,6,20,9,4
627,WEST PARK LONG TERM CARE CENTRE,82 Buttonwood Avenue,"Toronto, M6M2J5",Toronto Central,West Park Healthcare Centre,Extendicare (Canada) Inc.,Non-Profit,Home with approximately 200 beds,Yes,Yes,Yes,Yes,,Toronto, M6M2J5,200,2010-10-13,62,29,12,40,17,6,12,6,4,13,6,4
628,WESTGATE LODGE NURSING HOME,37 Wilkie Street,"Belleville, K8P4E4",South East,Crown Ridge Health Care Services Inc.,,For-Profit,Home with approximately 88 beds,Yes,Yes,Yes,Yes,,Belleville, K8P4E4,88,2010-08-18,44,25,14,12,5,5,27,16,8,1,1,1
629,WESTMOUNT GARDENS LONG TERM CARE HOME,590 Longworth Road,"London, N6K4X9",South West,Steeves & Rozema Enterprises Limited,,For-Profit,Home with approximately 160 beds,No,Yes,Yes,Yes,,London, N6K4X9,160,2010-07-05,90,29,14,38,8,4,42,14,7,7,6,2
630,WESTON TERRACE CARE COMMUNITY,2005 Lawrence Avenue West,"Toronto, M9N3V4",Central,2063414 Ontario Limited As General Partner Of 2063414 Investment Lp,,For-Profit,Home with approximately 224 beds,No,Yes,Yes,Yes,,Toronto, M9N3V4,224,2010-08-24,40,25,15,21,12,7,12,9,6,10,8,6
631,WESTSIDE,1145 Albion Road,"Etobicoke, M9V4J7",Central West,Revera Long Term Care Inc.,,For-Profit,Home with approximately 242 beds,Yes,Yes,Yes,Yes,,Etobicoke, M9V4J7,242,2010-09-13,52,19,12,30,9,7,15,5,4,11,8,5
632,WIKWEMIKONG NURSING HOME,2281 Wikwemikong Way P.O. Box 114,"Wikwemikong, P0P2J0",North East,Wikwemikong Nursing Home Limited,,Non-Profit,Home with approximately 59 beds,Yes,Yes,No,Yes,,Wikwemikong, P0P2J0,59,2010-07-27,54,24,12,12,5,2,16,8,4,20,11,4
633,WILDWOOD CARE CENTRE,100 Ann Street P.O. Box 2200,"St. Marys, N4X1A1",South West,Wildwood Care Centre Inc.,,For-Profit,Home with approximately 60 beds,No,Yes,Yes,Yes,,St. Marys, N4X1A1,60,2011-07-28,25,10,6,4,1,1,14,6,4,2,,
634,WILKES TERRACE,20B Cartier Road,"Terrace Bay, P0T2W0",North West,North Of Superior Healthcare Group,,Non-Profit,Home with approximately 22 beds,No,Yes,Yes,Yes,,Terrace Bay, P0T2W0,22,2011-12-05,9,5,2,2,,,1,1,1,2,,
635,"WILLIAM A. ""BILL"" GEORGE EXTENDED CARE FACILITY",75 Fifth Avenue,"Sioux Lookout, P8T1K9",North West,Sioux Lookout Meno-ya-win Health Centre,,Non-Profit,Home with approximately 20 beds,No,Yes,No,Yes,,Sioux Lookout, P8T1K9,20,2011-11-01,12,8,3,1,,,3,3,2,2,1,
636,WINBOURNE PARK,1020 Westney Road North,"Ajax, L1T4K6",Central East,Axr Operating (National) Lp,,For-Profit,Home with approximately 110 beds,Yes,Yes,Yes,Yes,,Ajax, L1T4K6,110,2010-08-24,44,26,8,21,10,5,15,10,2,3,2,
637,WOODBRIDGE VISTA CARE COMMUNITY,5400 Steeles Avenue West,"Woodbridge, L4L9S1",Central West,2063414 Ontario Limited As General Partner Of 2063414 Investment Lp,,For-Profit,Home with approximately 224 beds,No,Yes,Yes,Yes,,Woodbridge, L4L9S1,224,2010-11-17,56,23,15,28,9,6,22,11,8,8,6,3
638,WOODHALL PARK CARE COMMUNITY,10260 Kennedy Road North,"Brampton, L6Z4N7",Central West,Specialty Care / Woodhall Park Inc.,,For-Profit,Home with approximately 147 beds,No,Yes,Yes,Yes,,Brampton, L6Z4N7,147,2010-10-19,39,17,8,16,5,2,14,6,5,6,4,2
639,WOODINGFORD LODGE - INGERSOLL,325 Thames Street South,"Ingersoll, N5C2T8",South West,County Of Oxford,,Municipal,Home with approximately 34 beds,No,Yes,No,No,,Ingersoll, N5C2T8,34,2010-08-23,21,12,10,5,2,2,10,6,6,3,3,2
640,WOODINGFORD LODGE - TILLSONBURG,52 Venison Street West,"Tillsonburg, N4G1V1",South West,County Of Oxford,,Municipal,Home with approximately 34 beds,Yes,Yes,Yes,No,,Tillsonburg, N4G1V1,34,2010-07-29,19,10,7,4,2,2,5,2,2,1,1,1
641,WOODINGFORD LODGE - WOODSTOCK,300 Juliana Drive,"Woodstock, N4V0A1",South West,County Of Oxford,,Municipal,Home with approximately 160 beds,Yes,Yes,No,No,,Woodstock, N4V0A1,160,2010-08-10,39,19,13,13,4,3,18,11,9,3,1,1
642,WOODLAND VILLA,30 Milles Roches Road R. R. #1,"Long Sault, K0C1P0",Champlain,0760444 B.C. Ltd. As General Partner On Behalf Of Omni Health Care Limited Partnership,,For-Profit,Home with approximately 119 beds,No,Yes,Yes,Yes,,Long Sault, K0C1P0,119,2011-06-15,45,23,7,19,8,3,12,6,2,8,5,
643,WOODS PARK CARE CENTRE,110 Lillian Crescent,"Barrie, L4N5H7",North Simcoe Muskoka,Woods Park Care Centre Inc.,,For-Profit,Home with approximately 123 beds,Yes,Yes,Yes,Yes,,Barrie, L4N5H7,123,2011-11-17,31,16,8,14,6,2,7,3,3,5,4,1
644,WYNDHAM MANOR LONG TERM CARE CENTRE,291 Reynolds Street,"Oakville, L6J3L5",Mississauga Halton,Halton Healthcare Ltc Inc.,Extendicare (Canada) Inc.,Non-Profit,Home with approximately 128 beds,No,Yes,Yes,Yes,,Oakville, L6J3L5,128,2010-08-27,35,9,7,12,2,2,12,3,3,8,2,2
645,YEE HONG CENTRE - MARKHAM,2780 Bur Oak Avenue,"Markham, L6B1C9",Central,Yee Hong Centre For Geriatric Care,,Non-Profit,Home with approximately 200 beds,Yes,Yes,Yes,Yes,,Markham, L6B1C9,200,2011-11-16,12,8,3,2,1,1,3,2,1,1,1,
